de	of
s’aggravera	will get worse
s’agenouillent	kneel down
s’agenouillant	kneeling
s’affligera	will grieve
s’affligeaient	were grieving
s’afflige	grieves
s’affinent	are becoming more refined
s’affine	is refined
s’affiche	is displayed
s’affermissait	was strengthening
s’affermir	to strengthen
s’affala	collapsed
s’affaisseront	will collapse
s’affaisser	to collapse
s’affairer	to get busy
s’affairent	are busy
s’affaire-t-il	is he busy
s’affaiblissait	was weakening
s’affaibliront	will weaken
s’affaiblirent	weakened
s’affaiblira	will weaken
s’adresse-t-on	is it addressed
s’adonnèrent	indulged
s’adonneront	will indulge
s’adonnerait	would indulge
s’adonnait	was indulging
s’adjoignirent	joined
s’acquérait	was acquired
s’acquittaient	were fulfilling
s’acquitta	acquitted himself
s’acquiert	is acquired
s’achèveront	will end
s’achèvera	will end
s’achète	buys itself
s’achevèrent	ended
s’acheta	bought
s’acheminent-ils	are they moving?
s’acharneront	will persist
s’acharne-t-il	is he persisting?
s’acharna	persisted
s’accuser	to accuse oneself
s’accusant	accusing himself
s’accumula	accumulated
s’accroîtra	will increase
s’accroupissent	squat
s’accroupissaient	were squatting
s’accroupir	squat
s’accrocher	to cling
s’accoutume	gets used to
s’accoupla	mated
s’accoudant	leaning on
s’accorderait	would agree
s’accordera	will agree
s’accordait	agreed
s’accordaient	agreed
s’accomplissait	was being accomplished
s’accomplir 	to be accomplished 
s’accomplirait	would be accomplished
s’accompagnent	are accompanied
s’accompagnaient	were accompanied
s’abîmeront	will be damaged
s’abîma	was damaged
s’abstint	abstained
s’abstinrent	abstained
s’abstienne	abstain
s’abstiendraient	would abstain
s’absenter	to be absent
s’abritera	will take shelter
s’abreuvaient	were drinking
s’abattra 	will fall 
s’abattra-t-elle	will it fall
s’abattent-ils	do they fall
s’abattaient	were falling
s’abandonnent	give up
s’abandonne-t-il	does he give up
s’abaisseront	will lower themselves
s’abaissa	lowered himself
sé‘ar	se'ar
sévissant	raging
sévirait	would be severe
sévira-t-elle	will it be severe
séquestré	sequestered
sépulcre-et	sepulchre-and
séparez-moi	separate me
séparez-les	separate them
sépare-toi	separate yourself
séméion	semeion
sémitiques	semitic
sémerez	sow
sélectionna 	selected 
séjournerons	will stay
séjourneraient	would stay
séjournassent	were staying
séduisez	seduce
séduis	seduced
séduiriez	would seduce
séductrice	seductress
sédentarisées	sedentary
sécurité’	security'
sécuritéEn	securityIn
sécrètent	secrete
séchant	drying
sèmeront	will sow
sèmera-t-il	will he sow
syrophénicienne	Syrophoenician
syro-éfraïmite	Syro-Ephraimite
syro-phénicien	Syro-Phoenician
syro-libanaise	syro-lebanese
syriaques	Syriac
sympathisèrent	sympathized
sympathisantes	sympathizers
sympathiques	friendly
symbolisée	symbolized
symbolismes	symbolisms
symbolisera	will symbolize
suçasse	suck
suçant	sucking
suzeraine	suzerain
susurre	whisper
susurration	whispering
sustenté	sustained
suspendît	suspended
suspecté	suspected
suscite-t-il	does it arouse
susceptibles	likely
suréminente	supereminent
surélève	raises
survînt	happened
survivait	survived
surveillées	monitored
surveillèrent	monitored
surveille-t-il	is he watching
surtout 	Above all 
surprendrait	would surprise
surprendraient	would surprise
surplombant	overlooking
surplombait	overlooked
surpassiez	surpass
surpassant	surpassing
surpassais-tu	did you surpass yourself
surnommeront-ils	will they nickname
surnagea	floated
surmonterions	would overcome
surmontera	will overcome
surhumaine	superhuman
surgît	arises
surgissent-elles	do they arise?
surgisse	arises
surgiront-ils	will they arise
surgirons	will arise
surchargée	overloaded
surchargeant	overloading
surchargeait	overloaded
surannée	outdated
surabondent	overabundant
supputèrent	assumed
suppure	suppurates
supprimeras-tu	will you delete
supprimerai-je	will i delete
supprimai	deleted
supposés	supposed
supposées	supposed
supposèrent	supposed
suppositions	assumptions
supposions	assumptions
suppose-t-elle	she supposes
supposant	assuming
supposait	supposed
supporterai’	will support'
suppléments	supplements
suppléions	let's supplement
suppléent	substitute
suppliâmes	we begged
suppliez-moi	beg me
supplieront-elles	will they beg
supplierez	you will beg
supplierais	would beg
supplierai-je	will i beg
supplierai	will beg
supplicia	supplicated
supplices	tortures
superstitieuses	superstitious
superstitieuse	superstitious
superpose	superimposed
superflue	superfluous
superficielle	superficial
sunagogê	sunagoge
suivez-la	follow her
suit-il	he follows
suis 	am 
suisComme	amLike
suis-le	follow him
suintent	ooze
suggéra-t-elle	she suggested
suffit-elle	is it enough
suffisent-elles	are they enough?
suffisait-il	was it enough
suffisait-elle	was it enough?
suffirait-elle	would it be enough?
sud-arabique	south arabian
suciez	suck
sucerez	will suck
succombiez	succumb
succombes	succumbs
succombait	succumbed
succincte	succinct
subviens	subsidize
subvienne	subviene
subviendra	will come
subvertit	subverted
subvertir	subvert
subtils	subtle
subtile	subtle
substituera	will substitute
substituent	substitute
substituant	substitute
substitua	substitute
subsistions	Subsistences
subsistez	subsist
submergerai	will overwhelm
submergeant	overwhelming
sublimes	sublime
subjugués	subjugated
subjuguée	subjugated
subjuguèrent	subjugated
subjugueront	will subjugate
subjuguerai	will subjugate
subjuguas	subjugated
subjuguais	subjugated
subjugait	subjugated
subissions	let's undergo
subirons	will undergo
subiraient	would undergo
subirai	will undergo
subdivisées	subdivided
stérile’	sterile'
stupéfiait	amazed
stupidités	stupidities
stiques	stics
stipulait	stipulated
stimulés	stimulated
stigmatisés	stigmatized
statuent	rule
statue-là	statue there
stationnaient	were stationed
ss-tu	are you
spécialisées	specialized
sporadiques	sporadic
spatiale	spatial
spacieuses’	spacious'
soûlé	drunk
soyons 	let's be 
soyez-y	be there
souvinssions	memories
souvinsses	memories
souviens-t’en	remember it
souviens-tu	do you remember
souviennent-ils	do they remember
souviendrons	we will remember
souverain-sacrificateur	high priest
souverain-	sovereign-
souvenir 	memory 
soutien 	support 
soutiendrez	will support
soutenons	let's support
soutenez-moi	support me
soustrayez	subtract
soustrairai	will subtract
soustraira	will subtract
souscrits	subscribed
sous-tend	underlies
sous-régions	sub-regions
sous-clans	subclans
sournoise	sneaky
sourient	smile
sourie	smile
sourdront	will spring forth
sourdra	will sour
sourdent	deaf
soupçonneuse	suspicious
soupirerais	would sigh
soupant	having dinner
soumponya	sumponya
soumettrons	will submit
soumettras	will submit
soumettrait	would submit
soumets-toi	submit yourself
soulèvent-ilsEt	do they raiseAnd
soulèvent-ils	do they raise
soulignée	underlined
souligné	underlines
souligne-t-il	he emphasizes
soulevez-vous	get up
soulevais	lifted
soulageront	will relieve
soulagerais	would relieve
soulagent	relieve
soukkiens	soukkies
soukkath	sukkath
souilliez	soil
souilles	dirty
souillerait	would defile
souillerais	would defile
souhaiteront	will wish
souhaiterions	would like
souhaiterez	would like
souhaiterait	would like
souhaitent-ils	do they wish
souffît	suffered
souffrance 	suffering 
souffletèrent	slapped
souffleront	will blow
souffiir	to suffer
souffets	bellows
soudés	welded
soudées	welded
soudoyant	bribing
soudoyaient	bribed
soudent	weld
soucoupes	saucers
souciée	worried
soucions	let's worry
souciez-vous	care
souciera-t-il	will he care
souciaient	cared
soréq	soreq
sortissiez	went out
sortiriez-vous	would you go out
sortiras-tu	will you go out
sortez-en	get out of it
sort-il	is he going out
sophistes	sophists
sonorités	sounds
sonneras	will ring
sonnera-t-il	will it ring
sonne-t-on	does one ring
songerais	would dream
sonderez-vous	will you probe
sondasses	probes
sondages	polls
somnoler 	to doze 
sommiers	box springs
sommeillèrent	slept
sommeillait 	was sleeping 
sommeillait	was sleeping
sommassent	summoned
somma	sum
sombrerait	would sink
sol‘am	sun'am
solonellement	solemnly
sollicités	requested
sollicitons	we request
solliciteurs	solicitors
solliciteront	will request
sollicitai	requested
solidarise	solidarity
solennisée	solemnized
solemnel	solemn
soldait	soldier
soit 	either 
sois-nous	be us
soignée	neat
soignez	take care
soignait	cared for
socio-religieuse	socio-religious
skènè	skene
siéges	seats
siégeai	I sat
six-là	six there
situent-elles	are they located?
situant	situating
sinueuses	winding
sinistra	sinister
simulés	simulated
sillonnant	furrowing
sillonna	furrowed
silencieuses	silent
signèrent	signed
signifierait-il	would it mean
signifie-t-elle	does it mean
significatives	significant
significations	meanings
signera	will sign
signe-là	sign it
signe-la	sign it
signalés	reported
signalèrent	reported
signalez-le	report it
sifflé	whistled
sidoniens	Sidonians
sidoniennes	Sidonians
si-tôt	so soon
shéqer	to sheqer
shémên	shemen
shémesh	shemesh
shékél	shekel
shékem	shekem
shékar	shekar
shèqèl	sheqel
shèm	shem
shouva	shuvah
shoqéd	shoqed
shiggayôn	shiggayon
she‘arim	she'arim
sha’oul	sha'oul
shaqéd	shaqed
shama‘	shama'
shabath	shabbat
seulement 	only 
servîmes	served
servons-le	let's serve him
serviteur 	servant 
serviteursEn	servantsIn
serviteurS'en	servantS'en
serviteurQue	servantThat
serviront-elles	will they serve?
servirez-vous	will you serve yourself
servez-les	serve them
servait-il	was he serving
sert 	serves 
sertirai	will set
sertie	set
sers-t’en	use it
sers-tu	do you serve
serrez-le	squeeze it
serreras-tu	will you squeeze
serpentent	meander
serpentant	winding
serpent-dard	snake-stinger
serment-là	oath there
sereines	serene
sera-il	seraglio
septième-jour	seventh day
septantes	seventy
sentirons	will feel
sentirez	will feel
sentira-t-il	will he feel
sentiments-là	feelings-there
sentie	felt
sententieux	sentimental
sens 	sense 
semèrent	sowed
semons-y	let's sow there
semiez	sow
semi-traité	semi-processed
semi-sédentaires	semi-sedentary
semi-nomades	semi-nomadic
semenee	seeded
sembles	seems
semblent-elles	do they seem
semblait-il	it seemed
semaille	sowing
sellerai	I will saddle
sekartika	sect
seinLes	breastThe
seigneur’	lord'
seduit	seduced
secret’	secret'
secoursEt	rescueAnd
secourront	will help
secourrais-je	would I help
secourez-moi	help me
secourez	rescue
secoures	rescue
secouerez	shake
secouement	shaking
secoue-toi	shake it off
secoue-les	shake them
secoue-la	shake it
secouais	shook
scènes	scenes
sculptéesQui	sculptedWho
scrutées	scrutinized
scrutent	scrutinize
scissions	splits
schismes	schisms
scandalisiez	scandalize
scandaliseront	will scandalize
scandaliseraient	would scandalize
sa‘ir	sa'ir
saïte	saite
savouré	savored
savoureuses	tasty
savourerait-il	would he enjoy
savons-	we know-
sava‘	sava'
savait-on	did we know
sauvons	let's save
sauviez	saved
sauvez-moi	save me
sauves-tu	do you save yourself
sauveriez	would save
sauverait-il	would he save
sauvera-t-il	will he save
sauvegarderez	will save
sauvegardent	save
sauve-	save-
sauva 	saved 
sauvasse	wild
sautillent	jump
sauterelles 	grasshoppers 
sauteraient	would jump
sauterai	will jump
sautellent	jump
saurons-nous	will we know
saurais-je	would i know
saupoudreras	you will sprinkle
sauf-conduits	safe conducts
satisferont	will satisfy
satisfassent	satisfy
satisfais-tu	are you satisfied
satanas	Satanas
sarcophages	sarcophagi
sarclera	will weed
sarcla	weed
sappir	sapphire
saoûl	drunk
sans-nom	nameless
sans-lieu	no place
sang’	blood'
sangloté	sobbed
sanglotent	sob
sanglote	sobs
sanglotant	sobbing
sanglotait	was sobbing
sangliers	wild boars
sangles	straps
sanglants	bloody
sang-là	blood there
sanctuaire 	sanctuary 
sanctitiée	sanctified
sanctionné	sanctioned
sanctionne	sanctions
sanctifiez-le	sanctify it
sanctifierais	would sanctify
sanctfiés	sanctified
salés	salty
salvateurs	saviors
saluée	greeted
salutPar	helloBy
salues	greet
saluait	greeted
saluaient	greeted
salissait	dirty
salissais	dirty
saliront	will dirty
salirez-vous	will you get dirty
salines	saltworks
salants	salting
sait 	knows 
sait-on	do we know
saisonnières	seasonal
saison-ci	this season
saisissons-nous	let us seize
saisissons	let's seize
saisisses	seizures
sainte’	holy'
saintetés	sainthoods
sain-penser	healthy thinking
sagesses	wisdoms
sagesseReposera	wisdomwill rest
sageQue	wiseThat
saducéens	sadducees
sacrèrent	consecrated
sacrificielle	sacrificial
sacrificesPendant	sacrificesDuring
sacrifice-pour-le-péché	sacrifice-for-sin
sacrificateurs-	priests-
sacrifiants	sacrificing
sacrale	sacral
sachons	let us know
sachets	bags
saccagèrent	ransacked
saccageurs	wreckers
saccagerai	will ransack
saccageons-les	let's trash them
saccagement	ransacking
sabbat 	Sabbath 
s'évite	avoids itself
s'éveilleront-ils	will they wake up
s'éveiller	to wake up
s'évaporant	evaporating
s'évapora	evaporated
s'évanouissant	fainting
s'évanouissait	was fading away
s'évaluer	to evaluate oneself
s'étonnerait	would be surprised
s'étonner	to be surprised
s'étiraient	were stretching
s'étiolent	are fading away
s'éteint-elle	does it go out
s'éteindront	will go out
s'éteignaient	were dying out
s'étale	spreads out
s'établisse	be established
s'établissaient	were established
s'érigent	stand up
s'éreinter	to wear oneself out
s'équipent	equip themselves
s'équipa	equipped
s'éprirent	fell in love
s'épouvanteront	will be terrified
s'épouvantera	will be terrified
s'épouvanta	was terrified
s'éparpiller	to scatter
s'éparpille	scatters
s'épanouiront	will flourish
s'épancheront	will spill out
s'épanchent	spill out
s'énoncer	to state oneself
s'émurent	were moved
s'émoussent	become dull
s'élèventAu-dessus	rise above
s'élèvent-elles	do they rise?
s'élève-t'elle	does it rise
s'éloigneront-ils	will they go away
s'éloignera-t-elle	will she go away
s'élargira	will expand
s'élançant	rushing
s'égayèrent	were cheerful
s'égayeront-ils	will they be happy?
s'égayant	having fun
s'égarera	will go astray
s'égare-t-il	is he going astray
s'égaieront	will cheer up
s'édifiant	building up
s'écroulant	collapsing
s'écroulait	was collapsing
s'écrivaient	were written
s'écrieront-ils	they will cry out
s'écriera-t-on	will one cry out
s'écrier	to cry out
s'écrie-t-on	they cry out
s'écrie-t-il	he cries
s'écrie-t-elle	she cries
s'écria-t-elle	she cried
s'écrasèrent	crashed
s'écraseront	will crash
s'écoulera-t-elle	will it flow?
s'écoulassent	flowed away
s'éclairera	will light up
s'éclaire	lights up
s'éclaira	lit up
s'échoua	ran aground
s'échauffent	warm up
s'échanger	to exchange
s'échange	is exchanged
s'écartaient	were moving away
s'ébruita	was rumored
s'ébranler	to shake
s'ébranla	shook
s'ébattre	to frolic
s'usera	will wear out
s'ouvrant	opening
s'ouvrait	opened
s'ornent	adorn themselves
s'opérassent	were operating
s'opéraient	were operating
s'opéra	operated
s'opèrent-ils	do they operate?
s'opère-t-elle	does it operate
s'opère	operates
s'opposeront	will oppose
s'opiniâtra	will persist
s'ont	are
s'offrent	are offered
s'occupèrent	took care of
s'occuperont	will take care of
s'occupe-t-il	does he take care of
s'obtenait	was obtained
s'obstina	persisted
s'observera	will be observed
s'obligeant	forcing oneself
s'oblige	obliges
s'irriteront	will get irritated
s'intéressa	was interested
s'intégrent	integrate
s'intégrant	integrating
s'interrompit	interrupted himself
s'interrompe	interrupts
s'interrogeait	wondered
s'interpellent	call out to each other
s'interdit	forbids itself
s'inséraient	were inserted
s'insurge	rebels
s'instruise	learn
s'installeront	will settle down
s'inspirant	inspired by
s'inquiètera	will worry
s'informera	will inquire
s'informent	inform themselves
s'informant	inquiring
s'informaient	were inquiring
s'infléchissait	was inflecting
s'indigne	is indignant
s'incurvant	curving
s'impose	is essential
s'imposant	imposing itself
s'immobilisent	stand still
s'immobilisa	stopped
s'imbriquer	to nest
s'imbriquaient	were interlocking
s'imaginèrent	imagined
s'imagineront	will imagine
s'imaginant	imagining
s'imaginaient	imagined
s'imagina	imagined
s'illusionne	is deluded
s'illumine	lights up
s'identifie	identifies himself
s'humiliât	humiliated himself
s'humilieront	will humble themselves
s'habituât	got used to
s'habitueront	will get used to
s'habiller	get dressed
s'habille	gets dressed
s'exécuter	to run
s'exécutent	are executed
s'exterminèrent	exterminated themselves
s'exprimeront	will express themselves
s'exprimera	will express himself
s'exprimaient	were expressing themselves
s'exposeront	will be exposed
s'exposerait	would expose itself
s'exposer	to expose oneself
s'exposent	are exposed
s'exerce	exercises
s'exclameront	will exclaim
s'exclame	exclaims
s'exclamant	exclaiming
s'excitent	get excited
s'exaspérait	was getting exasperated
s'exaspéra	got exasperated
s'exaltent	get excited
s'exalte	gets excited
s'estimait	estimated himself
s'essuyant	wiping oneself
s'essuyait	was wiping himself
s'essouffler	to run out of steam
s'esquivera	will slip away
s'envoyant	sending each other
s'envoyait	was sending
s'envoleront	will fly away
s'envoient	are sent
s'envieillissent	are getting old
s'envieilliront	will grow old
s'envieillirent	grew old
s'enveloppera-t-il	will he wrap himself up
s'envelopper	to wrap oneself up
s'entêtèrent	persisted
s'entête	persists
s'entêtaient	were stubborn
s'entrouvriront	will open
s'entrouvre	opens
s'entretueront	will kill each other
s'entrerépondait	answered each other
s'entreheurteront	will collide
s'entredemander	ask each other
s'entrechoquèrent	collided
s'entrechoquaient	were colliding
s'entre-tueront	will kill each other
s'entre-tuaient	were killing each other
s'entre-répondent	answer each other
s'entre-réjouir	to rejoice among each other
s'entre-nuire	harm each other
s'entre-heurteront	will collide with each other
s'entre-dévorer	devour each other
s'entre-demander	ask each other
s'entre	between
s'entraident	help each other
s'entr'ouvrent	open
s'entr'aidèrent	helped each other
s'entoureront	will surround themselves
s'entortillant	twisting
s'entortillait	was twisting
s'entendaient	got along
s'entaillent	are cut
s'ensuivrait	would follow
s'enrépondant	answering each other
s'enroulèrent	rolled up
s'enrichissaient	were getting rich
s'enracinait	was taking root
s'enquérant	inquiring
s'enquière	inquires
s'enquiert-il	he asks
s'enquiert	inquires
s'enquerra-t-il	will he inquire?
s'enorgueillissaient	were proud
s'enivrera	will get drunk
s'enhardissant	becoming bolder
s'engouffre	rushes in
s'engageait	was committed
s'engageaient	were committed
s'enfuirait-il	would he run away
s'enfoncèrent	sank
s'enfoncera	will sink
s'enfonce	sinks
s'enflamme-t-elle	does she get excited
s'enflamma-t-elle	she got excited
s'enfermèrent	locked themselves in
s'enferment	lock themselves in
s'enduisent	are coated
s'endorme	falls asleep
s'encourager	to encourage each other
s'encouragea	encouraged himself
s'enchevêtrent	get tangled up
s'empêtreront	will get tangled up
s'empressera	will hurry
s'empressant	hurrying
s'empressait	was in a hurry
s'empressaient	were hurrying
s'emporte-t-il	he gets carried away
s'emportait	got carried away
s'emporta	got carried away
s'employèrent	worked
s'employait	was employed
s'emplit	fills up
s'emplir	to fill up
s'empiffrent	gorge themselves
s'empiffre	gorges himself
s'emparant	seizing
s'embusquent	lie in ambush
s'embrouillent	get confused
s'embrasèrent	flared up
s'embrasseront	will kiss
s'embraseront	will flare up
s'embraserait	would catch fire
s'embrasent	are ignited
s'embarrassa	got embarrassed
s'effraye	gets scared
s'effraient	are scared
s'efforçant	striving
s'efforçaient	were trying
s'efforce-t-il	is he trying
s'effondreront	will collapse
s'effectueront	will be carried out
s'effectuera	will be carried out
s'effacer	to fade away
s'effacent	fade away
s'avère	turns out
s'avise	notices
s'avisa	noticed
s'aventurer	to venture
s'avancera-t-elle	will she come forward
s'augmente	increases
s'augmentant	increasing
s'attroupait	was gathering
s'attrista	got sad
s'attribueraient	would attribute themselves
s'attirait	was attracted
s'attendrissent	become tender
s'attendra	will expect
s'attardèrent	lingered
s'attardant	lingering
s'attardaient	lingered
s'attaqueront	will attack
s'attaquera	will attack
s'attaquent	attack
s'attaquaient	were attacking each other
s'attacheraient	would attach themselves
s'assît	sat down
s'asséchera	will dry up
s'assèchent	dry up
s'assèche	dries up
s'assureront	will make sure
s'assurera-t-il	will he make sure
s'assurait	made sure
s'assuraient	made sure
s'assura	made sure
s'assouvit	satisfies
s'assoira	will sit down
s'assoieront	will sit down
s'assoient	sit down
s'assoie	sits down
s'associèrent	joined forces
s'associeront	will join forces
s'asseoient	sit down
s'arrêtentDans	stopIn
s'arrêta-là	stopped there
s'arrangeait	was getting along
s'arrache	is torn off
s'armeront	will arm themselves
s'arc-bouta	arched
s'apprêtèrent	got ready
s'apprêterait	would be preparing
s'approvisionnait	was stocking up
s'approprièrent	appropriated
s'appropriera	will appropriate
s'approprie	appropriates
s'appropriant	appropriating
s'approchât	approached
s'approcherait	would approach
s'approcheraient	would approach
s'appliquèrent	applied
s'appliqueront	will apply
s'appliquassent	applied
s'applaudit	applauds himself
s'appelèrent	were called
s'appellent-ils	are they called
s'apparut	appeared
s'apitoyèrent	felt sorry for themselves
s'apitoyaient	felt sorry for themselves
s'apercevant	noticing
s'anéantisse	is annihilated
s'anime	comes alive
s'anima	came alive
s'amusait	was having fun
s'amusaient	were having fun
s'amortit	is dampened
s'amollisse	softens
s'ameutèrent	rioted
s'amenderont	will amend
s'amassèrent	gathered
s'amasseront	will gather
s'amasser	to amass
s'alourdir	to get heavier
s'alléger	to lighten up
s'allèrent	went away
s'allumera-t-elle	will it light up
s'allumer	to light up
s'allumait	was lighting up
s'alluma-t-il	did he light up
s'alluma-t-elle	did she light up
s'allongèrent	lay down
s'allièrent	allied themselves
s'allier	to ally
s'allassent	were going away
s'alignent	line up
s'alarmerait	would be alarmed
s'ajoutèrent	were added
s'ajoutent	are added
s'ajoute	is added
s'aiment	love each other
s'aiguise	sharpens
s'aigrisse	gets bitter
s'agrandissaient	were expanding
s'agrandirait	would expand
s'agiteront	will stir
s'agita	got agitated
s'agglomèrent	agglomerate
s'agenouilleront	will kneel
s'agenouillent	kneel down
s'agenouillait	knelt down
s'agenouillaient	knelt down
s'affranchir	to free oneself
s'affolent	are panicking
s'affligeront	will grieve
s'affligent	are grieving
s'affermirent	became stronger
s'affermir	to strengthen
s'affectionne	is fond of
s'affalait	was collapsing
s'affaiblit	weakens
s'affaiblisse	weakens
s'affaiblira	will weaken
s'adresseront	will address
s'adresseraient	would address
s'adresse-t-il	is he addressing
s'adresse-t-elle	is she addressing
s'adonnait	was indulging
s'adonnaient	were indulging
s'adjoindront	will be added
s'adjoignit	joined
s'adjoignirent	joined
s'activent	are active
s'acquît	acquired
s'acquittât	would pay off
s'acquittant	fulfilling
s'achèveront	will end
s'achèvera	will end
s'acheta	bought
s'accusait	accused himself
s'accumuleront	will accumulate
s'accroîtrait	would increase
s'accroupissent	squat
s'accrocha	clung
s'accoutumât	got used to
s'accouplèrent	mated
s'accouder	to lean on
s'accordèrent	agreed
s'accorderont	will agree
s'accordera	will agree
s'accorder	to agree
s'accorda	agreed
s'accompagnait	was accompanied
s'accommoderont	will accommodate
s'accommoder	to accommodate
s'abîment	are damaged
s'abusent	are deceiving themselves
s'abstienne	abstain
s'abstiendraient	would abstain
s'abstenait	abstained
s'abrite	takes shelter
s'abritait	was sheltering
s'abreuver	to drink
s'abattront	will fall
s'abattait	was falling
s'abandonneront	will abandon themselves
s'abandonner	to surrender
s'abandonne-t-il	does he give up
s'abandonne-t-elle	does she give up?
s'abaisser	to stoop
s'abaissant	lowering
s'abaissaient	were lowering
rôtirent	roasted
rôdait	was prowling
rôdaient	were roaming
rêvâmes	we dreamed
rêvant	dreaming
réédifié	rebuilt
révérés	revered
révérèrent	revered
révérât	revere
révérez-le	revere him
révélez-nous	reveal to us
révélez-moi	reveal me
révélez-le	reveal it
révélatrice	revealing
révèle-toi	reveal yourself
révèle-le	reveal it
révèle-la	reveal it
révolues	gone
révoltésa	revolted
révoltions	revolts
révolterons	will revolt
révoltera	will revolt
révelées	revealed
réveillât	woke up
réveillons	let's wake up
réveilleriez-vous	would you wake up
réveillera-t-il	will he wake up
réussît	succeeded
réussissant	successful
réussiras-tu	will you succeed
réussirait-il	would he succeed?
réussirai-je	will i succeed
réunissentAu	meet at
réunisse	reunite
rétrécissements	narrowings
rétrograda	retrograde
rétribuez-la	reward her
rétribues	remunerations
rétiré	withdrawn
rétablissez-vous	get well soon
rétablissant	restoring
rétabliront	will restore
rétablirez	will restore
résuma	summary
résulte-t-il	does it result
résultaient	resulted
résulta	result
résout	solves
résoudrait	would solve
résoudra	will solve
résonné	resonated
résonnèrent	resounded
résolût	resolved
résistâtes	resisted
résistions	resistances
résistiez	resist
résistez-lui	resist him
résistes-tu	do you resist
résisterez	will resist
résiste-t-il	does he resist
résistante	resistant
résiliée	terminated
résiderai	will reside
résheph	resheph
réservé-je	I reserved
réserve-t-il	does he reserve
réservant	reserving
répétèrent-ils	they repeated
répétons	let's repeat
répétitions	rehearsals
répéterez	will repeat
répéta-t-il	he repeated
répètes	repeat
répète-leur	tell them again
répugneront	will be disgusted
répugnaient	were disgusted
répudiées	repudiated
républicaine	republican
réprésentés	represented
réprouvées	reprobates
réprouves	reprobates
réprouve	disapproves
réprimée	repressed
réprimandèrent	reprimanded
réprimandez	reprimand
réprimanderont	will reprimand
réprimandent	reprimand
réprimandait	reprimanded
réprimandai	reprimanded
répondrions	would answer
répondissent	answer
répondi	answered
répondez-lui	answer him
répondez-leur	answer them
réponda	answered
répliques	replicas
répliquerait-il	would he reply
répliquerai-je	I will reply
réplique-moi	answer me
répliquant	replicating
répliquai	replied
réparât	repaired
réparons	let's repair
réparez	repair
répandît	spread
répandrons	will spread
réorganisent	reorganize
rémunérés	paid
réminiscences	reminiscences
rémiges	flight feathers
réjouissante	joyful
réjouiront-ils	will they rejoice
réjouirais	would rejoice
réitérée	reiterated
réitéré	reiterated
réitère	reiterates
réintégrera	will reintegrate
réinstauré	reinstated
réinstallé	reinstalled
réinstalla	reinstalled
réhabilite	rehabilitates
régénérera	will regenerate
régressé	regressed
régniez	reigned
régnerions	would reign
régnera-t-elle	will she reign
régnais	reigned
réglementé	regulated
réglemente	regulates
régissant	governing
régissaient	governed
régis	governed
régiront	will govern
régira	will govern
régions-ci	regions here
régies	management
régente	regent
régaleront-ils	will they treat
référera	will refer
réfugiées	refugees
réfugiée	refugee
réfugiez	take refuge
réfugies	refugees
réfugieront	will take refuge
réfugieras	will take refuge
réfugierai	will take refuge
réfugie-toi	take refuge
réfugiant	refugee
réfrène	restrains
réformateurs	reformers
réfléchiraient	would think
réduisons-nous	let's reduce ourselves
réduira-t-elle	will it reduce
rédimerai	will redeem
rédigez	write
rédigent	write
rédigeai	wrote
rédige-le	write it
récurera	will scour
récupérées	recovered
récupéreras	will recover
récriera	will cry out
réconfortée	comforted
réconfortez-le	comfort him
réconforterez	will comfort
réconfortas	comforted
réconcilions-nous	let's reconcile
réconciliez-vous	make up
réconcilie-toi	make up
récompenserait	would reward
récompensera-t-il	will he reward
récompence	reward
récoltée	harvested
récolterons-nous	will we harvest
récoltera 	will harvest 
récolterai	will harvest
réclamât	claimed
réclameraient	would claim
réclamerai-je	will I claim
récitées	recited
récitée	recited
récites	recitations
réciteras	will recite
réciterai	will recite
récitera	will recite
récite-moi	recite to me
réchauffée	reheated
réchaufferas	will warm up
réchauffent	warm up
réchappent	escape
récapitulés	summarized
réapparu	reappeared
réalisée’	realized'
ré-pondit	re-answered
rève	dream
règneront-ils	will they reign
règnera-t-il	will he reign
règner	reign
règne-là	reign there
règles-tu	do you rule
règle-le	fix it
rythmez	rhythm
rusent	tricky
ruraux	rural
ruisselèrent	streamed
ruissellant	dripping
ruine 	ruin 
ruines-là	ruins there
ruine-les	ruin them
ruinant	ruining
rugissantes	roaring
rugissais	roared
rues 	streets 
rueront	will kick
ruera	will run
rudoie	rude
ro’sh	ro'sh
roulées	rolled
rouillent	rust
rougissez-en	blush at it
rougissaient	blushed
rouge’	red'
rougeoyantes	glowing
rouge-orange	red-orange
rouait	wheeled
rongeurs	rodents
rongeait	was gnawing
rongeaient	were gnawing
rondins	logs
romprez	break up
romprais	would break
rompra-t-il	will he break
rompra-t-elle	will she break up
rompement	breakup
roidirez	will stiffen
roidir	to stiffen
roiSur	kingOn
roi-messie	king messiah
rogné	cropped
rocher-là	rock there
rocailleuses	rocky
rivalisent	compete
risquerons	we will risk
risquerions	would risk
risquait	was risking
risquais	risked
risquaient	were at risk
rirent	laughed
ripailles	feasts
rinçait	rinsed
rigoureuses	rigorous
rien-du-tout	nothing at all
ridée	wrinkled
ridiculisante	ridiculous
richessse	wealth
richesses-là	riches there
ricanaient	were snickering
rhétoriques	rhetoric
rhèma	rhema
re‘outh	re'outh
reçu 	received 
reçussiez	received
reçusse	received
reçoivent-ils	do they receive
revêts-moi	clothe me
revêts-en	put it on
revêtis	coated
