-Abarīmas	-Abarimas
Rebeku	Rebecca
Rēbu	Rebu
rēc	roar
Recefu	Recife
Rechaba	Rechaba
Rechabam	To Rehab
Rechabs	Rechab
Rechas	Rechas
Rechob-Bet-Šanas	Rehob-Beth-Shanah
Rechobotas	Rehoboth
Recina	Recina
Recīna	Resin
Recīns	Resin
Recīnu	Resin
rēcošs	roaring
redz	sees
redzam	we see
redzama	visible
redzamā	visible
redzamais	visible
redzamas	visible
redzami	visibly
redzams	visible
redzamu	visible
redzamus	visible
redzat	you see
redzē-dams	seeing
redzē-jumi	visions
redzēdama	seeing
redzēdamas	seeing
redzēdami	seeing
redzēdams	seeing
redzēja	saw
redžēja	saw
redzējām	we saw
redzējāt	you saw
redzeji	you saw
redzēji	you saw
redzējis	seen
redzēju	I saw
redzējumā	in vision
redzējumos	in visions
redzējumu	vision
redzējumus	visions
redzējušas	have seen
redzējusi	seen
redzējuši	have seen
redzes	vision
redzēs	will see
redzēšanā	in sight
redzēsi	you will see
redzēsiet	you will see
redzēsim	let's see
redzēsit	you will see
redzēšu	I will see
redzēta	seen
redzētā	what was seen
redzētais	what was seen
redzētāj	seer
redzētāja	seer
redzētājam	seer
redzētāji	visionaries
redzētājiem	visionaries
redzētājs	seer
redzētāju	seer
redzētājus	seers
redzētām	we saw
redzētās	seen
redzēti	seen
redzēto	what you saw
redzēts	seen
redzētu	to see
redzi	see
redzi—es	see—me
Redzi—mana	You see—mine
redzi—pašreiz	see—now
redziet	see
redzīgām	sighted
redzīgas	sighted
redzīgi	clearly
redzīgie	sighted
redzīgo	the sighted
redzīgos	the sighted
redzīgs	sighted
redzīgu	sighted
redzot	seeing
Redzt	See
redzu	I see
Reehobot	Reehobot
Reelaju	Reel
Refachs	Refach
Refaēls	Raphael
Refahs	Refah
Refaima	Rephaim
Refaja	Refaya
Refajas	Refaja
refajieši	Rephaim
refajiešiem	Rephaim
refajiešu	Rephaite
refajiešus	Rephaim
refejiešus	Rephaim
Refidimas	Rephidim
Regcm-Melechu	Regcm-Melechu
Regem-Melehu	Regem-Melehu
Regems	Regem
Rēgijā	In the region
Reglimas	Reglimas
rēgu	ghost
Reguēla	Reguel
Reguēls	Reguel
Reguēlu	Reguel
Regus	Regus
Rēgus	Ghost
Rehaba	Rehab
Rehabam	Rehab
Rehabeāma	Rehoboam
Rehabeāmam	To Rehoboam
Rehabeāms	Rehoboam
Rehabeāmu	Rehoboam
rehabiešu	Rehabite
Rehabja	Rehabiah
Rehabjam	Rehab
Rehabjas	Rehabiah
Rehabs	Rehab
Rehas	Rekhas
Rehob-Bet-Šanas	Rehob-Beth-Shan
Rehoba	Rehob
Rehobā	In Rehoboam
Rehobai	Rehoboth
Rehobas	Rehob
Rehoboa	Rehoboam
Rehobotas	Rehoboth
Rehobs	Rehob
Rehobu	Rehobo
Rehumam	To Rehum
Rehums	Rehum
Rehumu	Rehum
reibināja	dizzy
reibināmu	dizzy
reibināmus	dizzy
reibinātājas	intoxicating
reibinātājiem	intoxicants
reibinātāju	intoxicant
reibinošas	dizzying
reibinošiem	dizzying
reibinošu	dizzying
reibinošus	dizzying
reibonis	dizziness
reibuma	drunkenness
reibumu	intoxication
reiz	once
reizas	times
reize	time
reizē	at a time
reizes	times
reizēs	times
reizi	once
reizi—četrdesmit	once—forty
reižu	times
rējējiem	for the slanderers
Rejs	Ray
Rekaba	Rekab
Rekema	Rackham
Rekems	Rackham
Rekemu	Rekem
reliģijas	religions
reliģiju	religion
reliģiozs	religious
reliģiozus	religious
reltīs	on rails
Remaljas	Remaljas
remdē	soothes
remdējamas	pacifiable
remdens	lukewarm
remdēšu	I will calm down
remdināt	to appease
Remdini	Calm down
Remeta	Remet
Remfana	Remfan
Rešefs	Reshef
Reseni	Recently
resnāks	fatter
resnām	fat
resns	fat
resnu	fat
Rešonam	For Reshma
Rešons	Reason
rētaina	scarred
rētām	scars
rētas	scars
rētās	in scars
retiem	rare
rētu	scar
retums	rarity
retus	rare
Reu	Reu
Reuma	Rheumatism
Reus	Reus
Rezas	Rezas
Rēzas	Rhesa
rezē	rese
rezes	cuts
režģa	grid
režģi	grids
režģiem	for grids
režģis	grid
režģojumam	for the grid
režģos	in grids
režģu	grid
režģus	grids
ri	ri
rīb	rub
Ribaja	Ribeye
ribām	ribs
ribas	ribs
rībēdami	tremblingly
rībēt	rub
Riblā	In Ribla
Riblai	Ribla
Riblu	Rib
rīboņa	murmur
rīboņai	to the murmur
rīboņu	gurgling
ribu	rib
rīcība	action
rīcībā	at your disposal
rīcībai	for action
rīcības	action
rīcību	action
ricinus	castor oil
Ricja	Riccia
rīcmus	rhythms
Ricpa	Ricpa
Ricpas	Rizpah
rīdami	slowly
rie	bark
rieba	disgust
riebekli	disgusting
riebekļiem	disgusting
riebekļus	disgusting
riebīgajam	disgusting
riebīgajiem	disgusting
riebīgi	disgusting
riebīgo	the disgusting
riebīgos	the disgusting
riebīgu	disgusting
riebīgus	disgusting
riebj	disgust
riebjas	disgusted
riebsies	will be disgusted
riebtin	disgusting
riebuma	disgust
riebums	disgust
riebumu	disgust
rieciena	chunk
rieciens	chunk
riecienu	chunk
riekstu	nut
riekstus	nuts
Riepa	Tire
Riepas	Tires
rieš	barks
riešas	wrists
riesīsies	will be happening
riest	bark
riestava	roustava
riestavas	roustava
riestavu	west
riestu	rut
riet	west
rieta	west
rietā	in the west
rietam	west
rietās	in the west
rietēja	westerner
rietim	west
rietīsies	will set
rietot	sunset
rietu	western
rietumiem	west
rietumos	in the west
rietumu	western
rietumu—no	west—from
rij	swallow
rija	rya
rijēja	devoured
rijējs	glutton
rijībā	gluttonously
rijībai	gluttony
rijīgi	greedily
rijīgo	gluttonous
rijīgs	gluttonous
rijīgu	gluttonous
rik	rick
rīka	tool
rīki	tools
rīkiem	tools
rīkle	throat
rīkles	throat
rīkli	throat
rīko	organizes
rīko-jumu	order
rīkoja	held
rīkojamies	let's act
rīkojas	acts
rīkojās	acted
rīkojaties	take action
rīkojies	act
rīkojiet	do it
rīkojis	acted
rīkojos	I acted
rīkojoties	acting
rīkojumam	to order
rīkojumi	orders
rīkojumiem	orders
rīkojums	order
rīkojumu	order
rīkojumus	orders
rīkojuši	have done
rīkojušies	acted
rīkos	will organize
rīkosies	will act
rīkosimies	let's take action
rīkosities	take action
rīkošos	I will act.
rikot	while doing
rīkot	to organize
rīkotas	organized
rīkoties	to act
rīkotos	would act
rikournus	ricournus
rīks	tool
rīkste	whip
rīkstēm	for tools
rīkstes	tools
rīksti	whips
riku	rick
rīku	tool
rīkus	tools
riltstēvu	father-in-law
rīmā	in Rome
rimās	rhymes
rīmas	rhymes
rīmās	in rhymes
rimāt	rhyme
rīmi	rhymes
Rimmonai	Rimmon
Rimon-Perecā	In Rimon-Peretz
Rimon-Perecas	Rimon-Peretz
Rimona	Rimon
Rimonas	Rimon
Rimonu	Rimon
rimst	calm down
Rimstiet	Calm down.
Rimstieties	Calm down.
rimt	calm down
rimtā	calm
Rimtais	Rimtais
rimtajiem	for the calm
Rimtās	In Rimta
rimties	calm down
rimtīgs	calm
rimto	calm
rimtos	calmly
rimts	calm
rimtumā	calmly
rimtus	calm
rimušas	have stopped
rimušās	subsided
Rina	Rina
rināšanai	for rolling
rinda	row
rindā	in line
rindā—četrdesmit	in a row—forty
rindai	row
rindām	rows
rindas	rows
rindās	in the ranks
rindu	row
riņķa	ring
rionāksi	rionaxi
Ripats	Roller
ripo	rolling
ripojiet	roll
ripu	puck
rīs	rice
Risā	In Risa
Risas	Rice
risinājusies	resolved
risinājušies	resolved
risināt	to deal with
Rišons	Rishon
Rišons—tie	Rishon—these
rit	rolling
rīt	tomorrow
ritā	morning
rīta	morning
rītā	in the morning
ritam	morning
rītam	in the morning
ritausas	ritaus
rītausas	dawn
rītausma	dawn
rītausmas	dawn
rītdien	tomorrow
rītdiena	tomorrow
rītdienai	for tomorrow
rītdienu	tomorrow
ritēja	was rolling
riteņa	wheel
ritenī	in the wheel
riteņi	wheels
riteņiem	wheels
ritenim	for the wheel
ritenis	wheel
rītenis	morning
riteņos	on wheels
riteņu	wheel
riteņus	wheels
ritēt	to roll
rīti	morning
rītiem	mornings
Ritmā	In rhythm
Ritmas	Rhythms
rītos	in the mornings
ritošo	rolling
rīts	morning
rīts—ceturtā	morning—fourth
rīts—otra	morning—second
rīts—piektā	morning—five
rīts—pirmā	morning—first
rīts—sestā	morning—six o'clock
rīts—trešā	morning—three o'clock
ritu	rite
rītu	morning
rituja	rite
rituļa	roll
rituli	roll
ritulī	in a roll
ritulis	roll
rituls	roll
rituļu	roll
ritumā	in the flow
ritumam	rhythm
ritumu	rhythm
rītus	mornings
rjēsu	ryēsu
robe-žām	borders
robe-žas	borders
robeža	border
robežai	to the border
robežām	borders
robežām—un	borders—and
robežapgabalā	in the border area
robežapgabalam	border area
robežapgabalu	border area
robežapgabalus	border areas
robežpilsētām	border towns
robežupe	border river
Roboams	Rehoboam
Roboamu	Rehoboam
robu	gap
Roc	Rock
Rochga	Rochga
rocība	handiness
rocībai	for the hand
rocības	handshakes
rocību	hand
rociet	rock
rod	find
Rodā	In Rhodes
rodanieši	Rhoneans
rodas	arises
Rode	Rhodes
rodieši	Rhodians
Rogelai	Rogela
Rogelas	Rogel
Rogelimas	Rogelimas
Rohga	Rohga
roi	red
rok	rock
roka	hand
rokā	in hand
roķā	in the hand
rokā—upes	in hand—rivers
rokai	at hand
rokas	hands
rokās	in hands
rokassprādzēm	bracelets
rokassprādzes	bracelets
rokdarbu	handicraft
rokdarbus	handicrafts
roks	rock
rokturis	handle
roku	hand
rokul	rock
Rom	Rome
Roma	Rome
Romā	In Rome
Romamti-Ēzeram	Romamti-Ezeram
Romamti-Ēzers	Romamti-Ezer
Romamti—Ezeram	Romamti—Lake
Romamti—Ezers	Romamti—Lake
Romas	Roman
Romfana	Romfan
romieši	Romans
romiešiem	to the Romans
romiešu	Roman
romiešus	Romans
romieti	Romans
romietis	Roman
Romu	Rome
roņu	seal
ros	rose
rosāmies	we are busy
rosās	is busy
Rošas	Roches
rosību	activity
rosīgi	lively
rosīsies	will be busy
rosīties	to be busy
rosme	enthusiasm
rosmē	in the mood
rosmi	enthusiasm
Rošs	Roche
rota	ornament
rotā	decorate
rotādami	decorating
rotai	for decoration
rotāiumi	ornaments
rotāja	decorated
rotāji	decorators
rotājies	decorated
rotājuma	decoration
rotājumi	decorations
rotājumiem	for decorations
rotājums	decoration
rotājumu	decoration
rotājumus	decorations
rotaļādamās	playing
rotaļādamies	playing
rotaļājas	playing
rotaļājusies	played
rotaļas	games
rotaļās	at play
rotaļāšanās	playing
rotaļāsies	will play
rotaļu	toy
rotām	for ornaments
rotas	jewelry
rotās	will decorate
rotāt	to decorate
rotāta	decorated
rotātām	decorated
rotātas	decorated
rotāti	decorated
rotātos	would decorate
rotāts	decorated
rotu	ornament
rozes	roses
rozījās	rose
rozīņu	raisin
ru	ru
Rūbcnam	Rubcnam
Rūben	Ruben
Rubeņa	Ruben's
Rūbena	Reuben
Rūbenam	To Reuben
rūbenieši	Reubenites
rūbeniešiem	Reubenites
rūbeniešu	Reubenite
rūbeniešus	Reubenites
Rūbens	Reuben
rubīniem	rubies
rubīns	ruby
rūc	roar
rūca	roared
rūcam	we roar
rūcēji	growlers
rūcējs	growler
rūcienam	growl
rūciens	growl
rūcina	growls
rūcis	growl
rūcoši	roaring
rūcošs	roaring
rūda	ore
rūdai	ore
rudenī	in autumn
rudens	autumn
rūdījušies	hardened
rūdītas	hardened
rūdīti	hardened
rūdītie	hardened
Rufa	Ruf
Rufu	Rufus
Rūfu	Roof
rūg-tām	bitter-to
rugāji	stubble
rugāju	stubble
rugājus	stubble
rūgta	bitter
rūgtā	bitter
rūgtais	bitter
rūgtāks	more bitter
rūgtām	bitter
rūgtas	bitter
rūgtās	bitter
rūgti	bitterly
rūgto	bitter
rūgtos	bitter
rūgts	bitter
rūgtu	bitter
rūgtuma	bitterness
rūgtumā	in bitterness
rūgtums	bitterness
rūgtumu	bitterness
rūgtus	bitter
rūk-dams	roaring
rūkdams	roaring
rūkoņa	roar
rūkoņas	roars
rūkoņu	roar
rūks	roar
rūkšana	roar
rūkšanu	roaring
rūkt	to roar
rūktu	would growl
Rumas	Rum
rumbas	hubs
rumpis	torso
runa	speech
runā	speaks
runā—Apust	speaks—Apust
runādama	speaking
runādami	speaking
runādams	speaking
runai	speech
runāiis	spoke
runāja	spoke
runājam	let's talk
runājām	we talked
runājamo	spoken
runājat	are you talking
runājāt	you spoke
runāji	spoke
runājiet	speak
runājis	spoken
runājot	speaking
runāju	I spoke.
runājušas	have spoken
runājusi	spoke
runājuši	have spoken
runām	speech
runas	speeches
runās	will speak
runāšanā	in speaking
runāšanas	speaking
runāšanu	speaking
runāsi	will speak
runāsiet	will speak
runāsim	let's talk
runāsit	will speak
runāšu	I will speak.
runāt	to speak
runātais	spoken
runātājam	to the speaker
runātajās	spoken
runātāji	speakers
runātājs	speaker
runātāju	speaker
runātam	spoken
runātas	spoken
runātie	spoken
runāto	spoken
runāts	spoken
runātu	would speak
runēt	to speak
Runga	Runga
rungām	runes
runu	speech
rūp	care
rūpēdamies	we care
rūpēja	cared
rūpējamies	we take care
rūpējas	takes care
rūpējās	took care
rūpējies	take care
rūpējieties	take care
rūpējos	I take care
rūpējoties	taking care
rūpējusies	cared for
rūpēm	care
rūpes	care
rūpēs	in care
rūpēsies	will take care
rūpēšos	I will take care.
rūpēties	to take care of
rūpētos	would take care
rūpētu	would care
rūpība	diligence
rūpībā	in care
rūpību	diligence
rūpīgāk	more carefully
rūpīgākai	more careful
rupjai	coarse
rupjas	coarse
rupjās	coarse
rupji	rudely
rupjiem	coarse
rupjš	rude
rupju	rude
rūpju	care
rupucis	toad
rūsa	rust
rūsaina	rusty
rūsas	rust
rūsu	rusty
rūtām	panes
Rute	Ruth
Rutei	For Ruth
Rutes	Ruth
Ruti	Ruth
šā	this
sa-gādā	provide
sā-kuma	beginning
sa-prašana	understanding
sa-šutu	to be sewn
sa-vam	yours
sa-viem	themselves
Šaāfs	Shaaf
Šaāfu	Shaafu
saaici-nājis	brought-up
saaicināja	invited
saaicinājis	invited
saaicinās	will invite
saaicināt	to invite
saaicinātā	invited
saaicinātās	invited
saaicināti	invited
saaicināto	invited
saaiciniet	invite
Šaālabina	Shaalabin
Šaālbimā	In Shaalbim
Šaālbonas	Shaalbon
Šaālebimā	In Shaaleb
saar	island
Šaaraima	Shaaraim
Šaaraimā	In Shaaraim
Šaaraimas	Shaaraim
saārdīšu	I will destroy
Saašgaza	Saashgas
Šaašgaza	Shaashgaz
saauguši	fused
saaustas	interwoven
Saāvans	Saavan
Saba	Saba
sabada	Saturday
sabadīs	will be eaten
sabadīti	beaten
sabahtani	Sabahtan
sabaidījuši	frightened
sabango	bang
sabangoja	banged
sabangojis	noisy
Sabaota	Sabaoth
Sabaots	Sabaot
Sabas	Saba
Sābas	Shoes
sabata	Sabbath
sabatā	on the Sabbath
sabatam	for the Sabbath
sabatdiena	Sabbath
sabatdienā	on the Sabbath
Šabaton	Shabbaton
sabatos	on the Sabbath
sabats	Sabbath
sabatu	Sabbath
sabatus	Sabbaths
sabēga	escaped
sabeidz	finish
sabēra	poured
sabērt	to pile up
sabērts	piled up
Saberz	Crush
saberzu	I will crush
Šabetajs	Shabbethai
sabie-drības	societies
sabiedrība	society
sabiedrībā	in society
sabiedrības	society
sabiedrību	society
sabiedrojās	allied
sabiedrojies	allied
sabiedrojušies	allied
sabiedrotās	allies
sabiedrotie	allies
sabiedroto	allies
sabieši	Sabeans
sabiešu	Sabian
sabiezējis	thickened
sabiezējumu	thickening
sabiezēt	thicken
sabiezinās	thickens
sabija	fought
sabijās	scared
sabiju	I will save you
sabirs	will fall
sabirst	to fall apart
sabirzīs	will gather
sablīvēti	compacted
sabojā	spoils
sabojājis	damaged
sabojājuši	damaged
sabojās	will spoil
sabojāsit	will spoil
sabojātas	damaged
sabojātiem	damaged
sabojāts	damaged
sabrīdina	warns
sabrucis	collapsed
sabrūk	collapses
sabruka	collapsed
sabruks	will collapse
sabrukšana	collapse
sabruksit	will collapse
sabrukt	to collapse
sabrukuma	collapse
sabrukumam	to collapse
sabrukums	collapse
sabrukumu	collapse
sabrukuši	collapsed
sabrukušo	collapsed
sabrukušu	collapsed
Sabta	Saturday
Sabteka	Sabtek
Sabu	Sabu
sāc	start
saceļ	raises
sacēla	raised
saceļas	rebels
sacēlās	rebelled
saceldamies	rebelling
sacelies	rebel
sacēlies	rebelled
saceliet	raise
sacēlis	stirred up
saceļoties	rebelling
sacels	will rebel
sacelšanās	rebellion
sacelšanos	rebellion
sacelsies	will rebel
sacelsities	you will rebel
sacelšu	I will rebel.
sacelt	to rebel
saceltie	rebels
sacelties	to rebel
sacelto	the rebel
saceltos	rebel
sacelts	revolted
saceltu	would rebel
sacēlušās	rebelled
sacēlusies	rebelled
sacēlušies	rebelled
sacensībā	in competition
sacensību	competition
sacensoņiem	competitors
sacensties	to compete
sacenstos	would compete
sacentās	competed
sacenties	compete
sacentīsies	will compete
saceptos	fried
sacerat	to write
sacerēja	composed
sacerējis	composed
sacerēta	composed
sacerēto	composed
sacerēts	composed
sacerotu	would compose
sacērt	to cut
Sachara	Sahara
Sachars	Sachar
sacī-dams	saying
sacīdama	saying
sacīdamas	saying
sacīdamās	saying
sacidami	to be broken
sacīdami	saying
sacīdams	saying
sācies	started
sacietē	hardens
sacietējis	hardened
sacīgams	competitive
sacīia	race
sacija	satiety
sacīja	said
sacījām	we said
sacījāt	you said
sacīji	you said
sacījis	said
sacīju	I said
sacījušas	said
sacījusi	said
sacījuši	have said
sacīkstē	in the race
sacīkstes	racing
sacīkstēs	in the race
sacīkšu	racing
sacirst	to cut
sacirta	chopped
sacirtis	chopped
sacirtīs	will cut
sacirtoja	chopped
sacīs	will say
sācis	started
sacīsi	you will say
sacīsiet	you will say
sacīsim	let's say
sacīsit	you will say
sacīšu	I will say
sacīt	to say
sacītā	said
sacītais	what was said
sacīti	said
sacīto	what was said
sacīts	said
sacitu	I would say
sacītu	would say
saclerēšos	I will be praying.
sačukstas	whispered
sāda	such
šādā	in this way
sadabūjiet	get it
sadabūt	to get
šādai	for such
Šadaj	Shaddai
sadala	divides
sadalās	breaks down
Sadale	Distribution
sadali	distribution
sadalī-šana	division
sadaliet	divide
sadalīja	divided
sadalījās	split up
sadalīji	divided
sadalījis	divided
sadalīju	divided
sadalījuma	distribution
sadalījušies	divided
sadalīs	will divide
sadalīšana	division
sadalīšanai	for division
sadalīšanas	division
sadalīsi	will divide
sadalīsies	will split
sadalīsit	will divide
sadalīšu	I will divide
sadalīt	divide
sadalīta	divided
sadalīti	divided
sadalītu	would divide
sadalot	dividing
šādām	for such
sadarbībai	for cooperation
sadauza	smashed
sadauzāms	breakable
sadauzi	smashed
sadauzīja	smashed
sadauzīju	I broke it.
sadauzīs	will break
sadauzīsi	you will smash
sadauzīt	to smash
sadauzīti	broken
sadauzītiem	shattered
sadauzīts	broken
sade-dzināt	burn
sade-rināta	engaged
sadedzi-nāti	burn-native
sadedzina	burns
sadedzinādami	burning
sadedzināja	burned
sadedzināji	burned
sadedzinājis	burned
sadedzināju	burned
sadedzinājusi	burned
sadedzinājuši	burned
sadedzināma	combustible
sadedzināmā	combustible
sadedzināmais	burnable
sadedzināmas	combustible
sadedzināmo	burnable
sadedzināms	combustible
sadedzinās	will burn
sadedzināšanai	for incineration
sadedzināšanas	combustion
sadedzināšanu	burning
sadedzināsim	let's burn
sadedzināt	burn
sadedzināta	burned
sadedzinātā	burnt
sadedzinātāja	incinerator
sadedzinātas	burned
sadedzināti	burned
sadedzinātie	burned
sadedzināts	burned
sadedzinātu	burned
sadedzini	burn
sadedziniet	burn
sadedzinot	burning
sadedzis	burnt
sadeg	burns
sadega	burned down
sadegs	will burn
sadegt	to burn
sadeguši	burnt
sadegušie	burnt
sader	fits
saderam	we agree
saderēja	agreed
saderējās	agreed
saderējis	agreed
saderējuši	agreed
saderēšos	I will bet.
saderēta	matched
saderētā	betrothed
saderēto	betrothed
saderētu	would fit
saderi	agreement
saderība	compatibility
saderinājies	engaged
saderinājis	engaged
saderināju	engaged
saderināsies	will get engaged
saderināta	engaged
saderināto	engaged
sadevās	met
sadezināts	burned
šādi	like this
šādiem	such
sadils	broken
sadilst	wears out
sadja	sad
Sadoks	Zadok
Sadoku	Zadok
sadosies	will meet
sadoties	to marry
Sadrach	Shadrach
Sadracha	Shadrach
Sadrachs	Shadrach
Sadrachu	Shadrach
sadragā	shattered
sadragāja	shattered
sadragājis	shattered
sadragāju	I shattered
sadragājusi	shattered
sadragājuši	friends
sadragās	will shatter
sadragāšu	I will shatter
sadragāt	to shatter
sadragāta	shattered
sadragāti	shattered
sadragāts	shattered
Sadrah	Sadrah
Sadraha	Shadrach
Sadrahs	Shadrach
Sadrahu	Shadrach
sadrau-dzība	fellowship
sadraudzes	friendships
sadraudzība	fellowship
sadraudzībā	in fellowship
sadraudzību	fellowship
sadrumstaloju	fragmented
sadrupina	crumbles
sadrupināja	crumbled
sadrupt	to shatter
sadrūzmējās	crowded
šāds	such
sadu	garden
šadu	this way
saduceji	Sadducees
saducejiem	Sadducees
saduceju	Sadducee
sadugu	sadugu
saduguši	stuck
saduķeji	Sadducees
saduķēji	Sadducees
saduķejiem	Sadducees
saduķējiem	Sadducees
saduķeju	Sadducee
saduķēju	Sadducee
saduļķojuši	muddy
saduļķot	to muddy
sadumpojās	rebelled
saduras	collide
sadurs	will stab
sadursies	will collide
sadursmē	in a collision
sadursmēm	collisions
sadursmes	collisions
sadūruši	collided
šādus	such
sadusmodami	angrily
sadusmoja	got angry
sadusmojās	got angry
sadusmojāt	to anger
sadusmojies	angry
sadusmojis	angry
sadusmojisj	angry
sadusmojuši	angry
sadusmošu	angry
sadusmoti	angry
sadusmotu	would get angry
sādžas	villages
sadzeļ	stings
sadzēlis	stung
sadzersities	to get drunk
sadzija	sad
sadzijis	healed
sadzijuma	healing
sadzijumi	healings
sadzijusi	healed
sadzirdama	audible
sadzirdamas	audible
sadzirdēja	heard
sadzirdēji	you heard
sadzirdējis	heard
sadzirdēsit	you will hear
sadzirdēt	to hear
sadzirdētu	would hear
sadzirdi	hear
sadzīšanas	healing
sadzīst	heals
sadzīt	to heal
sadzīti	healed
sadzītu	would heal
sadzīvē	in everyday life
sadzīvo	coexist
sadzīvojiet	get along
saēd	eat
saēda	ate
saēdis	eaten
saēdīs	will eat
saēdušas	eaten
saēdušies	eaten away
saēsta	eaten
saēsts	eaten
Šafāms	Shapham
Safana	Safana
Šafana	Shaphan
Safanam	To Shaphan
Šafanam	Shaphan
Safans	Safan
Šafans	Shafan
Safanu	Safan
Šafanu	Shaphan
Safata	Safata
Šafata	Shafat
Safats	Safat
Šafats	Shafat
Šāfera	Schafer
safīra	sapphire
safirakmens	sapphire
Safīras	Sapphires
safīri	sapphires
safīriem	sapphires
safirs	sapphire
safīrs	sapphire
safīrus	sapphires
Safnat-paneach	Safnat-paneach
Safnatpaneahu	Safnatpaneahu
safrānu	saffron
Safu	Safu
sagādā	provides
sagādādams	providing
sagādāia	provided
sagādāja	provided
sagādāji	provided
Sagādājiet	Provide
sagādājis	provided
sagādāju	I provided
sagādājušas	provided
sagādājusi	provided
sagādājuši	provided
sagādās	will provide
sagādāsim	we will provide
sagādāšu	I will provide
sagādāt	to provide
sagādāta	provided
sagādātu	would provide
sagādi	provide
sagaida	expects
sagaidām	we expect
sagaidāma	expected
sagaidāmā	expected
sagaidāmajā	in the expected
sagaidāmas	expected
sagaidāms	expected
sagaidāt	to expect
sagaidīdami	expecting
sagaidīdams	expecting
sagaidīja	welcomed
sagaidījām	we welcomed
sagaidījāt	you expected
sagaidīji	you welcomed
sagaidījis	expected
sagaidīju	I expected
sagaidīt	to wait
sagaidītu	would expect
sagaidu	I expect
sagāja	went
sagāna	sagan
sagandē	in a hurry
sagandēdamas	spoiling
sagandēdami	spoiling
sagandēja	spoiled
sagandējas	gets dirty
sagandējāt	you spoiled
sagandējis	spoiled
sagandēt	to spoil
sagandēta	spoiled
sagandētāja	slanderer
sagandētas	spoiled
sagānīja	defiled
sagānījis	defiled
sagānījuši	defiled
sagānīt	to defile
sagānīta	defiled
sagānītas	defiled
sagānītos	defiled
sagānīts	defiled
sagānītu	would defile
sagaršot	to taste
sagatavo	prepare
sagatavodami	preparing
sagatavodams	preparing
sagatavoja	prepared
sagatavojam	we prepare
sagatavojāmies	we prepared
sagatavojās	prepared
sagatavojat	prepare
sagatavoji	prepared
sagatavojies	prepared
sagatavojiet	prepare
sagatavojis	prepared
sagatavojušas	prepared
sagatavojušās	prepared
sagatavojuši	prepared
sagatavojusies	prepared
sagatavojušies	prepared
sagatavos	will prepare
sagatavošanas	preparatory
sagatavošanās	preparation
sagatavošu	I will prepare
sagatavot	prepare
sagatavot—tie	prepare—they
sagatavota	prepared
sagatavotas	prepared
sagatavoti	prepared
sagatavoto	prepared
sagatavots	prepared
sagatavotu	would prepare
sagautas	met
sagāžas	collapses
sagāzies	collapsed
sagāzīs	will overthrow
sagāzt	to tip over
Šāges	Shages
sagfaus	will be fine
sagfaušu	I will save you.
sagfāva	sagfa
saggauta	caught
sagjrauj	tear down
sagjraut	to break
sagjrautas	torn
saglabā	keeps
saglabādams	preserving
saglabājis	preserved
saglabājuši	have kept
saglabās	will keep
saglabāšu	I will keep
saglabat	save
saglabāt	save
saglabāta	saved
saglabāti	saved
saglabātu	to keep
saglābju	I saved
sagļrau	save
sagļūs	will collapse
sagpaus	sad
sagrāba	grabbed
sagrābdams	graspable
sagrābi	grab
sagrābiet	grab
sagrābis	seized
sagrābj	grab
sagrābs	will seize
sagrābt	to seize
sagrābta	seized
sagrābu	I grabbed
sagrābušas	seized
sagrābuši	seized
sagraizīs	will cut
sagraizīšanas	cutting
sagraizīt	to cut
sagraizītas	mutilated
sagraizītos	cut
sagrauj	destroy
sagrauju	I destroyed
sagraus	will destroy
sagraušana	destruction
sagraušanā	in destruction
sagraušanu	destruction
sagrausim	let's destroy
sagraušu	I will destroy
sagraut	to destroy
sagrauta	ruined
sagrautas	destroyed
sagrautās	ruined
sagrauti	destroyed
sagrautie	the ruined
sagrautos	would be destroyed
sagrauts	ruined
sagrautu	would destroy
sagrauzīs	will gnaw
sagrauztas	broken
sagrauzti	gnawed
sagrauztiem	broken
sagrauzts	broken
sagrauztu	would be destroyed
sagrāva	destroyed
sagrāvējs	destroyer
sagrāvis	ruined
sagrāvu	I destroyed
sagrāvuši	destroyed
sagrēko	sin
sagrieza	cut
Sagrieziet	Cut
sagriezīs	will cut
sagriezt	cut
sagrīļojušās	shriveled
sagrīļoties	to cuddle
sagroza	distorts
sagrozīdams	distorting
sagrozīsit	will distort
sagrozīt	distort
sagrozīta	distorted
sagrozītā	distorted
sagrozīts	distorted
sagrozītu	distorted
sagrozot	distorting
sagrūd	collapses
sagrūda	collapsed
sagrūdis	collapsed
sagrūs	will collapse
sagrūst	to collapse
sagrūstām	crushed
sagrūstas	collapsed
sagrūstiem	crushed
sagrūstu	would collapse
sagruva	collapsed
sagruvuši	collapsed
sagruvušo	collapsed
sagrūž	collapses
sagrūžot	pushing
saguldīšu	I will put it away.
sagurusi	tired
sagūsta	captive
sagūstīja	captured
sagūstījusi	captured
sagūstījuši	captured
sagūstīs	will capture
sagūstīšanai	for capture
sagūstīsim	let's capture
sagūstīt	to capture
sagūstīta	captured
sagūstītā	captive
sagūstīti	captured
sagūstītie	prisoners
sagūstīto	captured
sagūstītos	captured
sagūstīts	captured
sagūstītu	would capture
Sahāmu	Sahamu
Sahara	Sahara
Šaharaims	Shaharaim
Sahars	Sahara
Šahazimai	Shahzaimai
sai	hello
saīdzis	sour
saie-šanas	meetings
