"-aemia","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>-aemia</b>
<span class=""abrv""><i>suffix</i></span><div class=""content""><i>denoting</i> a specified condition of the blood."
"travel sickness","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>travel sickness</b> (<b>trav</b>-ĕl) <span class=""abrv""><i>n.</i></span><div class=""content"">see <a href=""entry://motion sickness""><span class=""links"">MOTION SICKNESS</span></a>."
"trazodone","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>trazodone</b> (<b>traz</b>-oh-dohn) <span class=""abrv""><i>n.</i></span><div class=""content"">a drug administered by mouth in the treatment of depression with and without anxiety. Trade name: <i>Molipaxin</i> ."
"Treacher Collins syndrome","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>Treacher Collins syndrome</b>
<i>(Treacher Collins deformity)</i> (<b>tree</b>-cher <b>kol</b>-inz) <span class=""abrv""><i>n.</i></span><div class=""content"">a hereditary disorder of facial development. The lower jaw and zygomatic (cheek) bones are underdeveloped and the precursors of the ear fail to develop, which results in a variety of ear and facial malformations. [E. Treacher Collins (1862&ndash;1919), British ophthalmologist]"
"trematode","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>trematode</b> (<b>trem</b>-ă-tohd) <span class=""abrv""><i>n.</i></span><div class=""content"">see <a href=""entry://fluke""><span class=""links"">FLUKE</span></a>."
"tremor","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>tremor</b> (<b>trem</b>-er) <span class=""abrv""><i>n.</i></span><div class=""content"">a rhythmical alternating movement that may affect any part of the body. <i>essential t.</i> a slow tremor that particularly affects the hands. <i>intention t.</i> tremor that occurs when a patient with disease of the cerebellum tries to touch an object. <i>physiological t.</i> a feature of the normal mechanism for maintaining posture. It may be more apparent in states of fatigue or anxiety. <i>resting t.</i> tremor that occurs only when the patient is at rest and disappears when movement is attempted. It is a prominent symptom of parkinsonism."
"trench foot","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>trench foot</b>
<i>(immersion foot)</i> (trench) <span class=""abrv""><i>n.</i></span><div class=""content"">blackening of the toes and the skin of the foot due to death of the superficial tissues and caused by prolonged immersion in cold water or exposure to damp and cold."
"Trendelenburg position","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>Trendelenburg position</b> (tren-<b>del</b>-ĕn-berg) <span class=""abrv""><i>n.</i></span><div class=""content"">a special operating-table posture for patients undergoing surgery of the pelvis or for patients suffering from shock. The patient is laid on his back with the pelvis higher than the head, inclined at an angle of about 45°. See <a href=""entry://position""><span class=""links"">POSITION</span></a>. [F. Trendelenburg (1844&ndash;1924), German surgeon]"
"Trendelenburg's operation","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>Trendelenburg's operation</b>
<span class=""abrv""><i>n.</i></span><div class=""content"">ligation of the long saphenous vein at the groin: performed to remove weakened portions of varicose veins."
"Trendelenburg's sign","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>Trendelenburg's sign</b>
<span class=""abrv""><i>n.</i></span><div class=""content"">a sign indicating congenital dislocation of the hip: when the patient stands on the affected leg with the other leg flexed, the pelvis is lower on the side of the flexed leg."
"trephine","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>trephine</b> (trif-<b>een</b>) <span class=""abrv""><i>n.</i></span><div class=""content"">a surgical instrument used to remove a circular area of tissue, usually from the cornea of the eye or from bone."
"Treponema","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>Treponema</b> (trep-ŏ-<b>nee</b>-mă) <span class=""abrv""><i>n.</i></span><div class=""content"">a genus of anaerobic spirochaete bacteria. All species are parasitic; some cause disease, such as <i>T. carateum</i> (pinta), <i>T. pallidum</i> (syphilis), and <i>T. pertenue</i> (yaws)."
"treponematosis","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>treponematosis</b> (trep-ŏ-nee-mă-<b>toh</b>-sis) <span class=""abrv""><i>n.</i></span><div class=""content"">any infection caused by spirochaete bacteria of the genus <i>Treponema</i>."
"tretinoin","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>tretinoin</b> (tre-<b>tin</b>-oh-in) <span class=""abrv""><i>n.</i></span><div class=""content"">a drug (see <a href=""entry://retinoid""><span class=""links"">RETINOID</span></a>) used in the treatment of acne. It is administered topically as a cream, gel, or liquid. Trade name: <i>Retin-A</i> ."
"triad","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>triad</b> (<b>try</b>-ad) <span class=""abrv""><i>n.</i></span><div class=""content""><span color=""red""><b><i>(in medicine)</b></i></span> a group of three united or closely associated structures or three symptoms or effects that occur together."
"triage","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>triage</b> (<b>tree</b>-ah<i>zh</i>) <span class=""abrv""><i>n.</i></span><div class=""content"">a system whereby a group of casualties or other patients is sorted according to the seriousness of their injuries or illnesses so that treatment priorities can be allocated between them. In emergency situations it is designed to maximize the number of survivors."
"triamcinolone","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>triamcinolone</b> (try-am-<b>sin</b>-ŏ-lohn) <span class=""abrv""><i>n.</i></span><div class=""content"">a synthetic corticosteroid hormone with uses similar to cortisone; it reduces inflammation but does not cause salt and water retention. It is administered by mouth. Trade names: <i>Adcortyl</i> , <i>Ledercort</i> ."
"triamterene","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>triamterene</b> (try-<b>am</b>-ter-een) <span class=""abrv""><i>n.</i></span><div class=""content"">a potassium-sparing diuretic that causes the loss of sodium and chloride from the kidneys and is administered by mouth in the treatment of various forms of fluid retention (oedema). Trade name: <i>Dytac</i> ."
"triangle","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>triangle</b> (<b>try</b>-ang-ŭl) <span class=""abrv""><i>n.</i></span><div class=""content""><span color=""red""><b><i>(in anatomy)</b></i></span> a three-sided structure or area; for example, the femoral triangle."
"triangular bandage","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>triangular bandage</b> (try-<b>ang</b>-yoo-ler) <span class=""abrv""><i>n.</i></span><div class=""content"">a piece of material cut or folded into a triangular shape and used for making an arm sling or holding dressings in position."
"triceps","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>triceps</b> (<b>try</b>-seps) <span class=""abrv""><i>n.</i></span><div class=""content"">a muscle with three heads of origin. <i>t. brachii</i> the muscle that is situated on the back of the upper arm and contracts to extend the forearm. It is the antagonist of the brachialis."
"trich-","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>trich-</b>
<i>(tricho-)</i>
<span class=""abrv""><i>prefix</i></span><div class=""content""><i>denoting</i> hair or hairlike structures."
"trichiasis","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>trichiasis</b> (trik-<b>I</b>-ă-sis) <span class=""abrv""><i>n.</i></span><div class=""content"">a condition in which the eyelashes rub against the eyeball, producing discomfort and sometimes ulceration of the cornea. It accompanies all forms of entropion."
"trichinosis","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>trichinosis</b>
<i>(trichiniasis)</i> (trik-i-<b>noh</b>-sis) <span class=""abrv""><i>n.</i></span><div class=""content"">a disease caused by larvae of the nematode worm <i>Trichinella spiralis</i>, contracted by eating imperfectly cooked infected meat. Symptoms include diarrhoea, nausea, fever, vertigo, delirium, and pains in the limbs. The larvae eventually settle within cysts in the muscles, which may result in pain and stiffness."
"trichloracetic acid","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>trichloracetic acid</b> (try-klor-ă-<b>see</b>-tik) <span class=""abrv""><i>n.</i></span><div class=""content"">an astringent used in solution for a variety of skin conditions. It is also applied topically to produce sloughing, especially for the removal of warts."
"trichobezoar","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>trichobezoar</b> (trik-oh-<b>bee</b>-zor) <span class=""abrv""><i>n.</i></span><div class=""content"">hairball: a mass of swallowed hair in the stomach. See <a href=""entry://bezoar""><span class=""links"">BEZOAR</span></a>."
"Trichocephalus","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>Trichocephalus</b> (trik-oh-<b>sef</b>-ă-lŭs) <span class=""abrv""><i>n.</i></span><div class=""content"">see <a href=""entry://whipworm""><span class=""links"">WHIPWORM</span></a>."
"trichology","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>trichology</b> (trik-<b>ol</b>-ŏji) <span class=""abrv""><i>n.</i></span><div class=""content"">the study of hair."
"Trichomonas","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>Trichomonas</b> (trik-oh-<b>moh</b>-năs) <span class=""abrv""><i>n.</i></span><div class=""content"">a genus of parasitic flagellate protozoans. <i>T. hominis</i> a species that lives in the large intestine. <i>T. vaginalis</i> see <a href=""entry://trichomoniasis""><span class=""links"">TRICHOMONIASIS</span></a>."
"trichomoniasis","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>trichomoniasis</b> (trik-oh-mŏ-<b>ny</b>-ă-sis) <span class=""abrv""><i>n.</i></span>
<br class=""nLine"" /><b>1</b> an infection of the digestive system by the protozoan <i>Trichomonas hominis</i>, causing dysentery.
<br class=""nLine"" /><b>2</b> an infection of the vagina due to the protozoan <i>Trichomonas vaginalis</i>, causing inflammation of genital tissues with vaginal discharge. It can be transmitted to males in whom it causes urethral discharge. Treatment with metronidazole is effective."
"trichomycosis","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>trichomycosis</b> (trik-oh-my-<b>koh</b>-sis) <span class=""abrv""><i>n.</i></span><div class=""content"">any hair disease caused by infection with a fungus."
"Trichophyton","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>Trichophyton</b> (trik-oh-<b>fy</b>-tŏn) <span class=""abrv""><i>n.</i></span><div class=""content"">a genus of fungi, parasitic to man, that frequently infect the skin, nails, and hair and cause tinea (ringworm). See also <a href=""entry://dermatophyte""><span class=""links"">DERMATOPHYTE</span></a>."
"trichophytosis","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>trichophytosis</b> (trik-oh-fy-<b>toh</b>-sis) <span class=""abrv""><i>n.</i></span><div class=""content"">a fungal infection caused by species of <i>Trichophyton</i>."
"trichromatic","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>trichromatic</b> (try-kroh-<b>mat</b>-ik) <span class=""abrv""><i>adj.</i></span><div class=""content"">describing or relating to the normal state of colour vision, in which a person is sensitive to all three of the primary colours. Compare <a href=""entry://dichromatic""><span class=""links"">DICHROMATIC</span></a>."
"trichuriasis","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>trichuriasis</b> (trik-yoor-<b>I</b>-ă-sis) <span class=""abrv""><i>n.</i></span><div class=""content"">an infestation of the large intestine by the whipworm, <i>Trichuris trichiura</i>. Symptoms, including bloody diarrhoea, anaemia, weakness, and abdominal pain, are evident only in heavy infestations. Trichuriasis can be treated with various anthelmintics, including thiabendazole and piperazine salts."
"Trichuris","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>Trichuris</b> (trik-<b>yoor</b>-iss) <span class=""abrv""><i>n.</i></span><div class=""content"">see <a href=""entry://whipworm""><span class=""links"">WHIPWORM</span></a>."
"tricuspid valve","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>tricuspid valve</b> (try-<b>kusp</b>-id) <span class=""abrv""><i>n.</i></span><div class=""content"">the valve in the heart between the right atrium and right ventricle. It consists of three cusps that channel the flow of blood from the atrium to the ventricle and prevent any backflow."
"tricyclic antidepressant","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>tricyclic antidepressant</b> (try-<b>sy</b>-klik) <span class=""abrv""><i>n.</i></span><div class=""content"">see <a href=""entry://antidepressant""><span class=""links"">ANTIDEPRESSANT</span></a>."
"tridactyly","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>tridactyly</b> (try-<b>dak</b>-tili) <span class=""abrv""><i>n.</i></span><div class=""content"">a congenital abnormality in which there are only three digits on a hand or foot."
"trifluoperazine","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>trifluoperazine</b> (try-floo-oh-<b>pair</b>-ă-zeen) <span class=""abrv""><i>n.</i></span><div class=""content"">a phenothiazine antipsychotic drug with uses and effects similar to those of chlorpromazine. Trade name: <i>Stelazine</i> ."
"trigeminal nerve","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>trigeminal nerve</b> (try-<b>jem</b>-in-ăl) <span class=""abrv""><i>n.</i></span><div class=""content"">the fifth and largest cranial nerve (V), which is split into the ophthalmic, maxillary, and mandibular nerves. The motor fibres are responsible for controlling the muscles involved in chewing, while the sensory fibres relay information from the front of the head and from the meninges."
"trigeminal neuralgia","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>trigeminal neuralgia</b>
<i>(tic douloureux)</i>
<span class=""abrv""><i>n.</i></span><div class=""content"">see <a href=""entry://neuralgia""><span class=""links"">NEURALGIA</span></a>."
"trigeminy","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>trigeminy</b> (try-<b>jem</b>-in-i) <span class=""abrv""><i>n.</i></span><div class=""content"">a condition in which the heartbeats can be subdivided into groups of three. The first beat is normal, but the second and third are premature beats (see <a href=""entry://ectopic beat""><span class=""links"">ECTOPIC BEAT</span></a>)."
"trigger finger","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>trigger finger</b> (<b>trig</b>-er) <span class=""abrv""><i>n.</i></span><div class=""content"">an impairment in the ability to extend a finger, resulting either from a nodular thickening in the flexor tendon or a narrowing of the flexor tendon sheath. On unclenching the fist, the affected finger at first remains bent then suddenly straightens."
"triglyceride","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>triglyceride</b> (try-<b>glis</b>-eryd) <span class=""abrv""><i>n.</i></span><div class=""content"">a lipid or neutral fat consisting of glycerol combined with three fatty-acid molecules. Triglycerides are the form in which fat is stored in the body."
"trigone","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>trigone</b> (<b>try</b>-gohn) <span class=""abrv""><i>n.</i></span><div class=""content"">a triangular region of tissue, such as the triangular region of the wall of the bladder that lies between the openings of the two ureters and the urethra."
"trigonitis","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>trigonitis</b> (try-goh-<b>ny</b>-tis) <span class=""abrv""><i>n.</i></span><div class=""content"">inflammation of the trigone (base) of the urinary bladder. This can occur as part of a generalized cystitis or it can be associated with inflammation in the urethra, prostate, or neck (cervix) of the uterus."
"trigonocephaly","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>trigonocephaly</b> (try-gŏ-noh-<b>sef</b>-ăli) <span class=""abrv""><i>n.</i></span><div class=""content"">a deformity of the skull in which the vault of the skull is sharply angled just in front of the ears, giving the skull a triangular shape.
<br class=""nLine"" />&mdash;trigonocephalic (try-gŏ-noh-si-<b>fal</b>-ik) <span class=""abrv""><i>adj.</i></span>"
"triiodothyronine","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>triiodothyronine</b> (try-I-oh-doh-<b>th'y</b>-rŏ-neen) <span class=""abrv""><i>n.</i></span><div class=""content"">see THYROID HORMONE."
"trimeprazine","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>trimeprazine</b> (try-<b>mep</b>-ră-zeen) <span class=""abrv""><i>n.</i></span><div class=""content"">an antihistamine drug (a phenothiazine derivative) that also possesses sedative properties. Given by mouth, it is mainly used in the treatment of pruritus and urticaria (nettle rash). Trade name: <i>Vallergan</i> ."
"trimester","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>trimester</b> (try-<b>mest</b>-er) <span class=""abrv""><i>n.</i></span><div class=""content""><span color=""red""><b><i>(in obstetrics)</b></i></span> any one of the three successive three-month periods into which a pregnancy may be divided."
"trimethoprim","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>trimethoprim</b> (try-<b>meth</b>-oh-prim) <span class=""abrv""><i>n.</i></span><div class=""content"">an antibacterial drug that is active against a range of microorganisms. Administered by mouth or injection, it is used mainly in the treatment of chronic urinary-tract infections and respiratory-tract infections. Trade names: <i>Ipral</i> , <i>Trimopan</i> . See also <a href=""entry://co-trimoxazole""><span class=""links"">COTRIMOXAZOLE</span></a>."
"trimipramine","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>trimipramine</b> (try-<b>mip</b>-ră-meen) <span class=""abrv""><i>n.</i></span><div class=""content"">a tricyclic antidepressant drug that also possesses sedative properties. It is given by mouth or by injection for the treatment of acute or chronic mental depression. Trade name: <i>Surmontil</i> ."
"trinitrophenol","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>trinitrophenol</b> (try-ny-troh-<b>fee</b>-nol) <span class=""abrv""><i>n.</i></span><div class=""content"">see <a href=""entry://picric acid""><span class=""links"">PICRIC ACID</span></a>."
"triple marker test","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>triple marker test</b> (<b>trip</b>-ŭl <b>mark</b>-er) <span class=""abrv""><i>n.</i></span><div class=""content"">a blood test used in the prenatal diagnosis of Down's syndrome, which can be performed at about the 16th week of pregnancy. It measures levels of alpha-fetoprotein (afp), unconjugated oestriol (uE<sub class=""ind"">3</sub>), and human chorionic gonadotrophin in maternal serum."
"triploid","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>triploid</b> (<b>trip</b>-loid) <span class=""abrv""><i>adj.</i></span><div class=""content"">describing cells, tissues, or individuals in which there are three complete chromosome sets. Compare <a href=""entry://haploid""><span class=""links"">HAPLOID</span></a>, <a href=""entry://diploid""><span class=""links"">DIPLOID</span></a>.
<br class=""nLine"" />&mdash;triploid <span class=""abrv""><i>n.</i></span>"
"triprolidine","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>triprolidine</b> (try-<b>proh</b>-li-deen) <span class=""abrv""><i>n.</i></span><div class=""content"">an anti-histamine drug used to treat allergy and, in combination with other drugs (e.g. dextromethorphan), to relieve the symptoms of colds. Trade name: <i>Actidil</i> ."
"triquetrum","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>triquetrum</b>
<i>(triquetral bone)</i> (try-<b>kwee</b>-trŭm) <span class=""abrv""><i>n.</i></span><div class=""content"">a bone of the wrist (see <a href=""entry://carpus""><span class=""links"">CARPUS</span></a>). It articulates with the ulna behind and with the pisiform, hamate, and lunate bones in the carpus."
"trismus","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>trismus</b> (<b>triz</b>-mŭs) <span class=""abrv""><i>n.</i></span><div class=""content"">spasm of the jaw muscles, keeping the jaws tightly closed. This is the characteristic symptom of tetanus but it also occurs as a sensitivity reaction to certain drugs and in disorders of the basal ganglia."
"trisomy","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>trisomy</b> (<b>try</b>-soh-mi) <span class=""abrv""><i>n.</i></span><div class=""content"">a condition in which there is one extra chromosome present in each cell in addition to the normal (diploid) chromosome set; the cause of such disorders as Down's syndrome.
<br class=""nLine"" />&mdash;trisomic (try-<b>soh</b>-mik) <span class=""abrv""><i>adj.</i></span>"
"tritanopia","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>tritanopia</b> (try-tă-<b>noh</b>-piă) <span class=""abrv""><i>n.</i></span><div class=""content"">a rare defect of colour vision in which affected persons are insensitive to blue light and confuse blues and greens. Compare <a href=""entry://deuteranopia""><span class=""links"">DEUTERANOPIA</span></a>, <a href=""entry://Daltonism""><span class=""links"">DALTONISM</span></a>."
"tritium","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>tritium</b> (<b>trit</b>-iŭm) <span class=""abrv""><i>n.</i></span><div class=""content"">an isotope of hydrogen that emits beta particles (electrons) during its decay. It has been used as a tracer in the investigation of diseases of the heart and the lungs. Symbol: T or <sup class=""expo"">3</sup>H."
"trocar","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>trocar</b> (<b>troh</b>-kar) <span class=""abrv""><i>n.</i></span><div class=""content"">an instrument used in combination with a cannula to draw off fluids from a body cavity. It comprises a metal tube containing a removable shaft with a sharp three-cornered point."
"trochanter","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>trochanter</b> (troh-<b>kant</b>-er) <span class=""abrv""><i>n.</i></span><div class=""content"">either of the two protuberances that occur below the neck of the femur."
"troche","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>troche</b> (trohsh) <span class=""abrv""><i>n.</i></span><div class=""content"">a medicinal lozenge, taken by mouth, used to treat conditions of the mouth, throat, or alimentary canal."
"trochlea","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>trochlea</b> (<b>trok</b>-li-ă) <span class=""abrv""><i>n.</i></span><div class=""content"">an anatomical part having the structure or function of a pulley; for example the fibrocartilaginous ring in the frontal bone through which the tendon of the superior oblique eye muscle passes.
<br class=""nLine"" />&mdash;trochlear (<b>trok</b>-li-er) <span class=""abrv""><i>adj.</i></span>"
"trochlear nerve","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>trochlear nerve</b>
<span class=""abrv""><i>n.</i></span><div class=""content"">the fourth cranial nerve (IV), which supplies the superior oblique eye muscle."
"trochoid joint","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>trochoid joint</b>
<i>(pivot joint)</i> (<b>troh</b>-koid) <span class=""abrv""><i>n.</i></span><div class=""content"">a form of diarthrosis (freely movable joint) in which a bone moves round a central axis, allowing rotational movement."
"troph-","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>troph-</b>
<i>(tropho-)</i>
<span class=""abrv""><i>prefix</i></span><div class=""content""><i>denoting</i> nourishment or nutrition."
"trophic","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>trophic</b> (<b>trof</b>-ik) <span class=""abrv""><i>adj.</i></span><div class=""content"">relating to nutrition or to the supply of nutrients, etc., to a part of the body. <i>t. ulcer</i> an ulcer due to insufficient supply of blood or nutrients to the affected part."
"trophoblast","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>trophoblast</b> (<b>trof</b>-ŏ-blast) <span class=""abrv""><i>n.</i></span><div class=""content"">the tissue that forms the wall of the blastocyst."
"tropical medicine","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>tropical medicine</b> (<b>trop</b>-ikăl) <span class=""abrv""><i>n.</i></span><div class=""content"">the study of diseases more commonly found in tropical regions than elsewhere, such as malaria, leprosy, trypanosomiasis, schisto-somiasis, and leishmaniasis."
"tropical ulcer","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>tropical ulcer</b>
<i>(Naga sore)</i>
<span class=""abrv""><i>n.</i></span><div class=""content"">a skin disease prevalent in wet tropical regions. A large open sloughing sore usually develops at the site of a wound or abrasion. The ulcer is often infected with spirochaetes and bacteria and may extend deeply and cause destruction of muscles and bones."
"tropicamide","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>tropicamide</b> (trŏ-<b>pik</b>-ă-myd) <span class=""abrv""><i>n.</i></span><div class=""content"">a drug used in the form of eye drops to dilate the pupil so that the inside of the eye can more easily be examined or operated upon. Trade name: <i>Mydriacyl</i> ."
"Trousseau's sign","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>Trousseau's sign</b> (troo-<b>sohz</b>) <span class=""abrv""><i>n.</i></span><div class=""content"">spasmodic contractions of muscles, especially the muscles of mastication, in response to nerve stimulation (e.g. by tapping). It is a characteristic sign of hypocalcaemia (see <a href=""entry://tetany""><span class=""links"">TETANY</span></a>). [A. Trousseau (1801&ndash;67), French physician]"
"truncus","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>truncus</b> (<b>trunk</b>-ŭs) <span class=""abrv""><i>n.</i></span><div class=""content"">a trunk: a main vessel or other tubular organ from which subsidiary branches arise. <i>t. arteriosus</i> the main arterial trunk arising from the fetal heart. It develops into the aorta and pulmonary artery."
"trunk","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>trunk</b> (trunk) <span class=""abrv""><i>n.</i></span>
<br class=""nLine"" /><b>1</b> see <a href=""entry://truncus""><span class=""links"">TRUNCUS</span></a>.
<br class=""nLine"" /><b>2</b> the body excluding the head and limbs."
"truss","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>truss</b> (trus) <span class=""abrv""><i>n.</i></span><div class=""content"">a device for applying pressure to a hernia to prevent it from protruding. It usually consists of a pad attached to a belt worn under the clothing."
"trust","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>trust</b> (trust) <span class=""abrv""><i>n.</i></span><div class=""content""><span color=""red""><b><i>(in the NHS)</b></i></span> a self-governing body that provides any of a range of health-care services, including hospital services, community health services, and services for the mentally ill and other groups."
"trypanocide","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>trypanocide</b> (trip-<b>an</b>-ŏ-syd) <span class=""abrv""><i>n.</i></span><div class=""content"">an agent that kills trypanosomes. The main trypanocides are arsenic-containing compounds."
"Trypanosoma","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>Trypanosoma</b> (trip-ă-nŏ-<b>soh</b>-mă) <span class=""abrv""><i>n.</i></span><div class=""content"">see <a href=""entry://trypanosomiasis""><span class=""links"">TRYPANOSOMIASIS</span></a>."
"trypanosomiasis","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>trypanosomiasis</b> (trip-ă-nŏ-sŏ-<b>my</b>-ă-sis) <span class=""abrv""><i>n.</i></span><div class=""content"">any disease caused by the presence of parasitic protozoans of the genus <i>Trypanosoma</i>. The two most important diseases are Chagas' disease (<i>South American t.</i> ), caused by <i>T. cruzi</i>, and sleeping sickness (<i>African t.</i> ), caused by <i>T. rhodesiense</i> or <i>T. gambiense</i>."
"tryparsamide","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>tryparsamide</b> (trip-<b>ar</b>-să-myd) <span class=""abrv""><i>n.</i></span><div class=""content"">a drug used in the treatment of trypanosomiasis (sleeping sickness). Usually given by injection, it penetrates the cerebrospinal fluid and is highly active against the infective organism. Trade name: <i>Tryparsam</i> ."
"trypsin","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>trypsin</b> (<b>trip</b>-sin) <span class=""abrv""><i>n.</i></span><div class=""content"">an enzyme that continues the digestion of proteins by breaking down peptones into smaller peptide chains (see <a href=""entry://peptidase""><span class=""links"">PEPTIDASE</span></a>). It is secreted by the pancreas in an inactive form, <i>trypsinogen</i> , which is converted in the duodenum to trypsin by the action of the enzyme enteropeptidase."
"trypsinogen","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>trypsinogen</b> (trip-<b>sin</b>-ŏ-jin) <span class=""abrv""><i>n.</i></span><div class=""content"">see <a href=""entry://trypsin""><span class=""links"">TRYPSIN</span></a>."
