orang	person
Gator	Gator
Gaung	Gorge
Gauss	Gauss
Gb	Gb
Gbit	Gbit
GBK	GBK
GBP	GBP
Gbps	Gbps
Gears	Gears
Gecko	Gecko
Geckoes	Geckos
Gee	Give
geek	geek
GeForce	GeForce
geganti	relay
gegaran	tremor
gelabah	restless
gelang	succeeded
Gelanggang	Court
gelangsar	slider
gelapkan	darken
gelato	ice-cream
Gelek	A lot
gelen	incoming
Geletar	Gelatian
geletek	tickle
Gelongsor	Sliding
gelugur	sloppy
geluncuran	glide
gelung	loop
gemakan	match
gemari	like
gembiranya	how happy
gementar	nervous
gemerlapan	glittering
gemini	gemini
Gemplus	Gemplus
generated	generated
Geneva	Geneva
Genie	Genie
Genieo	I am genius.
genser	sweater
genserAcquisition	sweaterAcquisition
genserComsec	sweaterComsec
genserNations	sweaterNations
genserSecurityCategories	genserSecurityCategories
genserTagSetName	sweaterTagSetName
gentar	tremble
geo	geo
GeoJSON	GeoJSON
Geonames	Geonames
geopagar	geopagan
George	George
Georgia	Georgia
gerabak	wagon
gerakan	movement
Gerber	Gerber
Gerbil	Gerbil
gerincing	back shirt
Gerobok	Cart
gerun	horror
gesaan	prompt
get	get
getaran	vibration
GetControllerTime	GetControllerTime
GetDriveIdentifyData	GetDriveIdentifyData
GetDriveInquiryData	GetDriveInquiryData
GetDriveSMARTData	GetDriveSMARTData
GetDriveSMARTDataThresholds	GetDriveSMARTDataThresholds
GetDriveSMARTStatus	GetDriveSMARTStatus
GetFolderContents	GetFolderContents
GetJBODPassThroughMode	GetJBODPassThroughMode
GetSpecifiedAddressBookItems	GetSpecifiedAddressBookItems
GF	GF
ggyy	ggyy
Ghana	Ghana
GHz	GHz
gi	gi
GiB	GiB
gibibait	gibibyte
Gibraltar	Gibraltar
gid	gid
gidNumber	gidNumber
gif	gif
giff	would
gigabait	gigabyte
Gigabit	Gigabit
gila	crazy
gim	gim
gimel	gimel
gimnas	gymnast
Girdel	Girdel
GL	GL
Glagolitik	Glagolitic
GLBT	GLBT
gleich	even
Glider	Glider
Gliders	Gliders
glif	glyph
GlimmerBlocker	GlimmerBlocker
Glims	Glims
glob	glob
Globe	Globe
GlobeSet	GlobeSet
Glos	Glos
Glove	Glove
GLUT	GLUT
glyf	glyph
gm	gm
GMA	GMA
gmac	gmac
GMT	GMT
gMux	gMux
go	go
Goblet	Goblet
goblin	goblin
Godam	Honor
goes	goes
Gogel	Gogel
Golden	Golden
Golem	Golem
Goncangkan	Shake
Gonggok	Knock
GongjinCheong	GongjinCheong
good	good
Google	Google
GoogleDNS	GoogleDNS
GOP	GOP
Gopher	Gopher
gordita	chubby
Gordon	Gordon
Gores	Gores
goresan	scratches
gosokan	rubbing
Gothic	Gothic
Goulash	Goulash
GP	GP
GPGMail	GPGMail
GPIB	GPIB
GPIO	GPIO
GPO	GPO
GPP	GPP
GPSInfoIFD	GPSInfoIFD
GPT	GPT
GPU	GPU
GPUFamily	GPUFamily
gradien	gradient
graduasi	graduation
graf	graf
gram	gram
Grammy	Grammy
Grand	Grand
Grande	Big
granny	granny
Grantha	Grantha
Grass	Grass
Gravur	engraving
Grayscale	Grayscale
Great	Great
Greece	Greece
Gregory	Gregory
Grenada	Grenada
Grenadine	Grenadine
Grenadines	Grenadines
grey	grey
Greyhound	Greyhound
Gridel	Gridel
Griffin	Griffin
Groove	Groove
Growl	Growl
Grunge	Grunge
Grup	Group
Grytviken	Grytviken
GS	GS
GSM	GSM
GSSAPI	GSSAPI
gt	gt
GTE	GTE
GTX	GTX
Guacamole	Guacamole
Guadeloupe	Guadeloupe
Guam	Guam
Guatemala	Guatemala
gubahan	composition
Guernsey	Guernsey
guest	guest
GUI	GUI
Guiana	Guiana
GUID	GUID
guide	guide
Guinea	Guinea
Guitar	Guitar
Gujarat	Gujarat
Gulja	Gulja
Gulungan	Scroll
Gumpalan	Clot
Guni	Guni
Gurmukh	Gurmukh
Gurmukhi	Gurmukhi
guruh	group
Gutenprint	Gutenprint
Guy	Guy
Guyana	Guyana
gx	gx
Gyoza	Gyoza
gyro	gyro
gz	gz
gzip	gzip
hab	method
haba	length
Habanero	Habanero
habiskan	spend
Habsyah	Abyssinia
Hacksaw	Hacksaw
hadiah	gift
hadkan	limit
Hafalan	Memorization
Hagaki	Posted by
haha	haha
hai	two
Hakcipta	Copyright
hala	yes
Halifax	Halifax
halimunan	invisibility
halo	halo
haluan	I want
halus	delicate
Ham	Both
hamachi	hammock
Hamburg	Hamburg
Hampagas	Empty
hamparan	expanse
Han	He
Hán	Han
handoff	handoff
HandyTech	HandyTech
Hanja	Hanja
HanjaTool	HanjaTool
Hantaran	Delivery
hantarkan	send
hantarkannya	send it
hantarnya	send it
Hanunoo	Hanunoo
Hanzi	Hans
happy	happy
haptik	haptics
harap	front
hard	hard
Hare	Hare
Hargrave	Hargrave
Harpo	Harpo
harta	property
has	has
HasFolderCount	HasFolderCount
hash	hash
hashtag	hashtag
Hasilkan	Generate
Hasselblad	Hasselblad
Hat	Has
hatchback	hatchback
Hatran	Far
Hattori	Hattori
Hau	This
Hausa	Hausa
Hauspie	house pie
Havana	Havana
have	have
Hawaiian	Hawaiian
Hayati	Vital
HBCI	HBCI
HCI	HCI
hd	hd
HDCP	HDCP
hdmx	hdmx
HDR	HDR
HE	HE
head	head
header	header
Heading	Heading
heavy	heavy
hee	hee
heehee	heehee
hehe	Haha
heheh	hehe
hei	yes
HEIC	HERE
HEIF	HEIF
Heksagram	Hexagram
helai	strand
helaian	sheet
Held	Held
Helena	Helena
Helens	Helens
Helios	Helios
hellip	hellip
Hellman	Hellman
Hello	Hello
helo	find
help	help
HelpApplication	HelpApplication
helper	helper
HelpMe	HelpMe
Helvetica	Helvetica
HelveticaNeue	HelveticaNeue
Hem	Both
hemlok	hemlok
Henrik	Henry
hentian	stop
here	here
heretan	horse
Hering	Hering
hermitean	hermitean
herotan	distortion
Herzegovina	Herzegovina
HEVC	HEVC
hex	hex
Hexadecatuple	Hexadecatuple
hfs	hfs
hh	hh
hhea	hey
HHS	HHS
hi	hi
hiba	fault
HID	HID
hidang	serve
HiDPI	HiDPI
Hidran	Hydrant
hidupan	living things
HiFi	HiFi
HiFreq	HiFreq
high	high
High Sierra	High Sierra
hijab	hijab
hijrahkan	migrate
hil	die
hilang	lost
Hill	Hill
HIM	HIM
himpunan	collection
HIMS	HIMS
hingar	noise
Hinggar	Around
Hinglish	English:
HINT	HINT
Hip	Hip
hiperpautan	hyperlink
Hippopotamus	Hippopotamus
hirisan	slice
histogramnya	histogram
Hitachi	Hitachi
hiyaa	hiyaa
HKSCS	HKSCS
HLD	HLD
hlm	p.
hlted	hlted
hm	hm
hmac	hmac
HMACwith	HMACwith
HMACwithAESwrap	HMACwithAESwrap
hmm	hmm
Hmong	Hmong
hmph	hmph
hms	hms
hmtx	hmtx
HNC	HNC
Ho	To
Hojo	Walking
hoki	back
holder	holder
Holi	Holi
Hollins	Hollins
Hollywood	Hollywood
holmes	holmes
Holy	Holy
Homburg	Homburg
home	home
HomeKit	HomeKit
HomePod	HomePod
homotetik	from the same
hon	she
Honduras	Honduras
Honolulu	Honolulu
Hop	Hop
hore	that
horei	horei
Horiz	Yellow
hos	with
hosnya	the host
host	host
hostname	hostname
hosts	hosts
hot	hot
Hotdog	Hotdog
hotnews	hotnews
hotspot	hotspot
hour	hour
hours	hours
Houston	Houston
how	how
HP	HP
HPGL	HPGL
HQ	HQ
href	href
hrz	hrz
HSB	HSB
HSXGA	HSXGA
HT	HT
html	html
http	http
https	https
Hua	Fruit
Hukah	Hukah
Hula	Hula
Hulu	Hulu
Huluan	Upstream
hulur	reach out
Humanware	Humanware
Hummus	Hummus
Hungary	Hungary
Hurai	Jew
huraian	description
huraikan	describe
hurikan	hurikan
Huski	Husky
Husky	Husky
HUXGA	HUXGA
HVXC	HVXC
HXGA	HXGA
Hybrid	Hybrid
Hyper	Hyper
HYPERLINK	HYPERLINK
Hz	Hz
IAC	IAC
iaitu	namely
Iana	Iana
ianya	it is
IASKeyableWindow	IASKeyableWindow
IATA	BEHOLD
IBM	IBM
iBook	iBook
iBooks	iBooks
iBooks Store	iBooks Store
iBOT	iBOT
ibrani	Hebrew
iBridge	iBridge
IBSS	IBSS
ibubapa	parents
IC	IC
ical	ical
Icc	Icc
ICCID	ICCID
ice	ice
Iceland	Iceland
iChat	iChat
icloud	icloud
iCloud Drive	iCloud Drive
iCloud tidak	iCloud does not
iCloudUserNotificationsd	iCloudUserNotificationsd
ICMP	ICMP
ICNS	ICNS
icons	icons
ICQ	ICQ
ICS	ICS
id	id
IDE	GO
Identify	Identify
identitinya	his/her identity
identity	identity
Identrus	Identrus
ideograf	ideograph
Ideografik	Ideographic
iDisk	Disk
idk	idk
idp	idp
ids	ids
iDVD	DVD
ie	ie
IEC	IEC
IEEE	IEEE
if	if
iforgot	iforgot
Iglu	Needle
Ihsan	Ihsan
ii	ii
ijazah	degree
IKE	POWER
IKEv	IKEv
Iklankan	Advertise
ikon	power
Ikonik	Iconic
ikonnya	the icon
Ikutan	Follow along
iLBC	iLBC
iLife	iLife
illin	tears
Illustrator	Illustrator
Iluminasi	Illumination
ILY	ILY
IM	IN THE
IMA	HAS
IMAADPCM	IMAADPCM
iMac	iMac
image	image
ImageableArea	ImageableArea
ImageCaptureService	ImageCaptureService
ImageInfoRec	ImageInfoRec
ImageKit	ImageKit
ImageLink	ImageLink
imagename	picture me
images	images
imageTransformationInfo	imageTransformationInfo
IMAP	IMAP
IMAVCore	IMAVCore
imbangan	balance
imbasan	scan
IMCore	IMCore
IMEI	IMEI
iMessage	iMessage
iMessages	iMessages
imetur	be afraid
img	img
iMovie	iMovie
implicitConfirm	implicitConfirm
importnya	import it
IMs	IMs
IMSI	IMSI
IMX	SMEs
in	in
InBox	InBox
Inc	Inc
incididunt	they fall
inciumquam	I don't know.
include	include
IncludeFeature	IncludeFeature
Incorrect	Incorrect
ind	in
inden	before
Indeo	Indeo
index	index
Indexed	Indexed
IndexedDB	IndexedDB
indexPathsForItemsInRect	indexPathsForItemsInRect
Indianapolis	Indianapolis
Indic	Indic
individual	individual
Individualisasi	Individualization
Indonesia	Indonesia
Industrial	Industrial
Inf	Inf
Inferior	Inferior
InfiniBand	InfiniBand
infiniti	infiniti
Infirmari	To become weak
info	info
information	information
Informative	Informative
Infrastructure	Infrastructure
ink	ink
Inkjet	Inkjet
inod	inundated
inputnya	the input
InsChr	InsChr
InsLn	InsLn
InstallationCheck	InstallationCheck
Installer	Installer
Instamatic	Instamatic
Instant	Instant
InstantOn	InstantOn
instructions	instructions
Instruments	Instruments
int	int
intai	first
IntelliBar	IntelliBar
Intellitech	Intellitech
intendedRecipients	intendedRecipients
Interac	Interac
interactDown	interactDown
interactDownShift	interactDownShift
interactLeft	interactLeft
interactRight	interactRight
interactUp	interactUp
interactUpShift	interactUpShift
interface	interface
Intermediate	Intermediate
internet	internet
Internetnya	The internet
interpolasi	interpolation
interrupt	interrupt
Intertrader	Intertrader
interval	interval
Inti	You
IntlPreferences	IntlPreferences
Intra	Intra
INTRO	INTRO
IntroAlert	IntroAlert
IntroText	IntroText
Inuit	Inuit
Inuktitut	Inuktitut
invalid	invalid
Io	This
Ioana	John
IOBluetoothFamily	IOBluetoothFamily
IOBluetoothHIDDriver	IOBluetoothHIDDriver
IOBluetoothSerialManager	IOBluetoothSerialManager
ioctl	ioctl
IOFWDVComponents	IOFWDVComponents
IOKit	IOKit
IORegistry	IORegistry
iOS	iOS
iOS 	iOS 
iota	iota
ip	ip
IPA	VIOLENCE
iPad	iPad
ipAddress	ipAddress
IPC	IPC
IPCP	IPCP
IPFileServer	IPFileServer
iPhone	iPhone
iphoto	iphoto
IPI	IPI
IPMI	IPMI
iPod	iPod
iPod touch	iPod touch
ipp	ipp
ippfind	ippfind
ipptool	ipptool
IPsec	IPsec
ipsum	himself
IPTC	IPTC
IPv	IPv
IR	AND
Iran	Iran
Iraq	Iraq
IRC	IRC
iRDa	iRDa
Ireland	Ireland
iREZ	iREZ
Irish	Irish
IRS	IRS
is	is
ISA	ONE
ISDN	ISDN
isi	head
Isian	Stuffing
iSight	iSight
iSign	iSign
isih	yet
isihan	sorting
isikannya	fill it in
islam	islam
Island	Island
Isle	Isle
iso	iso
ISOLatin	ISOLatin
ISP	ISP
ISRC	ISRC
ISSI	THIS
issuerAltName	issuerAltName
IssuingDistributionPoint	IssuingDistributionPoint
iStat	State
Istirehat	Rest
Isyaratkan	Signal
iSync	iSync
isytihar	declare
it	it
Ita	She
Ital	Ital
Italic	Italic
italik	italic
italikkan	italicized
item	item
ItemA	ItemA
ItemB	ItemB
ItemC	ItemC
items	items
itm	itm
itms	items
itunes	itunes
iTunesMetadata	iTunesMetadata
IU	IU
iur	right
Iveta	Iveta
Ivoire	Ivoire
Ivory	Ivory
ivx	ivx
Ivy	Ivy
iWeb	Web
iWork	iWork
iWOW	iWOW
IXMicro	IXMicro
izakaya	restaurant
jabatan	department
Jabber	Jabber
jack	jack
jadikan	make
jadikannya	make it
Jadilah	Be
Jadualkan	Schedule
jag	I
jahat	evil
Jahit	Sewing
Jahitan	Stitching
jajarkan	line up
Jalapeno	Jalapeno
jaluran	strip
Jamaica	Jamaica
Jambangan	Bouquet
jambatan	bridge
James	James
Jamninan	Jamninan
Jamo	Cave
Jan	Jan
jane	jane
Janeiro	January
jangkaan	expectation
jangkakan	expect
janUKMs	janUKMs
JapaneseIM	JapaneseIM
jari	accumulation
Jaringan	Network
Jaso	Receive
jatuhan	fall
Java	Java
Java SE 	Java SE 
JavaAppLauncher	JavaAppLauncher
JavaScript	JavaScript
Jaz	Me
Jazz	Jazz
JBOD	JBOD
JCB	JCB
JCL	JCL
JCLCloseUI	JCLCloseUI
JCLOpenUI	JCLOpenUI
JDF	JDF
JDK	JDK
jdoe	jdoe
jean	jean
jedakan	equal
jejaka	guy
Jejambat	Viaduct
Jejantas	Overpass
jejari	radius
jejarian	radius
jeli	they went
jelir	sly
jello	jello
Jelly	Jelly
Jellybean	Jellybean
Jellybeans	Jellybeans
jelmaan	incarnation
Jelmakan	Incarnate
Jem	Jem
jemputan	invitation
Jenahar	Jenahar
jengking	scorpion
JenisPemacu	Type of Driver
jentera	machinery
Jentolak	Bulldozer
jerebu	haze
Jerman	German
Jerrycan	jerry can
Jersey	Jersey
Jessica	Jessica
Jetdirect	Jetdirect
Jeti	Pier
ji	from the
Jia	Jia
Jiajia	Jiajia
jiaozi	jiaozi
jidar	margin
Jigsaw	Jigsaw
jilidan	acting
Jimmy	Jimmy
jin	hear
Jing	Jing
Jintan	Cumin
jip	skirt
JIS	HE
Jitterbug	Jitterbug
jmz	jmz
JNLP	JNLP
Joana	Joana
Joanna	Joan
job	job
JobFetchFile	JobFetchFile
jobid	jerks
jobs	jobs
Jog	Yes
jogging	jogging
john	john
johnappleseed	johnappleseed
johndoe	johndoe
Johnny	Johnny
JOHNSONS	JOHNSONS
joki	river
Joliet	Joliet
jolly	jolly
jom	let's go
jongang	hang
Jongkang	Squat
jongket	seesaw
Jongkong	Ingot
jonnyAppleseed	jonnyAppleseed
joran	joran
Jorge	Jorge
José	Joseph
joule	joule
jp	jp
jpeg	jpeg
jpg	jpg
JPY	JPY
Jr	Jr
js	js
JSContexts	JSContexts
JSON	JSON
juak	also
jualan	sales
Juan	Juan
jubinkan	tile
jujukan	sequence
Jul	Jul
Julang	Julang
Juliet	Juliet
juling	beating
julUKMs	julUKMs
Jum	Day
Jump	Jump
Jumpelang	Jumping
Jun	Jun
Junggang	Junggang
jungkit	seesaw
Junjung	Respect
junUKMs	junUKMs
jurang	gap
jurufoto	photographer
jurumasak	jurumasa
juruteknologi	technologist
Juruwang	Cashier
jus	you
just	just
JVC	JVC
ka	the
Kabob	Kebab
Kabul	Acceptance
Kaburkan	Blur
kabus	Poor
kad	that
kadar	much
kadaran	rating
kadomatsu	kadomatsu
Kafe	Coffee
kafka	kafka
Kagagalan	Failure
kagum	amazed
Kahu	Caretaker
Kai	When
Kaithi	in Kaithi
Kajang	Kajang
kaji	poultry
kajian	study
kakak	sister
Kakugata	Kakugata
kal	go
kala	separate
Kalaallisut	Kalaallisut
kalender	calendar
Kalibrasi	Calibration
Kaliper	Caliper
Kalungan	Garland
kalut	chaotic
Kamar	Like
kamiran	integral
Kamkorder	Camcorder
Kampala	Kampala
Kana	Not at all
Kanada	You have
Kanbox	Kanbox
Kanbun	Kanbun
kandi	and
kandungannya	its content
kandungi	contain
Kandura	Kandura
Kangxi	Kangxi
Kanin	Rice
kanji	kanji
Kannada	Kannada
Kanonik	Canon
kanta	counter
Kantin	Shop
kanu	plant
Kanya	Him
kap	looking
kapa	or
Kapak	Lid
Kaper	Privateer
Kapi	Cover
Kapis	In the closet
kapit	tight
kapsiti	kapsiti
kaptif	captive
Kapur	Kapur
Kara	Cane
Karat	Karat
Karen	Karen
karet	rubber
kari	idiom
Karibu	Welcome
Karl	Karl
karot	carrot
kart	kart
karusel	carousel
Kas	What
kasar	country
kasarkan	the country
kaserol	casserole
Kaskas	Helmet
Kaspersky	Kaspersky
KasperskyAV	KasperskyAV
Katakana	Katakana
Kate	Kate
KategoriKeselamatan	CategorySafety
Kathy	Kathy
Katik	In the
Katmandu	Kathmandu
katrij	cartridge
Katya	Katya
Kaukasia	Caucasian
Kauldron	Kauldron
kaut	although
kawal	control
kaya	so
Kayah	Kayah
Kazakh	Kazakh
Kazakhstan	Kazakhstan
kb	kb
Kbit	Kbit
kbps	kbps
KDC	KDC
kdf	kdf
ke	the
KEA	KEA
Keakhiran	The end
keamatan	intensity
keanggotaan	membership
Kebaharuan	Novelty
kebanggan	pride
kebanyakannya	mostly
kebelakangan	lately
Kebergantungan	Dependency
kebezaan	difference
kebiruan	bluish
kebolehcapaian	accessibility
Kebolehgunaan	Usability
Kebolehinteraksian	Interactivity
kebolehlihatan	visibility
kebolehpercayaan	reliability
Kecekapan	Efficiency
kecemasan	emergency
keceriaan	cheerfulness
kecilkan	reduce
kecoh	commotion
kecualikan	exclude
Kedidi	Kedidi
Keeling	Keeling
keganasan	violence
kegembiraan	joy
Kegubernuran	Governorate
Kehijauan	Greenery
kehilangan	loss
Keinstitusian	Keinstitusian
keistimewaan	privilege
keizinan	permission
keizinannya	his permission
Kejituan	Accuracy
Kejur	Courageous
kekacang	beans
kekal	permanent
kekalkan	maintain
Kekang	Restraint
kekangan	constraint
Kekanta	The Conqueror
Kekapis	Cappuccino
Kekayu	Kekayu
KEKDerivationAlg	KEKDerivationAlg
kekelabu	grayish
Kekeras	Hardness
Keketatan	Tightness
Kekisi	Lattice
kekonsistenan	consistency
Kekonsistensi	Consistency
kekosongan	vacancy
Kekuda	Truss
kekuningan	yellowish
kekupu	magic
Kekura	Turtle
kekurangan	shortage
Kekwa	Chrysanthemum
kelabuan	grayness
keladi	comes
kelantangan	volume
kelasa	poor
kelayakan	qualification
kelebaran	width
keledar	helmet
keledek	sweet potato
kelegapan	opacity
Kelekatan	Stickiness
kelembutan	tenderness
kelengkapan	equipment
kelengkungan	curvature
Kelewatan	Delay
Keli	Several
Kelicap	Catfish
Kelim	Crimp
kelipan	blink
keliru	confused
Kelly	Kelly
Kelp	Kelp
keluaran	output
keluarkannya	take it out
keluasan	area
kelui	call
kem	cream
Kemalangan	Accident
Kemalapan	Accident
kemas	tidy
kemasan	packaging
kemasukan	admission
kembalikannya	return it
kembangkan	develop
kembara	travel
kemboja	Cambodia
Kembola	Ball
Kembung	Bloating
kemerah	red
Kempis	Flat
Kemudahalihan	Portability
Kena	Okay.
kenaikan	increase
kenalan	contact
kenang	enter
kenangan	memories
KenCode	KenCode
Kendi	Own
kendiri	self
Kenegaraan	Statehood
kenyataan	statement
kenyit	wink
Keolahragaan	Sports
kep	kep
kepadanya	to him/her
Kepadatan	Density
Kepanasan	Heat
Kepersisan	Precision
kepunyaannya	his/hers
keracunan	poisoning
keraian	celebration
Kerajang	Foil
keranda	coffin
kerangan	manner
keratan	cutting
Kerberized	Kerberized
Kerberos	Kerberos
kereta	car
Kerlipkan	Blink
kern	kern
kernel	kernel
keropok	crackers
Kerpasan	Precipitation
keruan	chaos
kes	who
kesahihan	validity
kesalahan	mistake
kesambungan	connectivity
Kesannya	The effect
kesayangan	beloved
keseluruhan	whole
Kesemua	All
Kesensitifan	Sensitivity
Keserian	Cheerfulness
kesesuaian	suitability
kesetiaan	loyalty
Kesukanan	Sportsmanship
kesukaran	difficulty
Kesyukuran	Thanksgiving
ketaksamaan	inequality
Ketampakan	Appearance
ketat	tight
Ketchup	Ketchup
ketepuan	saturation
Keterdesakan	Urgency
keterikatan	attachment
ketersediaan	availability
keterukan	severity
ketidakselarasan	inconsistency
Ketidaksepadanan	Mismatch
ketidakserasian	incompatibility
ketinggalan	miss
ketonan	ketonan
ketuk	knock
ketukan	knock
ketulan	lump
ketumpatan	density
Keupayan	Ability
keutamaan	priority
keutamaannya	its priority
kext	kext
key	key
keyakinan	confidence
keyboard	keyboard
KeyboardSetupAssistant	KeyboardSetupAssistant
KeyboardViewer	KeyboardViewer
keychain	keychain
Keyed	Keyed
KeyMagic	KeyMagic
Keynote	Keynote
Keypad	Keypad
KeyUsage	KeyUsage
keyword	keyword
KGS	KGS
Kha	Bitter
khabar	hello
Kharoshthi	Kharoshthi
Khartoum	Khartoum
khas	special
khi	When
khidmat	service
khinzir	pig
Khmer	Khmer
Khojki	Search
khuatir	worried
Khudawadi	khudawadi
KiB	KiB
kibibait	kibibait
Kiev	Kiev
Kikakui	Reception
kilang	factory
Kilas	Torque
kilauan	shine
Kiln	Kiln
kilobait	kilobyte
kilojoule	kilojoule
kilokalori	kilocalories
kilometer	kilometer
kilopascal	kilopascal
Kilt	Kilt
KIM	KIM
Kima	Assessment
Kimchi	Kimchi
kimpal	weld
Kincah	Kincah
KinemeCore	KinemeCore
King	King
Kingdom	Kingdom
kini	IT
kinikan	one
kininya	currently
Kinshasa	Kinshasa
kiosk	kiosk
kiraan	count
Kiribati	Kiribati
kiropraktor	chiropractor
kitar	cycle
Kitten	Kitten
Kitts	Kitts
kJ	kJ
kkal	kcal
Klara	Clear
klaus	klaus
kleenex	kleenex
klef	sticky
kmp	kmp
Kn	Kn
Knott	Knott
known	known
Knoxville	Knoxville
Ko	It
Kobis	Cabbage
Koc	Koc
Kocak	Hilarious
Kodak	Kodak
kodi	where
kodnya	the code
kohasil	cohasil
Koi	Demand
Koja	Who
Koko	Size
kokot	rooster
Kolasi	Collage
kolat	cola
koleh	colleague
kolek	stamp
koliseum	koliseum
kolot	old-fashioned
Kolrabi	Kolrabi
koma	come
kombo	broom
komen	to come
komit	committee
kompil	compile
kompter	computer
kon	when
Konc	End
Konfigurasikan	Configure
konfigurasinya	the configuration
Kongo	Kongo
kongsikan	share
kongsinya	share it
Konica	Konica
konjugat	conjugate
Konjurasi	Conjuration
Konsonan	Consonants
Konstelasi	Constellation
kontagion	contagion
Kontekstual	Contextual
kontigensi	contingency
konvolusi	convolution
Konvulsi	Convulsion
kool	kool
Kopekkan	Kopekkan
Kopemproses	Kopemproses
kord	once
Korea	Korea
Korn	Korn
Kornet	The grain
Korset	The Cross
Kosmik	Space
kosmonaut	astronaut
Kosmos	Kosmos
Kosovo	Kosovo
kot	as
kph	kph
Kr	Kr
KRA	KRA
Krat	Times
KRB	Fireplace
kRestoreOpPROptionsKey	kRestoreOpPROptionsKey
kRestoreOpStreamBufSizeKey	kRestoreOpStreamBufSizeKey
kRestoreOpTargetFileKey	kRestoreOpTargetFileKey
kRestoreOpTargetKey	kRestoreOpTargetKey
Krevas	Breaks
Kringle	Kringle
kripto	crypto-
Kris	Kris
krismas	Christmas
kristian	Christian
Krom	Except
Kroma	Additional
Kromatisitas	Chromaticity
krominan	chrome
KSC	KSC
ksee	see
ksh	ksh
KT	KT
KTI	KTI
KTX	Dormitory
Kuaci	Kuaci
Kuad	Quad
Kuadrafonik	Quadraphonic
Kuala	Kuala
kuali	frying pan
kualitinya	its quality
Kuarto	Room
kuasakan	empower
kuaternion	kuaternion
Kubu	Fort
kubur	grave
Kugar	Cougar
Kugiran	Band
Kuinoa	Sharpening
kuki	why
kukuh	strong
kulat	fungus
Kumbah	laundry
kun	when
kuncinya	the key
kung	if
kupu	word
kura	whose
Kurdish	Kurdish
Kurier	Delivery man
kurita	run
Kurniaan	Gift
kurung	parenthesis
kurungan	confinement
Kuten	As
Kuwaiti	Kuwaiti
kuyu	well
kwon	kwon
Kyoko	Kyoko
Kyrgyz	Kyrgyz
Kyrgyzstan	Kyrgyzstan
Lab	Lab
LabelAlt	LabelAlt
Labelkan	Label
labore	hard work
LabTech	LabTech
labu	good
Lacerte	Lace
laci	laci
LaCie	LaCie
ladang	farm
Ladder	Ladder
ladu	warehouse
laga	from
lager	stock
Lagos	Lagos
lagu	to
Lagun	Friend
Laici	Lay people
Laila	There
lain anda	other you
laju	fast
lajur	column
Lakar	Sketch
lakaran	sketch
Lake	Lake
laksanakan	implement
laksananya	implementation
lalainya	his/her default
laluannya	the path
lamanya	long time
lambda	lambda
lamda	in the morning
Lampin	Diapers
lampir	attachment
lampiran	attachment
LampiranSekatPengguna	AttachmentBlockUser
Lampirkan	Attach
lancarkan	launch
Lanczos	Lanczos
lang	just
langauages	langauages
langganan	subscriber
langganan TV	TV subscription
langkau	skip
language	language
LanguageEncoding	LanguageEncoding
LanguageVersion	LanguageVersion
Lanka	Lanka
Lansung	Directly
Lantak	Latak
lantern	lantern
Lantun	Bounce
lantunan	chant
Lao	Labor
Laos	Laos
lapang	spacious
Lapik	Lining
Lapin	Lapland
lapis	lapis
Laporkan Sarap	Report Nerve
laptop	laptop
lapuk	outdated
Larang	Prohibition
larian	run
Larik	Array
lasak	rugged
LaserJet	LaserJet
Laso	Ribbon
lasso	lasso
last	last
Lat	Years
Lata	Years
LaterAgent	LaterAgent
LaTeX	LaTeX
latihan	training
latin	latin
Latvia	Latvia
lauk	finished
launch	launch
Launchpad	Launchpad
Laura	Laura
Lava	Enough
Law	Law
lawak	extent
lawati	visit
layout	layout
Lazimnya	Typically
LazyMouse	LazyMouse
LBA	LBA
Lc	Lc
LCP	LCP
ld	ld
LDAP	LDAP
LDAPv	LDAPv
ldf	ldf
Le	The
dan	dan
Leaf	Leaf
LEAP	LEAP
lease	lease
lebat	dense
Lebihcerah	Brighter
LebihCondong	MoreConsidered
LebihDikembangkan	More Developed
LebihHitam	MoreBlack
LebihLebar	MoreWide
LebihSempit	More Narrow
lebuh	faster
Lecak	Lecak
LED	LED
Ledger	Ledger
Lee	Lee
lega	alloy
legal	legal
legap	opaque
legasi	legacy
Lego	Lego
Legolas	Legolas
legum	laws
Leica	Leica
lejang	stroke
lejar	ledger
lekap	stick
lekapan	fixture
lelaran	iteration
Lembaran	Sheet
Lembayung	Purple
Lemonad	Lemonade
Lempel	Ease
lengkapkan	complete
lengkok	arch
leo	leo
Leone	Leone
lepas	last
lepasan	graduate
Lepcha	Lepcha
leper	leper
leprechaun	leprechaun
Leret	Clay
leretan	on the sled
Lernout	Lernout
lesen	read
Lesotho	Lesotho
Leste	East
letak	place
letih	years
letupan	explosion
letusan	eruption
Letuskan	Explode
level	level
lewa	space
lewahan	excess
lewatnya	late
Lex	Lex
LexarFilter	LexarFilter
Lexem	Lex
lf	lf
LFE	LFE
LFO	LFO
LGBT	LGBT
LGBTQ	LGBTQ
li	that
liar	liar
Liat	Look
lib	lib
Liberia	Liberia
liberty	liberty
libra	libra
Libya	Libya
License	License
licin	smooth
Liechtenstein	Liechtenstein
lif	lif
lifeboat	lifeboat
Ligatur	It is tied.
liger	liger
Lighter	Lighter
Lightning	Lightning
Lightyear	Lightyear
LiHeiPro	LiHeiPro
Lik	Lik
like	like
likes	likes
Lili	There is
lilitan	circumference
Lilli	Flowers
