a	and
ubit	killed
ubiti	kill
ubivši	having killed
ublaži	alleviate
ubode	stabs
uboge	poor
ubogog	poor
ubojica	murderer
ubojice	murderers
ubojici	murderer
ubojicu	murderer
ubojstvo	murder
ubraja	includes
ubrajaju	they count
ubrajajući	including
ubrajali	counted
ubrajao	counted
Ubraše	Collected
ubrati	pick
ubrojao	counted
ubrojen	counted
ubrojim	count
ubrojiše	they counted
ubrza	speed up
ubrzo	soon
ubuduće	in the future
učas	in a moment
uče	they learn
učen	learned
učenica	schoolgirl
učenice	schoolgirls
učenici	students
učenicima	to students
učenih	learned
učenik	disciple
učenika	student
učenike	students
učenikom	student
učeniku	student
učeništva	discipleship
učenja	learning
učenjaka	scholar
učenjaku	scholar
učenje	learning
učenjem	by learning
učenju	learning
učesnikom	participant
ući	enter
uči	enter
učili	studied
učim	I am learning
učine	do
učini	do
učinih	I did
učinila	did
učinile	did
učinili	done
učinilo	did
učinim	do
učinimo	let's do it
učinio	done
učiniš	you do
učiniše	they did
učinismo	we did
učiniste	you did
učinit	to do
učinite	do
učiniti	make
učinivši	having done
učinjen	done
učinjena	done
učinjene	done
učinjeni	done
učinjenih	done
učinjeno	done
učinjenog	done
učio	taught
učiš	you study
učit	to teach
učite	you are learning
učitelj	teacher
učitelja	teacher
učitelje	teachers
učiteljem	teacher
učitelji	teachers
učiteljice	teachers
učiteljima	teachers
učitelju	teacher
učiti	learn
ucjene	blackmail
učvršćenih	strengthened
učvršćenog	strengthened
učvršćivale	strengthened
učvršćivali	strengthened
učvršćivao	strengthened
učvršćuje	strengthens
učvršćuju	they strengthen
učvršćujući	strengthening
učvrste	firmly
učvrsti	strengthen
učvrstih	firm
učvrstila	strengthened
učvrstim	strengthen
učvrstimo	let's strengthen
učvrstio	strengthened
učvrstiše	strengthened
učvrstit	to strengthen
učvrstite	strengthen
učvrstiti	strengthen
ud	limb
uda	limb
udahne	inhale
udahnu	inhale
udahnut	inhaled
udaje	marriages
udaji	marriage
udaju	marriage
udaljavati	to move away
udalje	away
udaljen	remote
udaljena	distant
udaljene	distant
udaljeni	distant
udaljeno	away
udaljenost	distance
udaljenosti	distances
udaljenu	distant
udalji	move away
udaljili	moved away
udaljiše	they moved away
udaljiti	move away
udaljuje	moves away
udar	strike
udara	strikes
udarac	striker
udaraca	blows
udarajte	hit
udaraju	they hit
udarajući	hitting
udarale	hit
udarali	hit
udaraljke	percussion instruments
udaralo	hit
udaram	I hit
udarao	hit
udaraš	you hit
udarate	you hit
udarati	hit
udarce	blows
udarcem	by blow
udarci	blows
udarcima	blows
udare	blows
udaren	whacked
udarena	hit
udareni	hit
udari	strike
udarih	I hit
udarila	hit
udarile	hit
udarili	hit
udarim	I hit
udarimo	let's hit
udario	hit
udariš	you hit
udariše	they hit
udarit	to hit
udarite	hit
udariti	hit
udaše	married
udata	married
udate	married
udati	to marry
udavala	married
udavale	married
udavali	married
udavati	to marry
udavljeno	drowned
udavljenoga	drowned
uđe	entered
uđem	I enter.
uđemo	let's go in
uđeš	you enter
udesio	arranged
udesno	to the right
uđete	you enter
uđi	come in
udicama	hooks
udice	hooks
udicom	with a hook
udicu	hook
udijeli	give
udijelila	granted
udijelio	granted
udijeliš	you give
udijeliše	they shared
udijeljeno	awarded
udio	share
uđite	Come in
udjela	share
udjeljivati	to grant
udjeljuje	grants
udjeljuješ	you grant
udjeljuju	they give
udobni	comfortable
uđoše	they entered
udova	widow
udove	limbs
udovi	limbs
udovica	widow
udovicama	widows
udovice	widows
udovici	widow
Udovicin	Widow's
udovicina	widow
udovičina	widow's
udovičino	widow's
udovičke	widow's
udovicom	widow
udovicu	widow
udovima	limbs
udovištva	widowhood
udovištvo	widowhood
udovoljavajući	satisfying
udovoljavali	satisfied
udovoljavate	you satisfy
udovoljavati	to please
udovolji	please
udovoljiti	satisfy
Udrite	Hit
udruže	join together
udruži	join together
udružiše	they joined together
uđu	enter
udubio	hollowed out
udubljenja	depressions
udubljenje	recess
udubljujući	deepening
udvoje	for two
udvostruči	double
Ufasa	Ufasa
ugađa	pleases
ugađaju	they please
ugađam	I am pleasing
ugađao	pleased
ugađate	you are pleasing
ugađati	pamper
ugalj	coal
ugane	sly
ugaone	angular
ugaoni	angular
Ugaonih	Corner
ugaonim	angular
ugašen	extinct
ugašena	extinguished
ugasi	turn off
ugasili	extinguished
ugasiš	you turn off
ugasiše	extinguished
ugasit	extinguish
ugasiti	extinguish
ugasne	goes out
ugine	dies
uginu	die
uginula	died
uginule	deceased
uginulo	died
ugla	corners
uglačane	polished
uglačanoj	polished
uglađene	polished
uglađenog	polished
uglađenom	polished
uglas	in unison
uglavi	head
Uglavit	Fit
uglavljen	stuck
ugled	reputation
ugleda	reputation
ugledah	I saw
ugledaju	they see
ugledala	saw
ugledali	saw
ugledalo	saw
ugledam	I see
ugledan	respectable
ugledao	saw
ugledaš	you see
ugledaše	they saw
ugledat	to see
ugledate	you see
ugledati	to see
ugledavši	seeing
ugledna	reputable
ugledne	reputable
ugledni	reputable
uglednici	dignitaries
uglednih	reputable
uglednije	more respectable
ugledniji	more respectable
uglednijim	more respectable
uglednik	dignitary
uglednike	dignitaries
ugledno	respectable
uglednog	reputable
uglja	coal
ugljem	coal
ugljen	coal
ugljevlja	coals
ugljevlje	coal
uglovima	corners
uglu	corner
ugodan	nice
ugodi	please
ugodio	pleased
ugoditi	please
ugodna	pleasant
ugodne	pleasant
ugodni	pleasant
ugodnim	pleasant
ugodno	pleasant
ugodnog	pleasant
ugodnu	pleasant
ugojena	fattened
ugojene	fattened
ugojeni	fattened
ugojenih	fattened
ugojeno	fattened
ugojenu	fattened
ugoji	fatten
ugosti	host
ugostili	hosted
ugovor	contract
ugovore	contracts
ugovorili	agreed
ugrabe	kidnappings
ugrabi	grab
ugrabite	grab
ugrabiti	seize
ugradili	installed
ugradio	installed
ugradiše	installed
ugradite	install
ugraviraj	engrave
ugraviraše	they engraved
ugravirati	engrave
ugrijalo	warmed up
Ugrijao	Warmed up
ugrijati	warm up
ugrije	warm up
ugrijemo	let's warm up
ugrijete	warm up
Ugrijte	Warm up
ugristi	bite
ugrize	bites
ugrožavale	threatened
ugrozio	endangered
uguše	suffocate
uguši	suffocate
ugušila	suffocated
ugušiti	suffocate
uha	ear
uhapšenje	arrest
uhapsi	arrest
uhapsiti	arrest
uho	ear
uhoda	spy
uhodama	spies
uhode	spies
uhodi	stalker
uhodio	stalked
uhodiš	you are stalking
uhranjene	nourished
uhu	ear
uhvaćen	caught
uhvaćena	caught
uhvaćeni	caught
uhvaćenim	caught
uhvaćenu	caught
uhvate	catch
uhvati	catch
uhvatila	caught
uhvatili	caught
uhvatilo	caught
uhvatimo	let's catch
uhvatio	caught
uhvatiš	you catch
uhvatiše	they caught
uhvatiste	you caught
uhvatit	catch
uhvatite	catch
uhvatiti	catch
uhvativši	catching
uistinu	truly
ujeda	bite
ujedale	bitten
ujedati	bite
ujede	bites
ujeden	bitten
ujediniše	united
ujediniti	unite
ujedinjeni	united
ujedinjuje	unites
ujedinjuju	unite
ujedno	at the same time
ujela	bitten
ujesti	bite
ujutro	in the morning
ujutru	in the morning
Ukala	Ukala
ukalja	dirty
ukaljao	tainted
ukaza	command
ukazala	indicated
ukazali	indicated
ukazao	indicated
ukazati	indicate
ukaže	indicates
ukazivanje	fingering
ukazivanju	pointing
ukazivao	indicated
ukazuje	indicates
ukazuju	indicate
ukida	abolishes
ukidaš	you abolish
ukine	abolish
ukinem	I abolish
Ukinuo	Abolished
ukinut	abolished
ukinuta	abolished
ukinuti	abolish
ukiseli	sour
ukiseljena	pickled
ukiseljenih	pickled
ukisne	cancel
uklanja	removes
Uklanjaj	Remove
uklanjanje	removal
uklanjaš	you remove
uklanjati	remove
uklesa	carvings
uklesale	carved
uklesana	carved
uklesano	carved
uklesao	carved
uklesati	to engrave
ukleši	carve
uključiti	include
uklone	remove
ukloni	remove
uklonili	removed
uklonim	remove
uklonio	removed
ukloniše	removed
uklonite	remove
ukloniti	remove
uklonjen	removed
uklonjena	removed
uklonjene	removed
uklopiše	they fit
ukoči	freeze
ukoliko	if
ukop	burial
ukopa	burial
ukopaj	bury
Ukopajte	Bury it.
ukopaju	they bury
ukopali	buried
ukopam	I bury
ukopani	buried
ukopaše	they buried
Ukopavat	To bury
ukopu	burial
ukor	reprimand
ukora	reprimand
ukorava	reprimands
ukoravaj	reprimand
ukoravanje	reprimand
ukoravati	to reprimand
ukore	reprimands
ukoreni	reprimanded
ukori	reprimand
ukorijenila	rooted
ukorijeniti	take root
ukorijenjeni	rooted
ukorim	I reprimand
ukorio	reprimanded
ukorit	reprimand
ukoriti	reprimand
ukorom	reprimand
ukosnice	hairpins
ukrade	steal
ukraden	stolen
ukradena	stolen
ukradeno	stolen
ukradenu	stolen
ukradi	steal
ukradu	steal
ukrala	stole
ukrali	stole
ukrao	stole
ukras	decoration
ukrašavaju	decorate
ukrašavala	decorated
ukrašen	decorated
ukrašena	decorated
ukrašeni	decorated
ukrašeno	decorated
ukrasi	decorations
ukrasih	I decorated
ukrasima	decorations
ukrasio	decorated
ukrasti	steal
ukratko	briefly
ukrca	board
ukrcaju	they board
ukrcali	embarked
ukrcao	boarded
ukrotila	tamed
ukrotio	tamed
Ukrotite	Tame
ukrotiti	tame
ukrsti	cross
ukrug	circle
ukućane	household members
ukućani	household members
ukućanima	household members
ukupno	total
Ukus	Taste
ukusa	taste
ukusan	tasty
ukusnim	delicious
ukusno	delicious
ukvasi	sour
Ulaj	Oil
Ulaja	Olaja
Ulam	Ulam
Ulamov	Ulamov
Ulamovi	Ulams
ulaska	entry
ulasku	entering
ulaz	entrance
ulaza	entrance
ulazak	entry
ulaze	they enter
ulaže	invests
ulazeći	entering
ulazi	enters
ulazila	entered
ulazili	entered
ulazimo	we are entering
ulazio	entered
ulaziš	you are entering
ulaziše	they entered
ulazit	to enter
ulazite	you enter
ulaziti	enter
ulazna	input
ulaznih	incoming
ulazom	entrance
ulazu	entrance
uleti	fly in
ulica	street
ulicama	the streets
uličare	alleys
ulice	streets
ulici	street
ulična	street
uličnim	street
ulično	street
uličnoj	street
uličnom	street
ulicu	street
ulije	pour
ulijeva	pours in
ulijevam	I pour in
ulijevati	to pour in
ulijevo	to the left
Ulini	Ulina
ulio	poured
Ulizivat	To flatter
ulizivati	to lick
ulja	oils
uljanicu	oil lamp
ulje	oil
uljem	with oil
uljepšaju	beautify
uljima	oils
ulju	oil
Uloga	Role
ulogu	role
ulomci	fragments
ulomku	fragment
ulov	catch
ulova	catch
ulovi	catch
ulovili	caught
ulovio	caught
ulovit	catch
uloviti	catch
ulovom	by catch
uložih	I invested
uložio	invested
uložiti	invest
um	mind
uma	mind
umače	sauces
umaći	escape
umakao	escaped
umakavši	having escaped
umakli	escaped
umakne	escapes
umaknemo	let's escape
umakneš	you escape
umaknete	you escape
umaknu	escape
umalo	nearly
uman	human
umanje	decrease
umanjivati	to diminish
umara	tired
Umaraš	You are tired.
umarati	to tire
umetale	inserted
umetanje	insertion
umetni	artificial
umetnuše	inserted
umetnuti	insert
umije	knows how
umijećem	with skill
umijeću	skill
umijem	I can
umijemo	we can
umiješ	you can
umiješa	interferes
umiješana	involved
umiješane	involved
umiješenog	involved
umiješenu	involved
umijesi	mix
umijete	you can
umiju	they can
umio	knew
umirala	dying
umirali	dying
umiranja	dying
umiranje	dying
umirao	dying
Umirat	Dying
umirati	to die
umire	dying
umirem	I am dying.
umiremo	we are dying
umireš	you are dying
umirete	you are dying
umiri	calm down
umirila	calmed down
umirio	calmed down
Umirite	Calm down.
umiriti	soothe
umirivali	soothed
umiru	they are dying
umirući	dying
umišljeni	conceited
umivaonici	washbasins
umivaonicima	washbasins
umivaonik	sink
umivaonika	washbasin
umivaonike	washbasins
umiveni	washed
umjereno	moderately
umjesto	instead of
umjetnicima	artists
umjetnička	artistic
umjetnik	artist
umjetnika	artist
umjetnina	artwork
umjetnine	artwork
umjetninu	artwork
umna	mental
umnih	mental
Umniji	Smarter
umnost	intelligence
umnožava	multiplies
umnožavaju	multiply
umnože	multiply
umnožena	multiplied
umnoži	multiply
Umnožila	Multiplied
umnožili	multiplied
umnožilo	multiplied
umnožim	multiply
umnožimo	let's multiply
umnožio	multiplied
umnožiš	multiply
umnožiše	they multiplied
umnožit	multiply
umnožite	multiply
umnožiti	multiply
umoče	dip
umočen	dipped
umoči	dip
umočio	dipped
umočite	dip
umom	with the mind
umor	fatigue
umora	fatigue
umoran	tired
umori	tired
umorili	tired
umorio	tired
umoriše	tired
umoriti	tire
Umorna	Tired
umorne	tired
umorni	tired
umornog	tired
umornoj	tired
umorom	fatigue
umota	wrap
umotaju	they wrap
umotali	wrapped
umotan	wrapped
umotana	wrapped
umovanja	reasoning
umovati	speculate
umove	minds
umovi	minds
umre	dies
umrem	I die.
umremo	we die
umreš	you die
umri	die
umrije	dies
umriješe	they died
umrijet	to die
umrijeti	die
umrijevši	having died
umrla	died
umrli	deceased
umrlih	deceased
umrlima	to the dead
umrljani	stained
umrlo	died
umrlog	deceased
umrloga	deceased
umrlu	deceased
umro	died
umrtvljene	numb
umru	die
umu	mind
umukne	shut up
Umukni	Shut up
Umuknite	Shut up.
umuknu	shut up
umuknuti	shut up
unajme	rent
unajmi	rent
unajmila	hired
unajmili	hired
unajmio	hired
unajmiše	hired
unajmiti	hire
unajmljena	hired
unajmljeni	hired
unajmljenom	hired
unakaženo	disfigured
unakaženu	disfigured
unakaziš	disfigure
unakaziše	they disfigured
unaokolo	all around
unaprijed	in advance
unaprijediti	improve
unatoč	despite
unazad	back
unese	enter
unesen	entered
unesene	entered
unesete	enter
unesi	enter
unesoše	they entered
unespokoje	unrest
unesreći	to make an accident
unesrećio	made an accident
unesrećiti	to make someone unhappy
unesu	enter
Uni	University
unijela	entered
unijeli	entered
unijeti	enter
uništava	destroys
uništavaj	destroy
uništavali	destroyed
uništavao	destroyed
uništavaš	you destroy
uništavatelj	destroyer
uništavati	destroy
unište	destroy
uništen	destroyed
uništena	destroyed
uništene	destroyed
uništeni	destroyed
uništenja	destruction
uništenje	destruction
uništenjem	by destruction
uništenju	destruction
uništeno	destroyed
uništi	destroy
uništih	I destroyed
uništili	destroyed
uništim	destroy
uništimo	let's destroy
uništio	destroyed
uništiš	you destroy
uništiše	destroyed
Uništit	Destroy
uništite	destroy
uništitelj	destroyer
uništitelja	destroyer
uništitelje	destroyers
uništiteljem	destroyer
uništitelji	destroyers
uništitelju	destroyer
uništiti	destroy
Uniu	Union
unose	entries
unosi	entries
unosili	entered
unučad	grandchildren
unučadi	grandchildren
unuci	grandchildren
unucima	grandchildren
unuk	grandson
unuka	granddaughter
unuke	granddaughters
unuku	granddaughter
unutar	within
unutarnja	internal
unutarnje	internal
unutarnjeg	internal
unutarnjem	internal
unutarnji	interior
unutarnjih	internal
unutarnjim	internal
unutarnjoj	internal
unutarnjost	interiority
Unutarnju	Internal
unutra	in
unutrašnje	internal
unutrašnjeg	internal
unutrašnjem	internal
unutrašnji	internal
unutrašnjost	interior
unutrašnjosti	interior
unutrašnju	internal
uobičajeno	commonly
uobičavate	you usually
uobličeni	shaped
uobličenih	shaped
uoči	on the eve
uokolo	around
uokvirio	framed
uopće	at all
Uostalom	After all
upad	intrusion
upada	intrusion
upadaju	they are breaking in
upadala	intruded
upadali	broke in
upade	intrusions
upadljiv	striking
upadljiva	conspicuous
upadne	breaks in
upadnete	you fall in
upadnu	they fall in
upadoh	I broke in.
upadoše	they fell in
Upadosmo	We broke in.
upala	inflammation
upale	inflammation
upali	turn on
upalom	inflammation
upamti	remember
upamtite	remember
upao	broke in
upasti	invade
upecati	catch
uperena	directed
uperene	directed
upereno	pointed
uperim	I point
uperio	pointed
upisana	enrolled
upisani	enrolled
upisanih	enrolled
upisat	to enroll
upisati	to enroll
upiše	enroll
upiši	write
upišite	enter
upisuje	enrolls
upita	ask
upitah	I asked
upitaj	ask
upitajte	ask
upitaju	they ask
upitala	asked
upitali	asked
upitam	I ask
upitamo	let's ask
upitao	asked
upitaše	they asked
upitat	to ask
upitate	ask
upitati	to ask
upitavši	asking
uplakana	tearful
uplakane	tearful
uplakani	tearful
uplaše	scares
uplašen	frightened
uplašena	scared
uplašene	scared
uplašeni	scared
uplaši	scare
uplaših	I scared
uplašila	scared
uplašio	scared
uplašismo	we were scared
uplašiti	scare
upleli	entangled
uplesti	involve
upleti	entangle
upliće	will interfere
upola	half
upomoć	Help
uporedi	compare
uporedim	compare
uporediti	compare
upoređivanja	comparisons
upoređivao	compared
upoređivati	compare
upoređuješ	you compare
upoređujući	comparing
uporno	persistently
uposle	after work
uposleni	employed
uposli	employ
uposlili	employed
uposlio	employed
uposliše	employed
uposliti	to employ
upotpune	completely
upotpuni	completely
upotrebom	by using
upotrebu	use
upotrijebljeno	used
upozna	meet
upoznaj	meet
upoznaju	meet
upoznali	met
upoznam	I meet
upoznamo	let's meet
upoznao	met
upoznaše	they met
Upoznat	Familiar
upoznati	to meet
upoznavši	having met
upozorava	warns
upozoravaju	they warn
upozoravali	warned
upozoravam	I warn
upozoravao	warned
upozoren	warned
upozoreni	warned
upozorenja	warnings
upozorenje	warning
upozorenjima	warnings
upozori	warn
upozorili	warned
upozorim	warn
upozorio	warned
upozoriš	warn
upozorit	warn
upozoriti	warn
upozorivši	having warned
uprava	administration
uprave	administration
upravi	administration
upravih	I managed
upravili	managed
upravim	I manage
upravio	managed
upravit	manage
upravite	manage
upravitelj	governor
upravitelja	manager
upravitelje	managers
upraviteljem	manager
Upraviteljevi	Managers
upravitelji	managers
upraviteljima	managers
upraviteljstvo	management
upravitelju	to the manager
upraviti	direct
upravlja	manages
upravljaju	they manage
upravljala	managed
upravljali	managed
upravljam	I manage
upravljanja	management
upravljanje	management
upravljanju	management
upravljao	managed
upravljaš	you manage
upravljaše	managed
upravljati	govern
upravljen	managed
upravljena	managed
upravljene	managed
upravnici	managers
upravnik	manager
upravnika	manager
upravnike	managers
upravniku	to the manager
upravo	just
upravom	administration
upravu	administration
uprazno	idle
upre	against
upregne	harness
Upregni	Harness
upregnite	harness
upregnu	harness
upregnuše	harnessed
upregnutim	harnessed
uprkos	despite
uprljali	soiled
uprljam	I dirty
uprljaše	they soiled
uprljati	dirty
upropašćuje	ruins
upropaštava	ruins
upropaštavaj	ruin
upropaštavaš	you are ruining
upropaštavate	you are ruining
upropašten	ruined
upropaštena	ruined
upropasti	to ruin
upropastila	ruined
upropastili	ruined
upropastim	I ruin
upropastimo	let's ruin
upropastio	ruined
upropastit	to ruin
upropastiti	destroy
uprska	mess
uprte	focused
uprti	to focus
uprtih	focused
upućen	sent
upućena	addressed
upućene	addressed
upućeno	addressed
upućenog	sent
upućivao	instructed
upućivati	to direct
upućuje	refers
upućujem	I refer
upućuješ	you are referring
upućuju	they refer
upušta	indulges
upuštaj	indulge
uputa	instruction
uputama	instructions
upute	instructions
uputi	instructions
uputih	instructions
uputili	sent
uputim	I instruct
uputio	instructed
uputiš	you instruct
uputiše	they instructed
uputit	to instruct
uputiti	send
uputu	instruction
Ura	Hurray
uračuna	included
uračunala	calculated
uračunalo	including
uračunati	include
uračunava	includes
urade	they do
uradi	do it
uradila	did
uradili	did
uradim	I do
uradio	did
uradiš	you do
uradiše	they did
uradiste	you did
uradite	do it
uraditi	do
urani	uranium
urastemo	let's grow together
Urazumi	Reasons
urazumit	to reason
urazumite	make sense
urazumiti	to reason with
urazumljuje	rationalizes
Urbana	Urban
uredan	neat
uredbama	regulations
uredbe	regulations
uređen	arranged
uređena	arranged
Uređenje	Arrangement
uređeno	arranged
uredi	edit
uredili	arranged
uredio	edited
urediše	they arranged
uredite	edit
urediti	arrange
uređivat	to edit
uredna	neat
urednim	neat
uredno	orderly
uredu	okay
uređuje	edits
urezan	carved
urezana	engraved
urezani	engraved
urezao	engraved
urezat	engraved
urezima	notches
urezivao	engraved
Uri	Uri
Uriel	Uriel
Uriela	Uriel
Urij	Urijah
Urija	Uriah
Urije	Uriah
Urijev	Uri's
Urijeva	Uri's
Uriji	Uriah
Urijin	Uriah
Urijina	Uriah's
Urijinu	Uriah
Uriju	Uriah
Urim	Urim
Urima	Urim
Urimom	Urim
Urisov	Uris's
urlaju	they roar
urlali	howled
urlanja	howling
urlanje	howling
urlati	howl
urlik	roar
urlikat	howl
urod	crop
uroda	crop
urodila	gave birth
urodio	born
urodite	innate
uroditi	to give birth
Urota	Plot
urote	conspiracies
urotili	conspired
urotio	conspired
urotiše	they conspired
urotom	by conspiracy
Urov	Urov
Uru	Hour
uruče	deliver
uruči	deliver
uručujete	you deliver
urušavaju	they collapse
urušavaš	you are collapsing
uruše	collapse
urušene	collapsed
uruši	collapse
urušio	collapsed
urušiše	collapsed
urušiti	collapse
us	louse
Usa	USA
usađenu	implanted
Usadit	To plant
usahla	withered
usahne	wither
usahnuti	wither
usamljen	lonely
usamljena	lonely
usamljene	lonely
usamljeni	lonely
usamljeniku	to a loner
usamljenim	lonely
usamljeno	lonely
usana	lips
ušao	entered
ušaru	earwig
usavršavajte	improve
usavršavanje	improvement
usavrši	perfect
usavršiti	perfect
ušavši	having entered
ušća	estuaries
usekače	cutters
useli	move in
uselio	moved in
useljenik	immigrant
uši	ears
ušicu	eyelet
usijane	red-hot
usijano	red-hot
usijanog	red-hot
usijecajte	cut in
ušiju	ears
ušima	ears
usjekače	cutters
usjekači	cutters
usjekačima	cutters
usjev	crop
usjeva	crops
usjeve	crops
usjevima	crops
usjevu	crop
uska	narrow
uskače	jumps in
uski	narrow
usko	narrow
uskomeša	stirs
uskomešali	stirred
uskomešalo	stirred
uskomešan	turbulent
uskomešanost	turbulence
uskomešao	stirred
uskomešaše	stirred up
uskomešati	stir
uškope	castration
uškopljenik	eunuch
Uškopljeniku	To the eunuch
uskoro	soon
uskovitlana	swirling
uskraćen	deprived
uskraćeno	deprived
uskraćivati	to deprive
uskraćuj	deny
uskraćuje	denies
uskraćujem	I deny
uskrati	deny
uskratih	denied
uskratili	denied
uskratim	deny
uskratio	denied
uskratiti	to deny
ušla	entered
ušle	entered
ušli	entered
uslijed	due to
usliša	hears
uslišan	obedient
uslišana	granted
uslišao	heard
uslišati	to listen
uslišava	listens
uslišavaš	you are listening
uslišene	granted
uslišeni	answered
usliši	listen
uslišio	answered
uslišiš	you hear
uslišiti	to hear
uslišuješ	you are listening
uslove	conditions
uslovima	conditions
usluge	services
uslugu	service
usluživati	to serve
usmeno	orally
usmjerava	directs
usmjeravati	to direct
usmjere	directions
usmjeri	direct
Usmjerimo	Let's direct
usmjerio	directed
usmjeriti	direct
usmrćujete	you are killing
usmrdi	stink
usmrdje	stench
usmrdjela	stinky
usmrdjeti	to stink
usmrti	to death
usmrtih	killed
usmrtio	killed
usmrtite	kill
usnama	lips
usne	lips
usni	lip
usnih	oral
usnije	more leathery
usniju	more beautiful
usnili	fell asleep
usnio	dreamed
usnu	lip
usnuli	asleep
usnulih	asleep
uspalila	turned on
uspaljenosti	arousal
uspava	puts to sleep
uspavanih	sleeping
uspavljuje	puts to sleep
uspeh	success
uspeli	succeeded
uspeo	succeeded
uspet	succeeded
uspeti	succeed
uspije	succeed
uspiješ	you succeed
uspijete	you succeed
uspijeva	succeeds
uspijevaju	they succeed
uspijevali	succeeded
uspijevalo	succeeded
uspijevao	succeeded
uspijevat	succeed
uspijevati	prosper
uspiju	succeed
uspinjahu	they climbed
uspinjao	climbed
uspinjati	to climb
uspinje	climbs
uspinju	they climb
uspio	succeeded
uspjeh	success
uspjeha	success
uspjeli	succeeded
uspjelo	succeeded
uspjeni	successful
uspješan	successful
uspješe	they succeeded
uspješni	successful
uspješnim	successful
uspješno	successfully
uspjet	successful
uspjeti	succeed
uspne	good luck
Uspni	Climb
Uspnite	Climb
uspokojili	satisfied
uspomenu	memory
uspon	rise
usporedim	compare
uspoređivati	to compare
uspostave	establishment
uspostavi	establish
uspostavio	established
uspostaviti	establish
uspostavivši	having established
uspostavljajte	establish
uspostavljajući	establishing
uspostavljam	I establish
uspostavljen	established
uspravi	straighten up
uspravih	upright
uspraviš	you straighten up
uspraviše	they straightened up
uspravite	straighten up
uspraviti	to straighten
uspravlja	straightens
uspravljam	I straighten up.
uspravljen	plunging
uspravni	upright
uspravno	upright
usprotivi	oppose
usprotivih	I opposed
usprotivili	opposed
usprotivio	opposed
usprotiviš	you object
usprotiviše	opposite
usprotiviste	you opposed
usprotiviti	to oppose
usput	by the way
usrdno	earnestly
Usrećuju	They make you happy.
usred	in the middle
usredio	focused
Usredotoči	Focus
usredotočili	focused
usredotočio	focused
usta	mouth
ustade	got up
ustadoh	I got up.
ustadoše	they got up
ustadosmo	we got up
ustadoste	you got up
ustaj	get up
ustajali	stale
ustajao	stale
ustajati	to get up
ustaje	gets up
ustajem	I'm getting up.
ustaješ	you get up
ustajte	get up
ustaju	they get up
ustala	got up
ustali	stand up
ustaljenu	established
ustalo	rose
ustanak	uprising
ustane	get up
ustanem	I get up.
ustanemo	let's get up
ustanete	get up
ustani	stand up
Ustanite	Get up.
ustanovi	institute
ustanovili	established
ustanovio	established
ustanoviti	establish
ustanu	they get up
ustao	got up
ustaše	Ustashas
ustat	get up
ustati	stand up
uštedi	save
uštedjeli	saved
ustežite	hold back
ustima	mouth
ustoličen	enthroned
ustoliči	enthrone
ustoličih	enthroned
ustraj	persist
ustrajali	persisted
ustrajan	persistent
ustrajavali	persisted
ustraje	persists
ustrajemo	we persist
ustrajete	you persist
ustrajna	persistent
ustrajni	persistent
ustrajno	persistently
ustrajnošću	perseverance
ustrajnost	perseverance
ustrajnosti	perseverance
ustrajte	persist
ustraju	persist
ustranu	sideways
ustrijeljen	shot
ustuknu	retreat
ustuknuti	recoil
ustupi	give way
ustvrdili	asserted
usud	fate
usudila	dared
usudio	dared
usuditi	dare
usuđivali	dared
usuđivao	dared
usuđuje	dares
usuđujem	I dare
usuđujemo	we dare
usuđujte	dare
usuđuju	they dare
ušuljala	sneaked in
Ušuljali	Sneaked in
ušunjao	sneaked in
ususret	towards
ušute	shut up
ušuti	shut up
ušutjeli	fell silent
ušutjeti	to shut up
ušutkaj	shut up
ušutkan	silenced
ušutkao	silenced
ušutkate	shut up
ušutkati	silence
ušutkivali	silenced
ušutkuje	silences
usvojim	adopt
utabore	camps
utabori	camps
utaborili	camped
utaborio	camped
utaboriš	you camp
utaboriše	camped
Utaborit	Camp
utaborite	camp
utaboriti	to camp
Utaj	Conceal
utaliti	to calm down
utamničenje	imprisonment
utamničenog	imprisoned
utapati	to drown
uteći	flee
utege	weights
utekli	escaped
utekne	escapes
uteknem	I escape.
Utekni	Run away
utekoh	I escaped.
utemeljen	established
utemeljena	founded
utemeljene	well-founded
utemeljeni	established
utemeljenja	foundations
utemeljeno	well-founded
utemeljenoj	established
utemelji	establish
utemeljili	founded
utemeljio	founded
utemeljiše	they founded
utemeljit	to establish
utemeljitelja	founder
utemeljiti	to establish
utezi	weights
utihne	quiet down
utihnite	be quiet
utihnuli	quieted down
utihnuo	quieted down
utihnuti	to be quiet
utireš	you are paving
utiša	silence
Utišaj	Mute
Utišajte	Turn it down.
utišaju	they silence
utišao	quieted down
utišati	to silence
utjecajan	influential
utjecajniji	more influential
utječe	affects
utječem	I influence
utječu	influence
utjeha	comfort
utjehe	consolation
utjehom	with comfort
utjehu	comfort
utjeraj	force
utjerati	to force
utjerava	forces
Utjerivao	Forced
utješe	consolation
utješen	comforted
utješena	comforted
utješene	comforted
utješeni	comforted
utješi	comfort
utješili	comforted
utješim	I comfort
utješio	comforted
utješiš	you comfort
utješiše	comforted
utješite	comfort
utješitelj	comforter
utješitelji	comforters
utješiti	comfort
utka	weave
utkani	woven
utkanim	woven
utkaše	they weaved
utkati	weave
uto	Tue
utočišta	refuges
utočište	asylum
utočištem	refuge
utočištu	refuge
utolite	calm down
