flds,sfld
"請給我半個西瓜。<br><br>请给我半个西瓜。qǐng gěi wǒ bàn gè xī guā<br><br>Please give me half of the watermelon.","請給我半個西瓜。请给我半个西瓜。"
"這些學生，一半是美國人，一半是日本人。<br><br>这些学生，一半是美国人，一半什么日本人。zhè xiē xué shēng yī bàn shì měi guó rén yī bàn shén me rì běn rén<br><br>Of these students, half of them are American, the other half are Japanese.","這些學生，一半是美國人，一半是日本人。这些学生，一半是美国人，一半什么日本人。"
"這兩個孩子真可愛。<br><br>这两个孩子真可爱。zhè liǎng gè hái zi zhēn kě ài<br><br>These two kids are really cute.","這兩個孩子真可愛。这两个孩子真可爱。"
"他家有不少外國東西。<br><br>他家有不少外国东西。tā jiā yǒu bù shǎo wài guó dōng xi<br><br>His house has quite a few foreign things.","他家有不少外國東西。他家有不少外国东西。"
"我的錢很少，可是我的書很多。<br><br>我的钱很少，可是我的书很多。wǒ de qián hěn shǎo kě shì wǒ de shū hěn duō<br><br>I don't have much money, but I have a lot of books.","我的錢很少，可是我的書很多。我的钱很少，可是我的书很多。"
"這位是我的女朋友，她叫瑪麗。<br><br>这位是我的女朋友，她叫玛丽。zhè wèi shì wǒ de nǚ péng yǒu tā jiào mǎ lì<br><br>This is my girlfriend, her name is Mary.","這位是我的女朋友，她叫瑪麗。这位是我的女朋友，她叫玛丽。"
"他認識很多中國朋友。<br><br>他认识很多中国朋友。tā rèn shi hěn duō zhōng guó péng yǒu<br><br>He knows many Chinese friends.","他認識很多中國朋友。他认识很多中国朋友。"
"王先生的女兒非常可愛。<br><br>王先生的女儿非常可爱。wáng xiān shēng de nǚ ér fēi cháng kě ài<br><br>Mr. Wang's daughter is very cute.","王先生的女兒非常可愛。王先生的女儿非常可爱。"
"李太太家的孩子都很聰明。<br><br>李太太家的孩子都很聪明。li tài tài jiā de hái zi dōu hěn cōng míng<br><br>Mrs. Li's children are all very smart.","李太太家的孩子都很聰明。李太太家的孩子都很聪明。"
"我很喜歡看中國電影。<br><br>我很喜欢看中国电影。wǒ hěn xǐ huan kàn zhòng guó diàn yǐng<br><br>I really like to watch Chinese movies.","我很喜歡看中國電影。我很喜欢看中国电影。"
"我要一份中文報和一份英文報。<br><br>我要一份中文报和一份英文报。wǒ yào yī fèn zhōng wén bào hé yī fèn yīng wén bào<br><br>I want one Chinese newspaper and one English newspaper.","我要一份中文報和一份英文報。我要一份中文报和一份英文报。"
"你們這些書都很難。<br><br>你们这些书都很难。nǐ men zhè xiē shū dōu hěn nán<br><br>Your books are all very difficult.","你們這些書都很難。你们这些书都很难。"
"你姐姐的男朋友叫什麽名字？<br><br>你姐姐的男朋友叫什么名字？nǐ jie jie de nán péng yǒu jiào shén me míng zì<br><br>What's your older sister's boyfriend's name?","你姐姐的男朋友叫什麽名字？你姐姐的男朋友叫什么名字？"
"我的學生，有的是中國人，有的是外國人。<br><br>我的学生，有的是中国人，有的是外国人。wǒ de xué shēng yǒu de shì zhōng guó rén yǒu de shì wài guó rén<br><br>Of my students, some are Chinese, some are foreigners.","我的學生，有的是中國人，有的是外國人。我的学生，有的是中国人，有的是外国人。"
"他想買一枝美國筆。<br><br>他想买一枝美国笔。tā xiǎng mǎi yī zhī měi guó bǐ<br><br>He's thinking of buying an American pen.","他想買一枝美國筆。他想买一枝美国笔。"
"我想那個人不是中國人。 <br><br>我想那个人不是中国人。wǒ xiǎng nà gè rén bù shì zhōng guó rén<br><br>I think that person is not Chinese.","我想那個人不是中國人。 我想那个人不是中国人。"
"我很想我媽媽。<br><br>我很想我妈妈。wǒ hěn xiǎng wǒ mā ma<br><br>I really miss my mother.","我很想我媽媽。我很想我妈妈。"
"我的筆是新的。<br><br>我的笔是新的。wǒ de bǐ shì xīn de<br><br>My pen is new.","我的筆是新的。我的笔是新的。"
"我沒有照像機。<br><br>我没有照像机。wǒ méi yǒu zhào xiàng jī<br><br>I don't have a camera.","我沒有照像機。我没有照像机。"
"請問您是哪國人？<br><br>请问您是哪国人？qǐng wèn nín shì nǎ guó rén<br><br>Excuse me, what country are you from?","請問您是哪國人？请问您是哪国人？"
"我問他這個叫什麽。<br><br>我问他这个叫什么。wǒ wèn tā zhè ge jiào shén me<br><br>I asked him what this is called.","我問他這個叫什麽。我问他这个叫什么。"
"我想要買一輛舊車。<br><br>我想要买一辆旧车。wǒ xiǎng yào mǎi yī liàng jiù chē<br><br>I'm want to buy a used car.","我想要買一輛舊車。我想要买一辆旧车。"
"天氣太熱了。<br><br>天气太热了。tiān qì tài rè le<br><br>The weather is too hot.","天氣太熱了。天气太热了。"
"我家的電視機是日本貨。<br><br>我家的电视机是日本货。wǒ jiā de diàn shì jī shì rì běn huò<br><br>My family's TV is a Japanese product.","我家的電視機是日本貨。我家的电视机是日本货。"
"我覺得他的車很好看。<br><br>我觉得他的车很好看。wǒ jué de tā de jū hěn hǎo kàn<br><br>I think that his car looks very nice.","我覺得他的車很好看。我觉得他的车很好看。"
"我的車很大。<br><br>我的车很大。wǒ de chē hěn dà<br><br>My car is very big.<br><br>","我的車很大。我的车很大。"
"我有一百塊錢。<br><br>我有一百块钱。wǒ yǒu yī bǎi kuài qián<br><br>I have one hundred dollars.","我有一百塊錢。我有一百块钱。"
"這枝筆很便宜，可是很好。<br><br>这枝笔很便宜，可是很好。zhè zhī bǐ hěn pián yi kě shì hěn hǎo<br><br>This pen is very cheap, but it's very good.","這枝筆很便宜，可是很好。这枝笔很便宜，可是很好。"
"他只有一個弟弟。<br><br>他只有一个弟弟。tā zhǐ yǒu yī gè dì di<br><br>The only has one little brother.","他只有一個弟弟。他只有一个弟弟。"
"那輛車賣多少錢？<br><br>那辆车卖多少钱？nà liàng chē mài duō shǎo qián<br><br>How much is that car selling for?","那輛車賣多少錢？那辆车卖多少钱？"
"我們大學有很多學生。<br><br>我们大学有很多学生。wǒ men dà xué yǒu hěn duō xué shēng<br><br>Our university has a lot of students.","我們大學有很多學生。我们大学有很多学生。"
"那輛車賣一萬塊錢。<br><br>那辆车卖一万块钱。nà liàng chē mài yī wàn kuài qián<br><br>That car sells for ten thousand dollars.","那輛車賣一萬塊錢。那辆车卖一万块钱。"
"我不知道那個英國人姓什麽。<br><br>我不知道那个英国人姓什么。wǒ bù zhī dào nàgè yīng guó rén xìng shén me<br><br>I don't know what that English man's family (last) name is.","我不知道那個英國人姓什麽。我不知道那个英国人姓什么。"
"一個錶一千塊錢，貴不貴？<br><br>一个表一千块钱，贵不贵？yī ge biǎo yī qiān kuài qián guì bù guì<br><br>Is a thousand dollars for a watch expensive?","一個錶一千塊錢，貴不貴？一个表一千块钱，贵不贵？"
"他真是一個好人。<br><br>他真是一个好人。tā zhēn shi yī gè hǎo rén<br><br>He really is a good person.","他真是一個好人。他真是一个好人。"
"那個學校很好。<br><br>那个学校很好。nà ge xué xiào hěn hǎo<br><br>That school is very good.","那個學校很好。那个学校很好。"
"他哥哥很有名。tā gē ge hěn yǒu míng<br><br>His older brother is very famous.","他哥哥很有名。"
"美國有幾億人？<br><br>美国有几亿人？měi guó yǒu jǐ yì rén<br><br>How many hundreds of millions of people are there in the USA?<br>(億/亿 means one hundred million 100,000,000)","美國有幾億人？美国有几亿人？"
"他只給我五塊錢，不夠。<br><br>他只给我五块钱，不够。tā zhǐ gěi wǒ wǔ kuài qián bù gòu<br><br>He only gave me five dollars, it isn't enough.","他只給我五塊錢，不夠。他只给我五块钱，不够。"
"三百多塊錢。<br><br>三百多块钱。sān bǎi duō kuài qián<br><br>More than three hundred dollars.<br>(This is a rough guess between $300 and $400)","三百多塊錢。三百多块钱。"
"李老師有一百多本中文書。<br><br>李老师有一百多本中文书。li lǎo shī yǒu yī bǎi duō běn zhōng wén shū<br><br>Teacher Li has over 100 Chinese books.<br>","李老師有一百多本中文書。李老师有一百多本中文书。"
"那個小孩子只有一塊多錢。<br><br>那个小孩子只有一块多钱。nà ge xiǎo hái zi zhǐ yǒu yī kuài duō qián<br><br>That little kid only has a little more than one dollar.","那個小孩子只有一塊多錢。那个小孩子只有一块多钱。"
"我們一共有八塊多錢，夠不夠？<br><br>我们一共有八块多钱，够不够？wǒ men yī gòng yǒu bā kuài duō qián gòu bù gòu<br><br>We, together, have just over 8 dollars, is that enough?","我們一共有八塊多錢，夠不夠？我们一共有八块多钱，够不够？"
"兩本書一共三塊多錢，真便宜。<br><br>两本书一共三块多钱，真便宜。liǎng běn shū yī gòng sān kuài duō qián zhēn pián yi<br><br>Two books are just over three dollars, that's really cheap.","兩本書一共三塊多錢，真便宜。两本书一共三块多钱，真便宜。"
"有的人喜歡大車，有的人喜歡小車。<br><br>有的人喜欢大车，有的人喜欢小车。yǒu de rén xǐ huan dà chē yǒu de rén xǐ huan xiǎo chē<br><br>Some people like big cars, others like small cars.","有的人喜歡大車，有的人喜歡小車。有的人喜欢大车，有的人喜欢小车。"
"有名的人都很忙。yǒu míng de rén dōu hěn máng<br><br>Famous people are all very busy.","有名的人都很忙。"
"他們是很好的朋友。<br><br>他们是很好的朋友。tā men shì hěn hǎo de péng yǒu<br><br>They are good friends.","他們是很好的朋友。他们是很好的朋友。"
"我有很多的日本東西。<br><br>我有很多的日本东西。wǒ yǒu hěn duō de rì běn dōng xi<br><br>I have a lot of Japanese things.","我有很多的日本東西。我有很多的日本东西。"
"那兩個人，高的姓張，矮的姓李。<br><br>那两个人，高的姓张，矮的姓李。nà liǎng ge rén gāo de xìng zhāng ǎi de xìng li<br><br>Of those two people, the tall one is Zhang, the short one is Li.","那兩個人，高的姓張，矮的姓李。那两个人，高的姓张，矮的姓李。"
"那兩個錶，小的是我的，大的是我先生的。<br><br>那两个表，小|的是我的，大的是我先生的。nà liǎng gè biǎo xiǎo de shì wǒ de dà de shì wǒ xiān shēng de<br><br>Of those two watches, the small one is mine, the big one is my husband's.","那兩個錶，小的是我的，大的是我先生的。那两个表，小的是我的，大的是我先生的。"
"這兩位小姐，一位高，一位矮，哪位是日本人？<br><br>这两位小姐，一位高，一位矮，哪位是日本人？zhè liǎng wèi xiǎo jiě yī wèi gāo yī wèi ǎi nǎ wèi shén me rì běn rén<br><br>Of these two ladies, one is tall, one is short, which one is Japanese?","這兩位小姐，一位高，一位矮，哪位是日本人？这两位小姐，一位高，一位矮，哪位是日本人？"
"臺灣的，日本的，韓國的，大部分牌子都有。<br><br>台湾的，日本的，韩国的，大部分牌子都有。tái wān de rì běn de hán guó de dà bù fèn pái zi dōu yǒu<br><br>Of Taiwense ones, Japanese ones, and Korean ones, we have almost all brands.","臺灣的，日本的，韓國的，大部分牌子都有。台湾的，日本的，韩国的，大部分牌子都有。"
"李先生做什麽生意？<br><br>李先生做什么生意？li xiān shēng zuò shén me shēng yì<br><br>What business is Mr. Li in?","李先生做什麽生意？李先生做什么生意？"
"張先生賣外國車，他的生意很好。<br><br>张先生卖外国车，他的生意很好。zhāng xiān shēng mài wài guó chē tā de shēng yì hěn hǎo<br><br>Mr Zhang sells foreign cars, he has a very good business.","張先生賣外國車，他的生意很好。张先生卖外国车，他的生意很好。"
"你的電腦是什麽牌子的？<br><br>你的电脑是什么牌子的？nǐ de diàn nǎo shì shén me pái zi de<br><br>What brand is your computer?","你的電腦是什麽牌子的？你的电脑是什么牌子的？"
"大部分的中國人都愛喝茶。<br><br>大部分的中国人都爱喝茶。dà bù fèn de zhōng guó rén dōu ài hē chá<br><br>Most Chinese people love to drink tea.","大部分的中國人都愛喝茶。大部分的中国人都爱喝茶。"
"這個部分很難，我不太懂。<br><br>这个部分很难，我不太懂。zhè ge bù fèn hěn nán wǒ bù tài dǒng zuò<br><br>This part is hard, I don't really understand.","這個部分很難，我不太懂。这个部分很难，我不太懂。"
"這個牌子的電腦非常好，可是比較貴。<br><br>这个牌子的电脑非常好，可是比较贵。zhè ge pái zi de diàn nǎo fēi cháng hǎo kě shì bǐ jiào guì<br><br>This brand of computer is very good, but it's more expensive.","這個牌子的電腦非常好，可是比較貴。这个牌子的电脑非常好，可是比较贵。"
"我比較喜歡看中文電影。<br><br>我比较喜欢看中文电影。wǒ bǐ jiào xǐ huan kàn zhōng wén diàn yǐng<br><br>I prefer to watch Chinese movies.","我比較喜歡看中文電影。我比较喜欢看中文电影。"
