一	one
自責	self-condemned
自重大	self-important
臭	stink
臭名昭著	infamous
臭名昭著	notorious
至	to
致命	deadly
致命	fatal
致命	fatally
致命	lethal
致富快	get-rich-quick
致盲	blinding
舀	scoop
與此同時	meantime
與此同時	meanwhile
興亞	Koa
興奮	excited
興旺	thrive
興高采烈地	gleefully
舉步為艱	reeled
舉起的	upraised
舊	old
舊的	older
舌	tongue
舌頭	tongues
舍	shekels
舍伯那	Shebna
舍瓦	Sheva
舒展	stretches
舒服的	comfortless
舒爾	Shur
舒適	comforts
舔	lick
舔	licked
舔	licking
舞動	galloping
舞弊	fraud
舞者	dancers
舞蹈	dance
舞蹈	dances
航海的	seafaring
航行	sailed
航行	voyages
舵	rudder
舵	rudders
舵手	helmsmen
舷梯	ramp
船	boat
船	boats
船	ship
船上	aboard
船員	crew
船員	crews
船東	shipowners
船殼	hull
船舶	ships
船長	captains
船隻	vessel
船隻	vessels
船頭	prow
艙口	hatches
艦隊	fleet
良心	conscience
良心	consciences
艱辛	hardships
色帶	ribbon
艷羨	envied
艾亞	Aija
艾克	Eker
艾哈佛	Ahava
艾因	Ain
艾拉	Ira
艾文	Aven
艾格	Etam
艾薩克	Isaac
艾麗卡	Elika
芊芊	flourishing
芥末	mustard
芯片	chip
花	flower
花	spend
花	spends
花卉	flowers
花圈	wreath
花圈	wreaths
花園	garden
花園	gardens
花束	bouquet
花環	garlands
花瓣	petals
花言巧語的	smooth-tongued
花費	expenses
花費	spent
芳香	aromatic
芽	bud
芽	buds
芽	shoots
芽接	budding
苗	seedlings
苛刻	harsh
苠	multitude
苦	bitter
苦	hardship
苦修	penance
苦味	bitterness
苦惱	distressed
苦惱	troubled
苦澀	agonized
苦澀	anguished
苦澀	pained
苦難	afflictions
苦難	distress
苦難	misery
苦難	tribulation
英俊	handsome
英勇	heroic
英勇	valiant
英寸	inch
英寸	inches
英畝	acre
英里	mile
英里	miles
英鎊	pounds
英鎊	sterling
英雄	hero
英雄	heroes
范甯	fanning
茅房	latrine
草	grass
草	grasses
草地	meadow
草場	pasturelands
草寇	bandits
草案	draft
草甸	meadows
草草	hastily
草藥	herbs
荊棘	bramble
荊棘	brambles
荊棘	briers
荊棘	thornbushes
荊棘	thorns
荒地	wasteland
荒地	wastelands
荒涼	desolate
荒涼的	godforsaken
荒蕪	barren
荒蕪	desolated
荒誕	absurd
荒謬	ridiculous
荒野	wilderness
莉迪亞	Lydia
莊嚴	solemn
莊嚴	stately
莎拉	Sarah
莎樂美	Salome
莎瑪	Shama
莎菲拉	Sapphira
莖	stalk
莢	pods
莫薩	Moza
莫迪凱	Mordecai
莫里亞	Moriah
莫須有	groundless
莽莽	luxuriant
菊	Ammonite
菊	Ammonites
菖蒲	calamus
菜單	menu
華美	colorful
華蓋	canopy
華麗	gorgeous
華麗地	splendidly
華麗的	magnificent
菲伊	filly
菲利普	Philip
菲比	Phoebe
菲科爾	Phicol
萊博 - 哈馬	Lebo-hamath
萊桑尼亞斯	Lysanias
萊納斯	Linus
萊西阿斯	Lysias
萊赫	Lehi
萎凋	withering
萎縮	shrank
萎縮	shrivel
萬丈	bottomless
萬能	all-powerful
落下	falling
落下	swoop
落後	backward
落後	trail
落後	trailed
落水	overboard
落潮	ebb
落馬	sacked
葉	leaf
葉	lobe
葉子	foliage
葉片	blades
著名	celebrated
著名	famed
著名	famous
著火	afire
葛森	Gershon
葡萄	grape
葡萄	grapes
葡萄乾	raisin
葡萄乾	raisins
葡萄園	vineyard
葡萄園	vineyards
葡萄採摘	grape-picking
葡萄藤	grapevine
葡萄藤	grapevines
葡萄酒	wines
董事	directors
葫蘆	gourds
葬禮	burial
葬禮	funeral
葬禮	funerals
蒂科阿	Tekoa
蒂莫	Timon
蒂莫西	Timothy
蒂邁歐篇	Timaeus
蒐集	collect
蒐集	gathering
蒐集	glean
蒔蘿	dill
蒙住眼睛	blindfolded
蒲式耳	bushel
蒲式耳	bushels
蒲草	bulrushes
蒸氣	vapors
蒸汽	steam
蒸發	evaporated
蒸發	evaporates
蒸餾出	distills
蒼涼	desolation
蒼白	pale
蒼蠅	flies
蒼鷺	herons
蓄水池	cisterns
蓋	cover
蓋	lid
蓋子	covers
蓋烏斯	Gaius
蓬	disheveled
蓬勃	vigorous
蓬勃發展	flourished
蓮花	lotus
蔑視	defiance
蔑視	defied
蔑視	despising
蔑視	disdainful
蔑視	mockery
蔑視	scorned
蔓延	sprawling
蔓生	sprawl
蔬菜	vegetable
蔬菜	vegetables
蕁麻	nettles
蕭條	depression
薄	infertile
薄壁	walled
薄情	fickle
薄霧	mist
薊	thistle
薊	thistles
薛西	Artaxerxes
薛西斯	Xerxes
薩利姆	Salim
薩土	Zattu
薩拉米斯	Salamis
薩拜	Zabbai
薩比教徒	Sabeans
薩爾瑪	Salma
薩爾貢	Sargon
薩科	Nicolas
薩莫斯	Samos
薩莫色雷斯	Samothrace
薩萊	Sarai
薩迪斯	Sardis
薩里德	Sarid
薰	embalm
藇	fine-looking
藉口	excuse
藉口	excuses
藍寶石	sapphire
藍寶石	sapphires
藍色	blue
藏	hid
藏	hiding
藏	tucked
藏紅花	saffron
藝術	arts
藤	vines
藤蔓	vine
藥品	medicines
藥膏	ointments
蘆葦	reed
蘆葦	reeds
蘇爾	Sur
蘇珊娜	Susanna
蘇薩	Susa
蘋果	apple
蘋果	apples
蘸	dip
蘸	dipped
虐待	mistreat
虐待	mistreated
虐待	mistreating
虔	pious
虔敬	reverent
虔誠的	devout
虔誠的	prayerful
處女	virgin
處女	virgins
處決	executions
處理	dealt
處理	handle
處理	handled
處理	handling
處理	process
處置	disposal
處罰	penalties
處罰	punished
處罰	punishments
虛偽	pretense
虛度	desecrate
虛心	humbly
虛無	nothingness
虛線	dashed
虛虛實實	falsehoods
號手	trumpeters
號角	bugle
虻	gadfly
蚊蚋	gnat
蚊蚋	gnats
蚱蜢	grasshopper
蚱蜢	grasshoppers
蛆	maggots
蛇	serpent
蛇	serpents
蛇	snake
蛇	snakes
蛇咬傷	snakebites
蛋	egg
蛋	eggs
蛋糕	cake
蛋糕	cakes
蛾	moth
蛾摩拉	Gomorrah
蜂擁	swarming
蜂擁而至	flocked
蜂窩	honeycomb
蜇傷	stings
蜘蛛網	spiderweb
蜜糖	honey
蜜蜂	bees
蜥蜴	lizard
蜥蜴	lizards
蝎子	scorpions
蝕刻	etched
蝗蟲	locusts
蝙蝠	bat
蝙蝠	bats
蝸牛	snails
融化	melting
融化了	melted
螞蟻	ants
螺栓	bolt
螺栓	bolts
蟋蟀	crickets
蟲	worm
蟲蝕	moth-eaten
蠍	scorpion
蠕蟲	worms
蠟	wax
蠟剪	snuffers
蠢事	folly
血塊	gore
血塗	blood-smeared
血污	bloodstained
血洗	bloodbath
血液	blood
血紅	bloodred
血絲	bloodshot
血腥	bloody
血跡	bloodstains
血跡斑斑	bloodied
行	row
行	rows
行使	exercise
行使	exercised
行列	ranks
行動	acted
行動	action
行動	actions
行政	administration
行政的	administrative
行李	baggage
行業	industry
行為	acts
行為	behaving
行為	behavior
行為	deeds
行程	itinerary
行程	stroke
行色匆匆	hurrying
行賄	bribes
行走	plying
行軍	marching
術語	term
街	street
街道	streets
衛冕	defending
衛士	guards
衝	rushed
衝	rushing
衝	stormed
衝動	urges
衝突	clash
衝突	conflict
衣夾	peg
衣服	clothes
衣櫃	wardrobe
表	table
表	tables
表兄弟	cousins
表姐	cousin
表彰	commendations
表彰	honoring
表揚	praises
表明	indicate
表現	behave
表現	express
表白	vindicate
表白	vindication
表達	expressed
表達	expressing
表達	expression
表達感謝	thanking
表面	surface
衰	fades
衰減	decaying
衰竭	exhaustion
衰落	decadence
衰變	decay
衰變	decays
衰退	fading
衰退	falter
衷心	heartfelt
衷心	wholehearted
袋	bag
袋	pouch
袍	gown
被刺	stabbed
被告	accused
被咬	bitten
被困	trapped
被定罪	convicted
被忽視	unnoticed
被忽視的	neglected
被挖	gouged
被捕	apprehended
被捕	arrested
被搶	robbed
被撞	knocked
被盜	stolen
被砸	smashed
被禁止	forbidden
被禁止	prohibited
被迫	compelled
被迫	forced
被騙	cheated
被騙	deceived
被騙	tricked
被驅逐	evicted
被驅逐出境	deported
裁判	magistrates
裁決	ruling
裁縫	tailor
裁縫	tailors
裂	clefts
裂口	chasm
裂口	cleft
裂口	rips
裂紋	crack
裂縫	cracks
裂縫	cranny
裘德	Jude
補丁	patch
補丁	patches
補償	compensate
補償	compensated
補充	replenish
補助	grants
補品	fortifying
補救	remedy
補種	replant
裝	fitted
裝	loaded
裝修	furnished
裝修	renovation
裝備	equip
裝備	equipped
裝備	outfitted
裝設	furnish
裝載	loading
裝飾	decorate
裝飾	decorated
裝飾	decoration
裝飾	decorative
裝飾	ornament
裝飾	trims
裡有長子耶利雅	Jeriah
裡特	Riphath
裳	skirts
裸	bare
裸	naked
裸	nakedness
裸露	bared
裸露	exposed
裸露	uncovered
製作	made
製作者	maker
製備	preparation
製品	products
製圖	mapping
製成的	manufactured
製造	making
製造	manufacture
製造商	makers
製造業	manufacturing
製陶工人	potter
複葉	fronds
複製	copied
複製	copy
複製	reproduce
複製品	replica
複雜	complex
複雜	complicated
褪色	fade
褪色	faded
褲子	pants
褶	draped
褶皺	folds
褻瀆	blaspheme
褻瀆	blasphemed
褻瀆	blasphemes
褻瀆	blasphemies
褻瀆	desecrated
褻瀆	desecrates
褻瀆	desecrating
褻瀆	desecration
褻瀆	profaned
褻瀆	profaning
褻瀆	profanity
褻瀆的話	blasphemy
褻瀆神明	blasphemous
襚	graveclothes
襟翼	flaps
襯	lining
襯套	bush
襯衣	undergarments
襯衫	shirt
襯衫	shirts
襲擊	attacked
襲擊	raid
襲擊	raiding
西	west
西	western
西乃山	Sinai
西列	Seled
西割	Segub
西北	northwest
西南	southwest
西宏	Sihon
西巴	Seba
西巴	Zebah
西巴第	Zebadiah
西庇太	Zebedee
西拉	Serah
西拉	Sirah
西提利	Sithri
西曷	Shihor
西曷-libnath	Shihor-libnath
西沽	Secu
西法瓦	Sepharvaim
西流	Seleucia
西烈	Sered
西珥	Seir
西班牙	Spain
西緬	Shimeon
西羅亞	Siloam
西萊雅	Seraiah
西蒙	Shimon
西蒙	Simon
西西拉	Sisera
西訂	Siddim
西頓	Sidon
西頓	Sidonians
西鹿	Serug
西麥	Simeon
要么	or
要求	claim
要求	demanded
要求	requested
要求	requests
要求	require
要求	requirements
要求	requires
要求	requiring
覆上	clothe
覆蓋	covered
覆蓋	covering
覆蓋	overlaid
覆蓋	overlay
覆蓋	overlaying
覆蓋物	coverings
見證	testimony
見證	witness
規	regulation
規則	rule
規則	rules
規劃	planning
規定	prescribed
規定	provision
規定	provisions
規定	specified
規定	stipulation
規定	stipulations
規格	specifications
規模	scale
視力	sight
視力	vision
視圖	view
視窗	windows
親	dear
親	parent
親切	cordially
親切	gracious
親密關係	intimacy
親愛的	dearest
親戚們	relatives
親自	personally
覬覦	coveting
觀察	observes
觀察到的	observed
觀星	stargazers
觀看	watching
觀點	viewpoint
角	corner
角度	angle
角色	role
角落	corners
角落	nook
解	solution
解僱	sack
解凍	thaws
解散	disbanded
解析	resolving
解析的源代碼	Parsin
解決	addressed
解決	resolve
解決	resolved
解決	settle
解決	settling
解決	solve
解讀	interpretations
解讀	interpreted
解讀	interpreting
解釋	explained
解釋	interpretation
解釋	interprets
解鎖	unlatch
解開	untie
解開	untying
解除武裝	disarmed
解除綁定	unbind
觸摸	touch
觸摸	touches
觸目驚心	shocking
觸目驚心	startling
言不由衷	insincere
言不由衷	insincerely
言語	speech
訂婚	engaged
訂婚	engagement
訂購	order
計	counted
計劃	plan
計劃	planned
計劃	plans
計劃	scheduled
計數	count
計數	counts
計數器	counter
計數器	counters
討價還價	bargain
討價還價	bargains
討價還價	haggles
討厭	despise
討厭	detests
討厭	disgusting
討厭	hate
討厭的	loathsome
討好	fawn
討論	discuss
討論	discussed
討論	discussing
討論	discussion
討論	discussions
訓斥	rebuke
訓練	training
訓練有素	well-trained
訖	Hul
記得	remember
記得	remembered
記得	remembers
記憶	memory
記憶	remembering
記錄	record
記錄	recorded
記錄	recording
記錄	records
訪問	access
訪問	interview
訪問	visit
訪問	visiting
訪問	visits
設備	equipment
設巴薩	Sheshbazzar
設想	conceived
設置	setting
設置	settings
設計	design
設計	designed
設計	designing
設計	designs
設計	devise
設計	devised
設計師	designers
許	Hur
許可證	permit
許可證	permits
許多	many
許多	much
許多色	many-colored
許米乃	Hymenaeus
許諾	promised
許諾	promises
訴狀	pleadings
訴訟	lawsuit
訴訟	lawsuits
訴訟	proceeding
註冊	registered
註冊	registration
註釋	comments
詐騙者	racketeers
評估	assess
評估	assessed
評估	assessments
評估	evaluate
評估	evaluating
評定	assessment
評論	Commentary
評論	review
評論家	critic
評議會	council
詛咒	curse
詛咒	cursed
詛咒	curses
詛咒	damnation
詢問	inquired
試	trying
試探	Tempter
試著	tried
試驗	trials
詩	poem
詩人	poet
詩人	poets
詩人	psalmist
詩篇	psalm
詩篇	psalms
詫異	surprised
詭計	intrigue
詭計	trickery
話	saying
話	words
話題	topic
該	the
該亞法	Caiaphas
該死	damned
該隱	Cain
該隱	Tubal-cain
詳情	detail
詳細	detailed
詹姆士	James
誇	boast
誇耀	boastfully
認	disown
認可	recognized
認定	finds
認為	regarded
認為	think
認真	earnest
認真地	seriously
認罪	pleas
認識	recognize
認識	recognizing
誓要	vowing
誓言	oath
誓言	vowed
誓言	vows
誘人的	inviting
誘人的	tempting
誘惑	entice
誘惑	enticed
誘惑	enticement
誘惑	seduced
誘惑	seducing
誘惑	seductively
誘惑	temptation
誘惑	temptations
誘捕	ensnare
誘捕	ensnaring
誘捕	trapping
誘殺	booby-trap
誚	mockers
語言	language
語言	languages
語重心長	earnestness
語錄	sayings
語音	voice
誠實	honest
誠實	honesty
誠意	sincerity
誠摯	sincerely
誡命	commandment
誤	mistakenly
誤導	misdirected
誤導	mislead
誤導	misleading
誤導	misled
誤殺	manslaughter
誤解	misunderstand
誤解	misunderstandings
誤解	misunderstood
說	remarked
說	say
說	says
說	spoken
說	talking
說不出話來	speechless
說出	utter
說情	intercede
說教	preaching
說明	describing
說明	explain
說明	explaining
說明	explains
說明	explanation
說明	explanations
說明	illustrate
說明	illustrates
說明	instructions
說服	convince
說服	persuade
說服	persuading
說服了	persuaded
說服力	persuasive
說話	speak
說話	speaks
說謊	lied
說謊	lying
說謊者	liar
說過	said
誰	who
誰	whoever
誰	whom
誰的	whose
課	lesson
課程	course
誹謗	slander
誹謗	slandered
誹謗	slandering
誹謗性的	scandalous
誹謗的	slanderous
誹謗者	slanderers
調	attune
調	tune
調味料	seasoning
調和	reconcile
調和	reconciling
調情	flirting
調查	investigate
調查	investigated
調查	investigation
調查	survey
調查	surveyed
調焦	focusing
調用	calling
調用	invoke
調用	invoked
調解	mediate
調養	nursed
諂媚的	flattering
談	talked
談判	negotiate
談論	talk
請	please
請享用	enjoy
請帖	invitation
請教	consult
請求	request
請求	requesting
請講	speaking
請願	petition
請願書	petitions
論壇	Forum
論據	argument
諮詢	consulted
諮詢	consulting
諳練	versed
諺語	proverb
諺語	proverbial
諺語	proverbs
諾	Enoch
諾亞	Noah
諾布	Nob
諾言	promise
謀殺	killing
謀殺	murder
謀殺	murdered
謀殺	murdering
謀殺	murders
謊	lies
謊言	deceit
謊言	lie
謎語	riddle
謎語	riddles
謙卑	humble
謙卑	humbles
謙虛	modest
謙虛	modesty
謙遜	humility
謝斯	Sheth
謝爾蓋	Sergius
謝謝	thank
謝謝	thanks
謠言	rumor
謬誤	falsehood
謹	solemnly
謹慎	cautious
謹慎	prudent
謹防	beware
證實	proved
證據	evidence
證明	demonstrated
證明	proof
證明	prove
證明	proven
證明	proves
證明	proving
譏	ridiculed
識別	recognizes
譙呵	berate
警告	warn
警告	warned
警告	warning
警告	warnings
警告	warns
警報	alarms
警報	alert
警察	police
警惕	wary
警衛室	guardroom
譯	interpret
議會	councils
譴責	condemn
譴責	condemned
譴責	condemning
譴責	condemns
譴責	denounced
護士	nurse
護士	nurses
護航	escorting
護送	escort
護送	escorted
讀	read
讀	reading
讀	reads
讀數	readings
讀者	reader
變	becomes
變	changed
變亮	brighten
變化	changes
變形	deformed
變得	becoming
變態	perversion
變態	perverted
變暖	warming
變暗	darken
變窄	narrowing
變色龍	chameleon
變醜	disfigure
讓	let
讓我們	lets
讓步	concession
讚揚	commended
讚揚	commends
讚美	praise
讚美	praising
讚美詩	hymns
讚賞	appreciated
谷	valley
豁免	exempt
豁免	exempted
豆	beans
豎琴	harp
豎琴	harps
豎琴師	harpists
豐富	abundance
豐富	abundant
豐富	bountiful
豐富	enrich
豐富	enriched
豐富	plentiful
豐富	plenty
豐富	rich
豐富	richness
豐富地	abundantly
豐富地	richly
豐富的	teeming
豐滿	plump
豐產	fruitfulness
豐衣足食	clothed
象徵	symbolize
象徵	symbolizing
象牙	ivory
象牙	tusks
豪華	luxurious
豪華	luxury
豪豬	porcupines
豪門	giants
豬	pig
豬	pigs
豬	swine
豬肉	pork
豹	leopard
豹子	leopards
豺	jackals
貓	cats
貓頭鷹	nighthawk
貓頭鷹	owl
貓頭鷹	Owls
貝丹	Bedan
貝克爾	Beker
貝內-berak	Bene-berak
貝塞斯達	Bethesda
貝拉	Bela
貝拉	Bera
貝爾	Bel
貝爾謝巴	Beersheba
貝絲·拉法	Beth-rapha
貝絲車	Beth-car
貝蒂埃爾	Bethuel
貝諾	Beno
貞	chaste
負傷	wounded
負擔	burden
負擔	burdening
負擔	burdens
負載	loads
財務主管	treasurers
財富	wealth
財物	belongings
財產	possessions
貢	tribute
貢獻	contributed
貢獻	contributing
貢獻	contribution
貢獻	dedication
貧困	destitute
貧困	impoverished
貧窮	needy
貧窮	poverty
貨物	cargo
貨物	cargoes
貨車	wagons
貪圖	covet
貪婪	greedily
貪婪	greedy
貪心	greed
貪戀	lusted
責任	obligated
責任	responsibilities
責任	responsibility
責備	rebuking
責備	reproach
責備	reprove
貴族	nobleman
貴族	noblemen
貴族	nobles
貴橄欖石	chrysolite
貴重物品	valuables
貶低	belittle
買	bought
買回者	redeemers
買家	buyers
買方	buyer
貸款	lending
貸款	loan
貸款	loaned
貸款	loans
貸款人	lender
貸款人	lenders
費利克斯	Felix
費力地	strenuously
費城	Philadelphia
費斯圖斯	Festus
費用	expense
費用	fee
費解的	impenetrable
貿易	trade
貿易	trading
貿易商	traders
貿然	rashly
賀	Hor
賄賂	bribe
賄賂	bribed
賄賂	bribing
資格	disqualify
資源	resource
資源	resources
資源	source
資金	funds
賈卡恩	Jaakan
賈敏	Jamin
賈森	Jason
賈達	Jada
賈里德	Jared
賊	thief
賓內	Binnui
賓客	guests
賓虛	Ben-hur
賞金	bounty
賠償	amends
賠償	damages
賠償金	compensation
賢	virtuous
賣	sell
賣家	seller
賣家	sellers
賣淫	prostituted
賣淫	prostituting
賣淫	prostitution
質疑	questioned
質量	quality
賬戶	accounts
賭博	gambled
賭注	stake
賺	earn
賺	earned
購買	buy
購買	buying
購買	buys
購買	purchased
賽勒斯	Cyrus
賽斯	Seth
賽諾	Sirion
賽跑	raced
賽跑	racing
賽跑	running
贊同	approval
贊同	endorsed
贏得	win
贖回	ransomed
贖回	redeem
贖回	redeemed
贖回	redeems
贖回	redemption
贖罪	atone
贖罪	atonement
贖金	ransom
贖金	ransoms
赤紅	crimson
赤腳	barefoot
赦免	pardon
赦免	pardoned
赫	Hittites
赫利奧波利斯	Heliopolis
赫宰恩	Hezion
赫梯	Hittite
赫然	awesomely
赫爾蒙	Hermon
走	go
走	walked
走了	gone
走廊	walkways
走投無路	cornered
走穩	steadied
走道	walkway
走錯	astray
起伏	heaving
起兵	revolted
起司	cheese
起死回生	life-giving
起泡	blister
起源	origin
起源	origins
起義	insurrection
起義	uprising
起色	improvement
起草	drafted
起訴	prosecute
起訴	sues
起重機	crane
超	super
超然	aloof
超自然	supernatural
超越	overtakes
超越	overtook
超越	surpassed
超車	overtaking
超速	speeding
超過	outweigh
超過	overtake
超過	surpass
越冬	wintered
越過	crossed
趕	rush
趕快	haste
趕緊	hurries
趨	hasten
趨向	tend
趨向	tends
足夠	enough
足夠	sufficient
跑	ran
跑	run
跑步者	runner
跛	crippled
跛行	limp
跛行	limping
距離	apart
距離	distance
跟踪	trace
跟踪	track
跟隨	follow
跡象	signs
跨度	span
跪	kneeling
跪	knelt
跫	trampling
路	pathway
路	road
路口	crossing
路徑	path
路徑	paths
路德	Lud
路標	guideposts
路標	signpost
路由	routed
路線	route
路線	routes
路面	pavement
跳	jump
跳下	jumped
跳動	beating
跳水	plunge
跳舞	danced
跳舞	dancing
跳蚤	flea
跳蚤	fleas
跳躍	Jumping
跳躍	jumps
跳躍	leaping
跳躍	skip
跳過	skipped
跳過	skips
跳閘	strip
踉蹌	staggering
踏	tread
踐踏	trample
踐踏	trampled
踝	ankle
踝骨	anklebones
踢	kicked
踢	kicking
踣	prostrate
踩出	trodden
踩著	treading
踴躍	enthusiastically
蹂躪	devastate
蹂躪	downtrodden
蹂躪	ravaged
蹂躪	ravages
蹄	hoof
蹄	hooves
蹊	footpath
蹊	trod
蹣跚	staggers
蹲下	crouches
蹲伏	crouch
蹺著	dangled
躍遷	hopping
躡手躡腳	crept
身分	identity
身材	stature
身材勻稱	shapely
身體	bodies
身體	bodily
身體	body
身體素質	fitness
躲閃	dodge
車	carts
車削	turning
車夫	charioteer
車手	riders
車皮	wagon
車軸	axles
車輪	wheels
車道	lanes
軌枕	sleeper
軌道	orbits
軍事	military
軍團	Legion
軍械庫	armory
軍營	barracks
軍艦	warships
軍隊	armies
軍隊	army
軍隊	forces
軍隊	troops
軛	yoke
軛	yokes
軟化	soften
軟化	softening
軟墊	upholstered
軟膏	ointment
軟體動物	mollusk
軸	axes
軸	shaft
軸承	bearing
較小	lesser
較差的	poor
較弱	weaker
較重	heavier
較量	bouts
輅	chariot
載	contained
載人	manned
輔助	assisted
輕擦	graze
輕蔑	contemptuously
輕蔑	scorn
輕蔑	sneering
輕視	contemptuous
輕視	scornful
輕輕	lightly
輕輕的	softly
輕鬆	relaxed
輝	brilliance
輝	splendor
輝光	glow
輝煌	brilliant
輝煌	glorious
輝耀	glistens
輪	wheel
輪廓分明	chiseled
輪緣	rim
輪胎	tires
輪輞	rims
輸入	enter
輸卵管	Tubal
輸送	conveyed
輻	spoke
輻射	radiance
輻射	radiates
輻射的	radiant
輻條	spokes
轄	Kohath
轄	Kohathite
轄	Kohathites
轄	Ohad
轉	turn
轉入	transferred
轉售	resold
轉換	converted
轉換	converting
轉換	converts
轉移	shift
轉移	transferring
轉變	conversion
轉變	shifts
轉變	transform
轉讓	transfer
轉身	turned
轟然	crashing
轟隆隆	thundered
轡	bridle
辛勞	pains
辛勞	toil
辛苦	exhausting
辛辣	acrid
辜負	disappoint
辦事處	offices
辦公室	office
辦法	way
辨別	discern
辮子	braids
辯手	debaters
辯解	justify
辯論	debate
辯論	debated
辯護	defends
辯護人	defender
辱罵	taunting
農場	farm
農場	farms
農村	countryside
農業	farming
農民	farmer
農民	farmers
農田	farmland
迂迴	roundabout
迅捷	swiftness
迅速	swift
迎來	ushered
迎接	greet
近	near
近視	shortsighted
近親結婚	intermarriage
返回	return
迦	Gad
迦	Gareb
迦	Gazez
迦別	Geber
迦勒	Caleb
迦勒以法	Caleb-ephrathah
迦勒底人	Chaldeans
迦南	Canaan
迦南	Canaanite
迦南	Canaanites
迦哈	Gahar
迦基米施	Carchemish
迦實	Gaash
迦巴魯	Kebar
迦得人	Gadites
迦拉	Heresh
迦散	Gazzam
迦步勒	Cabul
迦特	Gath
迦特	Gittites
迦特 - 希弗	Gath-hepher
迦特-臨門	Gath-rimmon
迦特人	Gittite
迦百農	Capernaum
迪zahab	Di-zahab
迫使	forcing
迫切	urgently
迫害	persecute
迫害	persecuted
迫害	persecuting
迫害	persecution
迫害	persecutions
迫害	persecutors
迫擊砲	mortars
迴旋	whirls
迴聲	echo
迴聲	echoes
迴避	dodged
迴避	shied
迷住	captivated
迷惑	confuse
迷惑	deluded
迷戀	crushes
迷藥	drugged
迷路	strayed
迷迷糊糊	stumbled
迷霧	mists
追	chase
追	chased
追	chasing
追兵	pursuers
追封	bestowed
追捕	hounded
追捧	sought
追求	pursue
追求	pursues
追求	pursuing
追求	pursuit
追求	pursuits
追求的	pursued
追踪	traced
追踪	tracked
追逐	chases
追隨者	followers
退	recede
退休	retire
退休	retirement
退保	surrenders
退出	exits
退縮	cower
退讓	abandons
送葬	mourners
逃亡	fugitive
逃犯	fugitives
逃脫	escaped
逃脫	outrun
逃跑	flee
逃逸	escape
逃逸	escapes
逃逸	escaping
逃離	fled
逃離	fleeing
逆境	adversity
逆火	backfire
逆風	headwinds
逍遙法外	unpunished
透	thoroughly
透視	perspective
透露	revealed
逐漸	gradually
途徑	approach
途徑	pathways
這些	these
這個	this
這幫傢伙	woodsmen
這樣	such
這樣宣稱	proclaims
這裡	here
通信	communicate
通信	communicating
通告	notices
通姦	adultery
通婚	intermarried
通婚	intermarry
通婚	intermarrying
通常	usual
通知	inform
通知	informed
通知	informing
通知	notify
通緝	wanted
通行證	passes
通過	by
通過	pass
通過	passed
通過	passing
通過	through
通道	passage
通道	passages
通風	vented
逛到	wandered
速度	speed
造型	molding
造成	caused
造成	causing
造成	inflict
造成	inflicted
造成	resulting
連	connect
連天	groaning
連接	attach
連接	connection
連接的	connected
連敗	defeats
連枷	flail
連根拔起	uprooted
連發	bursts
連續	continuous
連續下坡	slopes
連衣裙	dress
連衣裙的	dressed
逮捕	arrest
週	week
週	weeks
週年	anniversary
進一步	further
進入	entered
進入	entering
進入	enters
進口	import
進口	imported
進展	progress
進展	progressing
進攻	attacking
進行	conduct
逾越節	Passover
遇到	encountered
遇到	meet
遇船難者	shipwrecked
遇難	perished
遊	swam
遊客	traveler
遊客	visitors
遊戲	game
遊樂設施	rides
遊行	march
遊行	marched
遊行	marches
遊行	parade
遊行	parading
遊行	procession
遊覽	tour
運	transported
運動	campaign
運動	motions
運動	movement
運動	movements
運動	sport
運動員	athlete
運動員	athletes
運河	Canal
運河	canals
運營商	carriers
運用	using
運行	runs
運輸	carriage
運輸	haul
運輸	transport
運輸	transportation
運送	ferrying
過冬	winterized
過去	past
過夜	overnight
過度	over
過度	overdo
過戶	deeded
過早	prematurely
過時的	obsolete
過期	expired
過篩	sifted
過路人	passerby
過路費	tolls
過量	excess
道口	crossings
道德	moral
道歉	apologized
道路	roads
達	amounted
達到	attain
達到	reach
達太	Thaddaeus
達昆	Darkon
達爾達	Darda
達爾馬提亞	Dalmatia
達瑪里斯	Damaris
達貢	Dagon
違	disobey
違	disobeying
違反	violate
違反	violated
違反	violates
違反	violating
違反	violation
違抗	defy
違法者	Wrongdoers
違背	disobeyed
違規	violations
遙遠	distant
遙遠	far-off
遠	afar
遠	away
遠	far
遠征	expedition
遠程	remote
遠航	journeyed
適合	fit
適合	fits
適合	suit
適時地	duly
適用	applies
適當	appropriate
適當	appropriately
適當	suitable
遭受	suffer
遭報	avenged
遭天譴	sacrilegious
遭遇	suffered
遮陽篷	awnings
遲早	Sooner
遲疑	hesitate
遵命	obeyed
遵守	obey
遷移	migrated
選	chooses
選	elect
選	selected
選擇	choice
選擇	choices
選擇	choose
選擇	choosing
選擇	chose
選擇	chosen
選擇	picking
選擇	select
選擇	selects
選擇器	picker
遺傳	inherited
遺產	heritage
遺產	inheritance
遺跡	remains
避免	abstain
避免	avert
避免	avoid
避免	avoided
避免	Avoiding
避免	prevent
避難所	refuge
避難所	sanctuaries
避難所	sanctuary
避風港	haven
避風港	Havens
邀請	invite
邀請	invited
邀請	invites
邀請函	invitations
邁	stride
邁克爾	Michael
邁凱亞	Micaiah
邁拉	Myra
還有米所巴	Jamlech
還有老年	well-aged
