de	of
propiciante	propitiating
propiedad horizontal	horizontal property
propiedad industrial	industrial property
propiedad inmobiliaria	real estate property
propiedad intelectual	intellectual property
propiedad privada	private property
propiedad pública	public ownership
proporcionadamente	proportionately
proporción aritmética	arithmetic ratio
proporción aúrea	golden ratio
proporción geométrica	geometric proportion
proposición de ley	bill
proposición no de ley	non-legislative proposal
propósito de enmienda	purpose of amendment
propuesta de ley	bill proposal
prosaicamente	prosaically
prospectología	prospectology
prospectólogo	prospectologist
prostaglandina	prostaglandin
protagonístico	Protagonist
proteáceo	proteaceo
protección antivirus	antivirus protection
Protección Civil	Civil defense
protector de pantallas	screen saver
proteómica	proteomics
protocolo de transferencia de archivos	file transfer protocol
protocolo de transferencia de hipertextos	Hypertext Transfer Protocol
proveedor de buques	ship supplier
proveedor de servicios de internet	internet service provider
proventos	proceeds
Provenza	Provence
provisionalmente	provisionally
proyeccionista	projectionist
proyecto de ley	bill
proyectora	projector
prueba circunstancial	circumstantial evidence
prueba cruzada	crossmatch
prueba de antígenos	antigen test
prueba de aptitud	aptitude test
prueba de artista	artist proof
prueba de compra	proof of purchase
prueba de flujo lateral	lateral flow test
prueba de fuego	trial by fire
prueba de imprenta	proof print
prueba de la alcoholemia	breathalyzer test
prueba de laboratorio	laboratory test
prueba del absurdo	proof of absurdity
prueba del embarazo	pregnancy test
prueba de nivel	level test
prueba de referencia	reference test
prueba de ruta	road test
prueba nuclear	nuclear test
prueba PCR	PCR test
pruebas de armas	weapons testing
pruebas materiales	material evidence
prúsico	Prusico
pse	why
psicodinámica	psychodynamics
psicología del trabajo	work psychology
psicología industrial	industrial psychology
psicología infantil	child psychology
psicología inversa	reverse psychology
psicológicamente	psychologically
psicosexual	psychosexual
psiquiatrizar	psychiatrist
PSOE - Partido Socialista Obrero Español	PSOE - Spanish Socialist Workers' Party
Ptolomeo	Ptolemy
puaj	Yes
publicación periódica	periodical publication
publicidad aérea	aerial advertising
publicidad estática	static advertising
pub temático	Theme pub
pucará	pucara
pudín	pudding
pudorosamente	shamefully
pudrición seca	dry rot
pueblo de mala muerte	sleazy town
pueblo elegido	chosen people
pueblo fantasma	ghost town
pueblo joven	young people
pueblo llano	common people
puente aéreo	air bridge
puente basculante	bascule bridge
puente colgante	suspension bridge
puente de barcas	boat bridge
puente de carretera	highway bridge
puente giratorio	swing bridge
puente levadizo	drawbridge
puente peatonal	pedestrian bridge
puente transportador	transporter bridge
puerca espín	porcupine
puerca salvaje	wild pig
puerco espín	porcupine
puerco salvaje	wild boar
puerta cancel	gate gate
puerta corredera	sliding door
puerta de corredera	sliding door
puerta de embarque	boarding gate
puerta de la calle	street door
puerta de servicio	service door
puerta de vaivén	swing door
puerta giratoria	revolving door
puerta principal	main door
puerta trasera	back door
puerta ventana	door window
puerto comercial	commercial port
puerto deportivo	marina
puerto en paralelo	parallel port
puerto fluvial	river port
puerto franco	free port
puerto marítimo	seaport
puerto militar	military port
puerto paralelo	parallel port
puerto pesquero	fishing port
Puerto Príncipe	Port-au-Prince
puerto seco	dry port
puerto serie	serial port
puesta a punto	tuning
puesta de sol	sunset
puesta en escena	staging
puesta en marcha	start-up
puesto de observación	look-out
puesto de policía	police station
puesto de socorro	aid station
puesto de trabajo	workstation
puesto fronterizo	border post
pulcramente	beautifully
Pulgarcito	Thumbling
pulgón blanco	white aphid
pulimentado	polished
pulmón de acero	iron lung
pulmotor	Pulmonary
puloil	pool
pulpa dentaria	dental pulp
pulquear	to pulquear
pulque curado	cured pulque
pulsación de ratón	mouse click
pulsera de concienciación	awareness bracelet
pulsera telemática	telematic bracelet
pulsión de muerte	death drive
pulsómetro	heart rate monitor
pum	five
pumba	pump
pun	even
puñalada trapera	stab in the back
puñalear	stab
puntabola	punt ball
punta de lanza	spearhead
puntas de espárrago	asparagus tips
puntete	punt dinner
punto aéreo	air point
punto álgido	high point
punto atrás	back point
punto básico	basic point
punto cadena	chain stitch
punto cardinal	cardinal point
punto ciego	blind spot
punto com	dot com
punto crítico	critical point
punto cruzado	cross stitch
punto culminante	highlight
punto de apoyo	fulcrum
punto de arranque	starting point
punto débil	weak point
punto de caramelo	caramel point
punto decimal	decimal point
punto de congelación	freezing point
punto de contacto	point of contact
punto de control	checkpoint
punto de cruz	cross stitch
punto de dolor	pain point
punto de ebullición	boiling point
punto de escapulario	scapular point
punto de fuga	vanishing point
punto de fusión	melting point
punto de inflexión	turning point
punto de interrupción	breakpoint
punto del derecho	knit stitch
punto de libro	bookmark
punto del revés	purl stitch
punto de media	half point
punto de mira	crosshairs
punto de nieve	snow point
punto de no retorno	point of no return
punto de partida	starting point
punto de partido	match point
punto de penalti	penalty spot
punto de recarga	charging point
punto de referencia	benchmark
punto de reunión	meeting point
punto de ruptura	breaking point
punto de set	set point
punto de turrón	nougat point
punto de venta	point of sale
punto de vista	point of view
punto elástico	elastic stitch
punto fijo	fixed point
punto final	full stop
punto flaco	weak point
punto jersey	jersey stitch
punto limpio	clean point
punto medio	midpoint
punto muerto	deadlock
punto negro	black spot
punto neurálgico	neuralgic point
punto porcentual	percentage point
punto Santa Clara	Santa Clara point
punto sombra	shadow point
puntos suspensivos	ellipsis
punto único de venta	unique point of sale
punto y aparte	new paragraph
punto y coma	semicolon
punto y seguido	full stop
puntudo	pointed
pupas	beans
pura sangre	thoroughbred
purificador de ambientes	air purifier
puro habano	Havana cigar
púrpura cardenalicia	Cardinal purple
purrete	purred
pusca	rifle
puscafé	coffee puss
puta	out
puta madre	fucking mother
putañear	to bitch
puta parió	bitch gave birth
puteado	screwed
puyar	scatterbrained
Quáker	Quaker
quántico	quantum
quebradero de cabeza	headache
quebradora	breaker
quécher	to seek
quechuista	quechuist
quejadera	complainer
quejón	complainer
quepo	I fit
queratinizarse	keratinize
querella criminal	criminal complaint
querúbico	cherubic
queso azul	blue cheese
queso crema	cream cheese
queso de bola	ball cheese
queso de cerdo	headcheese
queso de mano	hand cheese
queso de puerco	pork cheese
queso de soja	soy cheese
queso fresco	fresh cheese
queso fundido	processed cheese
queso manchego	Manchego cheese
queso para untar	spreadable cheese
queso parmesano	Parmesan cheese
Quetzalcóatl	Quetzalcoatl
quevediano	Quevedian
quia	because
quíbole	quibole
quijotescamente	quixotically
quiñar	to quit
quinchado	thatched
Quincuagésima	Fiftieth
quiniela hípica	horse racing pools
quinta columna	fifth column
quintada	Thursday
quintaesencial	Thursday
quintal métrico	metric yard
quintil	quintile
quirografario	unsecured
quirógrafo	chirograph
quirúrgicamente	surgically
quiste hidatídico	hydatid cyst
quiste ovárico	ovarian cyst
quiste sebáceo	sebaceous cyst
quitacomedones	blackhead remover
quitacutículas	cuticle remover
quita de colaboración	withdrawal of collaboration
quitagrapas	staple remover
quitapesares	Worry-remover
quitapintura	paint removal
quitapresillas	clip remover
quiubo	wherever
rabietas	tantrums
rabinato	rabbinate
racamenta	the rack
racamento	cracking
racionalmente	rationally
radar fijo	Fixed radar
radar móvil	mobile radar
radiación cósmica	cosmic radiation
radiación ionizante	ionizing radiation
radiación nuclear	nuclear radiation
radiación solar	solar radiation
radicalidad	radicality
radioastrónomo	radio astronomer
radiocompás	radio compass
radio de acción	radius of action
radio de transistores	transistor radio
radiogoniometría	radio direction finding
radiógrafo	radiographer
radiomicrófono	radio microphone
radiopatrulla	with a radio cartridge
radio pirata	pirate radio
radioscopía	radioscopy
radio-taxi	radio taxi
radiotécnica	radiotechnics
radiotelegrafiar	radio telegraph
radioterapéutico	radiotherapeutic
RAE - Real Academia de la Lengua Española	RAE - Royal Spanish Academy
rajada	to establish
rajuñar	to slash
rallado	grated
ramito compuesto	composite bunch
ramo de Navidad	Christmas bouquet
ramos generales	general branches
rampa de lanzamiento	launching pad
rancherío	ranch
rancontán	rancontan
ranfañote	ranfantote
rangosidad	rangeliness
ránking	ranking
rapel	reminder
rapidógrafo	rapidograph
raponazo	Rapunzel
raponero	thief
raposero	fox
rascadera	scratching post
rasguñadura	scratch
rasmilladura	Rasmilladura
rasmillar	Rasmillar
raspe y gane	scratch and win
rastreador de contactos	contact tracer
rastreo de contactos	contact tracing
rastro de navegación	navigation trail
rastrojear	stubble
rastrojero	stubble-growing
rasurador	shaver
rasuradora	shaver
rata blanca	white rat
rata de alcantarilla	sewer rat
rata de laboratorio	laboratory rat
ratán	rattan
ratón de biblioteca	bookworm
ratón de bola	trackball mouse
ratón Pérez	tooth fairy
ravioles	ravioli
raya diplomática	diplomatic stripe
rayo láser	laser beam
rayos alfa	alpha rays
rayos beta	beta rays
rayos catódicos	cathode rays
rayos cósmicos	cosmic rays
rayos equis	X-ray
rayos gamma	gamma rays
rayos infrarrojos	infrared rays
rayos luminosos	light rays
rayos ultravioleta	ultraviolet rays
rayos UVA	UVA rays
rayos UVB	UVB rays
rayos X	X-ray
razón aritmética	arithmetic ratio
razón aúrea	golden ratio
razón de ser	reason for being
razón directa	direct reason
razones de Estado	reasons of state
razón geométrica	geometric reason
razón inversa	inverse ratio
razón social	company name
RDSI	ISDN
reabastecer	refill
reacción de fisión	fission reaction
reacción de fusión	fusion reaction
reacción en cadena	chain reaction
reacción en cadena de la polimerasa	polymerase chain reaction
reacción nuclear	nuclear reaction
reacción redox	redox reaction
reacondicionado	reconditioned
reacondicionamiento	reconditioning
reacondicionar	recondition
reacostumbrar	reaccustomed
reactor avanzado de gas	advanced gas reactor
reactor de agua a presión	pressurized water reactor
reactor de agua en ebullición	boiling water reactor
reactor de gas	gas reactor
reactor refrigerado por gas	gas cooled reactor
reajuste ministerial	ministerial reshuffle
reajuste salarial	salary adjustment
realidad aumentada	augmented reality
realidad mezclada	mixed reality
realidad mixta	mixed reality
realidad virtual	virtual reality
realineamiento	realignment
realismo mágico	magical realism
realistarse	to come to terms with
real sitio	royal site
reaprovisionar	replenish
reasentamiento	resettlement
reasentar	resettle
reasignar	reassign
reatazo	scrap
rebautizar	rename
reblandecido	softened
recalentamiento global	global warming
recamarera	chambermaid
recapar	to recap
recargador	recharger
recatarse	to be modest
receptar	to receive
receptor abierto	wide receiver
receso judicial	judicial recess
receso parlamentario	parliamentary recess
rechinón	squeaky
reciclador	recycler
recicladora	recycler
recién casada	newlywed
recién casado	newly married
recién llegada	Newcomer
recién llegado	newcomer
recién nacida	newborn
recién nacido	newborn
recíprocamente	reciprocally
reciprocar	reciprocal
réclame	claim
reclasificar	reclassify
reclusión perpetua	life imprisonment
recocha	pick up
recogida de beneficios	profit taking
recogida de equipajes	baggage claim
recolección de residuos	waste collection
recolocar	replace
reconexión	reconnection
reconocimiento de huellas dactilares	fingerprint recognition
reconocimiento de voz	voice recognition
reconocimiento óptico de caracteres	optical character recognition
recontra	really
reconversión industrial	industrial reconversion
recopa	collect
recórcholis	recorcholis
recorderis	you will remember
récordman	record holder
recortasetos	cutouts
recreativos	recreational
recrudecerse	become more severe
recta final	final stretch
recuento polínico	pollen count
recurso de amparo	support resource
recurso de casación	appeal
recurso de habeas corpus	habeas corpus writ
recurso de queja	complaint resource
recurso impugnativo	appeal
recursos económicos	economic resources
recursos energéticos	energy resources
recursos humanos	human resources
recursos naturales	natural resources
recusante	recusant
red de alcantarillado	sewer network
red de área extendida	wide area network
red de área local	local area network
red de arrastre	trawl net
red de prostitución	prostitution network
red de televisión	television network
red digital de servicios integrados	integrated services digital network
redesignar	redesigns
rediqueta	rediquette
rédito imponible	taxable income
redituable	profitable
redoblona	redouble
redolada	rounded
reduccionista	reductionist
reductivo	reductive
reductora	reducer
reemplazante	replacement
reempleo	reemployment
reescribible	rewritable
reexamen	reexamination
reexaminar	reexamine
refalón	slip
referencia cruzada	cross reference
reflación	reflation
reflacionar	reflate
reflacionario	reflationary
reflejo condicionado	conditioned reflex
reflejoterapia	reflex therapy
reflexión total	total reflection
reflexólogo	reflexologist
reforma agraria	agrarian reform
reformatear	to reform
refractaria	refractory
refresquería	refreshment stand
refri	soda
refrigeración por agua	water cooling
refrigeración por aire	air cooling
refugiada de guerra	war refugee
refugiada política	political refugee
refugiado climático	climate refugee
refugiado de guerra	war refugee
refugiado económico	economic refugee
refugiado medioambiental	environmental refugee
refugiado político	political refugee
refugio antiaéreo	air raid shelter
refugio antinuclear	nuclear fallout shelter
refugio atómico	nuclear shelter
regaladamente	giftedly
regañiza	scolds
regenta	regent
regiamente	royally
régimen de vida	lifestyle
regimentación	regimentation
regionalmente	regionally
región militar	military region
regista	director
registradora de la propiedad	property registrar
registradora mercantil	commercial registrar
registrador de dominios	domain registrar
registrador de la propiedad	property registrar
registrador de teclas	keylogger
registrador mercantil	commercial registrar
registro civil	civil registry
registro de la propiedad	property registry
registro de la propiedad industrial	industrial property registration
registro de patentes y marcas	patent and trademark registration
registro domiciliario	home registration
registro electoral	electoral register
registro mercantil	commercial register
registro parroquial	parish register
regla de cálculo	slide rule
regla de campo	field rule
regla de oro	golden rule
regla de terreno	ground rule
regla de tres	rule of three
regla local	local rule
reglamentariamente	according to regulations
reglamento de tráfico	traffic regulations
reglas de combate	rules of engagement
reglas del juego	rules of the game
regla T	T rule
regola	rule
regrabación	re-recording
regrabar	re-record
regulador de corriente	current regulator
regulador de luz	light regulator
regulador de tensión	voltage regulator
regulatorio	regulatory
rehostia	rehosty
reificación	reification
reificar	reify
reimpr.	reprint.
reina claudia	queen claudia
reina de belleza	beauty queen
reina de las fiestas	queen of the parties
reina de los prados	meadowsweet
reina madre	queen mother
reina viuda	queen dowager
reiniciación	reset
reinicialización	reset
reino animal	animal kingdom
Reino de Dios	Kingdom of God
Reino de los cielos	Kingdom of Heaven
reino mineral	mineral kingdom
Reinos de Taifa	Taifa Kingdoms
Reino Unido	United Kingdom
reino vegetal	plant kingdom
reintroducción	reintroduction
reintroducir	reintroduce
rejón de muerte	death lance
rejonero	recovery
relación de equivalencia	equivalence relation
relaciones exteriores	foreign relations
relaciones públicas	public relations
relacionista	public relations
relamerse	remix
relatista	narrator
reloj biológico	biological clock
reloj checador	checking clock
reloj de arena	hourglass
reloj de bolsillo	pocket watch
reloj de carillón	chime clock
reloj de cuarzo	quartz watch
reloj de cuco	cuckoo clock
Reloj del Apocalipsis	Doomsday Clock
Reloj del Juicio Final	Doomsday Clock
reloj de pie	grandfather clock
reloj de pulsera	wristwatch
reloj de sol	sundial
reloj despertador	alarm clock
reloj digital	digital clock
relojear	to watch
reloj inteligente	smart watch
reloj registrador	time clock
remachador	riveter
remada	rowing
remador	rower
rematista	rheumatism
remilgón	squeamish
remolacha azucarera	sugar beet
remolacha forrajera	fodder beet
remontadora	remounter
renaciente	resurgent
Renania	Rhineland
rendición de cuentas	accountability
rendidamente	surrenderedly
RENFE - Red Nacional de los Ferrocarriles Españoles	RENFE - National Network of Spanish Railways
reñidamente	closely
renombrar	rename
renqueo	limping
renta antigua	old rent
renta básica universal	universal basic income
renta de aduanas	customs income
rentado	rented
renta fija	Fixed income
renta gravable	taxable income
renta nacional	national income
renta per cápita	per capita income
renta variable	variable income
renta vitalicia	annuity
reostato	rheostat
repaginar	revamp
reparaciones de mantenimiento	maintenance repairs
reparadora	restorative
reparón	captious
repartición pública	public distribution
reparto de beneficios	profit sharing
reparto de dividendos	distribution of dividends
reparto de utilidades	profit sharing
repavimentación	resurfacing
repavimentar	repave
repechaje	play-off
repelente de mosquitos	mosquito repellent
repellar	to repel
repentista	sudden
repentizador	sudden
repetidora	repeater
repitencia	repetition
repollito de Bruselas	Brussels sprouts
repollo colorado	red cabbage
repollo morado	purple cabbage
reportaje gráfico	photo report
reportear	report
reportera gráfica	photojournalist
reportero gráfico	photojournalist
reposamuñecas	wrist rest
repregunta	cross-question
repreguntar	ask again
representación diplomática	diplomatic representation
representación proporcional	proportional representation
representante de la ley	representative of the law
reprocesado	reprocessed
reprocesadora	reprocessor
reprocesar	reprocess
reproductora	reproductive
reprogramar	reschedule
república bananera	banana republic
República Centroafricana	Central African Republic
República Checa	Czech Republic
República Democrática Alemana	German Democratic Republic
República Dominicana	Dominican Republic
República Eslovaca	Slovak Republic
república federal	federal republic
República Federal de Alemania	Federal Republic of Germany
República Oriental del Uruguay	Eastern Republic of Uruguay
República Popular China	People's Republic of China
requerimiento judicial	judicial requirement
requiescat in pace	may he rest in peace
requisito previo	prerequisite
resaltante	highlight
resbalada	slipped
reseñador	Reviewer
reseñante	reviewer
reseñista	reviewer
reserva activa	active reserve
reservadamente	privately
reserva genética	genetic reserve
reserva natural	nature reserve
resguardo aduanal	customs clearance
residencia canina	dog residence
residencia de ancianos	nursing home
residencia sanitaria	health residence
residencia universitaria	university residence
residuo biológico	biological waste
residuos nucleares	nuclear waste
residuos radiactivos	radioactive waste
residuos sólidos	solid waste
residuos tóxicos	toxic waste
resignadamente	resignedly
resignarse	resign
resilvestración	rewilding
resilvestrar	resil vests
resina de hachís	hashish resin
resina epóxica	epoxy resin
res lanar	sheep
resondrar	reasoner
respetablemente	respectably
respeto humano	human respect
respetuosidad	respectfulness
respingado	splashed
respiración aerobia	aerobic respiration
respiración aeróbica	aerobic respiration
respiración anaerobia	anaerobic respiration
respiración anaeróbica	anaerobic respiration
respiración artificial	artificial respiration
respiración asistida	assisted breathing
respiración boca a boca	mouth to mouth resuscitation
responsabilidad civil	civil liability
responsabilidad criminal	criminal liability
resquicio legal	legal loophole
restos de serie	remains of series
restos de temporada	seasonal leftovers
restos mortales	mortal remains
res vacuna	cow
retacarse	to retace
retaliación	retaliation
retamo	we resume
retapizar	reupholster
retardación	retardation
retardo mental	mental retardation
retenida	retained
retirada de tierras	land set-aside
retiradamente	withdrawn
retorno de carro	car return
retransmisión por Internet	webcast
retrato hablado	spoken portrait
retrato hablado en video	spoken portrait on video
retrato reconstruido	reconstructed portrait
retrato robot	robot portrait
retrato robot en vídeo	robot portrait on video
retroactivamente	retroactively
retroarriendo	leaseback
retroflexión	retroflexion
retroingeniería	reverse engineering
retrospectiva	retrospective
retrospectivamente	retrospectively
retrovírico	retroviral
reubicación	relocation
reuma en la sangre	rheumatism in the blood
reunión cumbre	summit meeting
reunión de seguimiento	follow-up meeting
reunión ilícita	unlawful assembly
reunión informativa	briefing
revaloración	reassessment
revalorar	reassess
revelación divina	divine revelation
revellón	Revellon
revenido	tempered
revenirse	to come down
reverberante	reverberating
revientapisos	come back steps
revirar	turn over
revisión colegiada	peer review
revisión médica	medical check-up
revisión paritaria	peer review
revisión técnica	technical review
revista de chistes	joke magazine
revista del corazón	heart magazine
revista de modas	fashion magazine
revista electrónica	electronic journal
revoltura de estómago	stomach upset
revolución cultural	cultural revolution
revolución de palacio	palace revolution
revolución industrial	industrial revolution
Reyes Católicos	Catholic Monarchs
Reyes Magos	Three Wise Men
rezagarse	lag behind
rezago	lag
RGPD	GDPR
riboflavina	riboflavin
ridi	let go
ridiculizante	ridiculing
riego continuo	continuous irrigation
riego por aspersión	sprinkler irrigation
riego por goteo	drip irrigation
riego sanguíneo	blood flow
riesgo biológico	biological risk
riesgo vital	life-threatening
rifle de repetición	repeating rifle
rifle telescópico	telescopic rifle
rígidamente	rigidly
rigidez cadavérica	rigor mortis
riña de gallos	cockfight
rincón neutral	neutral corner
riñón artificial	artificial kidney
Río Amarillo	Yellow River
Río de Janeiro	Rio de Janeiro
Río de la Plata	River Plate
Río Grande	Rio Grande
risilla	with rice
risueñamente	smilingly
ritidectomía	rhytidectomy
rizador de pestañas	eyelash curler
rizapestañas	eyelash curler
roblar	robs
robo a mano armada	armed robbery
robo con fuerza	burglary
robo de identidad	identity theft
robo hormiga	ant theft
robo por descuido	theft by carelessness
roca ígnea	igneous rock
roca magmática	magmatic rock
roca metamórfica	metamorphic rock
rocanrolear	rockroll
rocanrolero	rock roller
roca sedimentaria	sedimentary rock
rocinante	Rocinante
rocola	rock
rodamiento de bolas	ball bearing
rodamiento de rodillos	roller bearing
Ródano	Rhone
rodillo de arrastre	pinch roller
rodillo de avance	feed roller
rodillo de leva	cam roller
rodillo inerte	inert roller
rodillo tensor	tensioner roller
rogatoria	rogatory letter
rojillo	pink
rojo bermellón	vermilion red
rojo cereza	cherry red
rol de género	gender role
roletazo	blinds
rolete	blinds
romanó	Roman
románticamente	romantically
romanticón	romantic
romboideo	rhomboid
rompedero de cabeza	head-scratcher
rompefilas	rompefil
rompenueces	nutcracker
rompevientos	windbreakers
rompón	on the rampart
Rómulo	Romulus
ropa blanca	white clothes
ropa de baño	swimwear
ropa de calle	street clothes
ropa de cama	bedding
ropa de mesa	table linen
ropa interior	underwear
ropa íntima	underwear
ropa sport	shout sports
ropa vieja	old clothes
roquerío	rockery
roro	brain
rosa de los vientos	compass rose
rosa de té	tea rose
rosa fosforito	phosphorite pink
rosa viejo	old rose
rosca de Arquímedes	Archimedean thread
rosca de Reyes	Kings' cake
roscón de Reyes	King's cake
rosetas de maíz	popcorn poppers
rosquear	thread
rostizar	facialize
rostro pálido	pale face
rotacional	rotational
rotación de cultivos	crop rotation
rotación de existencias	turnover
rotaje	rotation
rotarismo	rotarism
rotativamente	rotatingly
roticuaco	Roticuaco
roto chileno	Chilean broken
rotulador fluorescente	fluorescent marker
rótulo luminoso	light label
Ruanda	Rwanda
rubiácea	rubiaceae
rubia oxigenada	peroxide blonde
rubia platino	platinum blonde
rubio ceniza	ash blonde
rubio de bote	bottled blonde
rubio oxigenado	oxygenated ruby
rubio pajizo	straw blonde
rubio platino	platinum blonde
rubio teñido	Dyed blonde
rudamente	roughly
rudeza innecesaria	Unnecessary rudeness
rueda de auxilio	spare wheel
rueda de carro	cart-wheel
rueda de Chicago	Chicago Wheel
rueda de cola	tail wheel
rueda de identificación	identification wheel
rueda de la fortuna	wheel of fortune
rueda de molino	mill wheel
rueda dentada	cogwheel
rueda de prensa	news conference
rueda de presos	wheel of prisoners
rueda de recambio	spare wheel
rueda de reconocimiento	identification parade
rueda gigante	giant wheel
rueda hidráulica	water wheel
rueda informativa	briefing
rueda motriz	drive wheel
rugbista	rugby player
rugbístico	rugby
ruido blanco	white noise
ruido de fondo	background noise
ruido de sables	sabre rattling
rulada	rolls
ruleta rusa	russian roulette
Rusia Blanca	White Russia
rustidera	rusticate
ruta aérea	air route
ruta del bakalao	The ruta del bakalao
ruteador	router
rutear	router
rutinariamente	routinely
rutinizar	routine
sáb.	Sat.
sábado de Gloria	Saturday of Glory
sábado inglés	english saturday
sábado pequeño	little saturday
sábado Santo	Holy Saturday
sábana ajustable	fitted sheet
sábana de abajo	bottom sheet
sábana de arriba	top sheet
sábana de cajón	fitted sheet
sábana de cuatro picos	four-cornered sheet
sábana encimera	top sheet
Sábana Santa	Holy Shroud
sabayón	sabayon
sábila	aloe vera
saborizante	flavoring
sacabullas	bulldozer
sacacorchetes	bracket screw
saca del correo	take out of the mail
sacagrapas	staple remover
sacapresillas	clip remover
sacatear	to take out
sacerdote obrero	worker priest
saco bucal	buccal sac
saco de arena	punching bag
saco de dormir	sleeping bag
saco lagrimal	tear sac
saco terreno	ground bag
Safo	Sappho
sagitariano	Sagittarius
Sagrada Comunión	Holy Communion
Sagrada Escritura	Holy Scripture
Sagrada Familia	Holy Family
Sagradas Escrituras	Holy Scriptures
Sagrado Corazón	Sacred heart
sagrado vínculo	sacred bond
Sáhara	Sahara
saibó	sabo
sala blanca	clean room
sala capitular	chapter house
sala común	common room
sala cuna	nursery room
sala de banquetes	banquet hall
sala de chat	chat room
sala de clases	classroom
sala de conciertos	concert hall
sala de conferencias	conference room
sala de curaciones	healing room
sala de curas	treatment room
sala de embarque	boarding lounge
sala de escape	escape room
sala de espera	waiting room
sala de estreno	premiere room
sala de exposiciones	exhibition hall
sala de fiestas	party room
sala de juntas	boardroom
sala de lectura	reading room
sala de lo civil	civil room
sala de lo penal	criminal court
sala del trono	throne room
sala de máquinas	engine room
sala de montaje	cutting room
sala de operaciones	operating room
sala de partos	delivery room
sala de preembarque	pre-boarding lounge
sala de prensa	Press room
sala de profesores	staff room
sala de remates	auction room
sala de subastas	auction room
sala de teatro	theater room
sala de televisión	TV room
sala de tránsito	transit room
sala de tratamiento	treatment room
sala de urgencias	emergency room
sala limpia	clean room
salario base	basic salary
salario mínimo	minimum wage
salario mínimo interprofesional	minimum interprofessional wage
salario mínimo vital y móvil	minimum living wage and mobile wage
salario nominal	nominal wage
salario real	real wage
salario social	social wage
sala velatoria	sailing room
sal común	common salt
sal de ajo	garlic salt
sal de cocina	kitchen salt
sal de fruta	fruit salt
sal de mesa	table salt
sal de soda	soda salt
saldo acreedor	credit balance
saldo blanco	white balance
saldo comercial	trade balance
saldo deudor	debit balance
sales aromáticas	smelling salts
sales de baño	bath salts
sal fina	Hall nice
sal fumante	smoking salt
sal gema	echo
sal gorda	fat salt
sal gruesa	coarse salt
salida de artistas	departure of artists
salida de baño	bathrobe
salida de emergencia	Emergency exit
salida de incendios	fire escape
salida de tono	tone output
salida en falso	false start
salida nula	null output
salidera	will salt
salinera	salt shaker
salmón de río	river salmon
salmón rojo	sockeye salmon
salomónicamente	Solomonically
salón comedor	living room
salón de actos	assembly hall
salón de baile	ballroom
salón de belleza	beauty salon
salón de exposiciones	exhibition hall
salón de exposiciones y ventas	showroom and sales hall
salón de fiestas	party hall
salón de juegos	game room
salón del automóvil	motor show
salón del coleccionismo	collector's hall
salón del libro	book fair
salón de té	tearoom
salón literario	literary salon
salón náutico	boat show
salón recreativo	arcade
salsa agridulce	sweet and sour sauce
salsa bechamel	bechamel sauce
salsa blanca	white sauce
salsa cóctel	cocktail sauce
salsa de pescado	fish sauce
salsa de tomate	ketchup
salsa golf	golf sauce
salsa tártara	tartar sauce
salsa verde	green sauce
saltadura	chip
saltante	jumping
salteado	sautéed
salteña	Salta native
salto alto	high heels
salto base	base jump
salto bungee	bungee jumping
salto con garrocha	pole vault
salto con pértiga	pole vault
salto cuántico	quantum leap
salto de altura	high jump
salto de cama	negligee
salto del ángel	angel jump
salto de línea	line break
salto de longitud	long jump
salto de página	page jump
salto largo	long jump
salto mortal	somersault
salucita	hello
salud mental	mental health
salud pública	public health
salvado completo	saved complete
salvaplatos	in salvaplatos
sal yodada	iodized salt
sal y pimienta	salt and pepper
San Antonio	Saint Anthony
sanate	healed
sancionatorio	sanctioning
San Cristóbal y Nevis	Saint Kitts and Nevis
sandial	sandals
sandunguear	Sandungear
sándwich caliente	hot sandwich
sanforizado	sanforized
sangre azul	blue blood
sangre fría	cold blood
sangre nueva	new blood
sangrientamente	bloodily
sánguche	sánduguche
San José	Saint Joseph
San Juan	Saint John
sanofele	sanofel
San Pablo	Saint Paul
San Petersburgo	Saint Petersburg
San Quintín	Saint Quentin
Santa Alianza	Holy Alliance
Santa Bárbara	Santa Barbara
Santa Clos	Santa Claus
Santa Lucía	Saint Lucia
Santa Rita	Saint Rita
Santa Sede	Holy See
Santiago Apóstol	Saint James the Apostle
Santísima Trinidad	Holy Trinity
Santísimo Sacramento	Blessed Sacrament
Santo Advenimiento	Holy Advent
Santo Grial	Holy Grail
Santo Oficio	Holy Office
Santo Padre	Holy Father
santo patrón	patron saint
santo patrono	patron saint
Santos Inocentes	Holy Innocents
santos lugares	holy places
santos óleos	holy oils
santo y seña	watchword
sapolio	Sapolio
saque de banda	band withdrawal
saque de esquina	corner kick
saque de puerta	goal kick
saque de valla	fence kick
saque inicial	initial withdrawal
saque lateral	throw-in
sarpullido de pañal	diaper rash
Sarre	High
satelital	satellite
satelitario	satellite
satélite artificial	artificial satellite
satélite de comunicaciones	communications satellite
satélite de observación	observation satellite
satélite de televisión	television satellite
satélite espía	spy satellite
satélite meteorológico	weather satellite
satíricamente	satirically
sauce llorón	weeping willow
sávila	she sucked
schop	shovel
schopería	schoperia
S. E.	SE
sebiento	sick
secamanos	hand dryer
secamente	shortly
secarropas	clothes dryer
seccional	sectional
sección de comentarios	comments section
sección de cuerdas	string section
sección de deportes	sports section
sección de vientos	wind section
Secretaria de Agricultura	Department of Agriculture
